cond,hasStar,rest,stim
face,0,8000,04 11 19 07 05 02 20 16 15 06 18 12 14 17 09 13 08 01 10 03
emoji,0,6000,07 20 10 16 01 18 05 12 02 06 08 09 17 03 14 04 19 15 13 11
face,0,4000,04 19 15 12 18 07 10 20 16 13 08 03 17 14 06 02 11 09 05 01
body,0,8000,01 06 15 12 08 04 11 20 14 09 19 13 07 16 03 02 17 10 05 18
tool,0,4000,04 02 09 14 05 06 07 15 16 20 18 13 01 10 12 11 17 19 03 08
emoji,0,6000,02 13 05 07 01 12 16 04 17 11 20 15 06 08 19 09 14 10 18 03
wordEF,0,4000,19 15 18 14 05 12 04 08 16 01 07 17 02 11 10 06 13 20 09 03
tool,1,8000,05 14 18 07 15 20 04 09 19 17 11 02 10 08 03 12 16 00 13 01
emoji,1,6000,12 01 11 16 04 10 08 20 13 18 05 06 19 03 15 09 17 14 07 00
house,1,6000,07 11 17 09 20 06 12 05 02 14 08 16 00 10 18 19 13 03 01 15
wordEF,0,4000,03 04 17 05 02 10 18 01 20 14 13 12 08 06 11 19 16 07 15 09
number,0,4000,12 13 08 19 07 18 06 02 10 05 14 17 16 03 20 15 11 01 09 04
wordC,0,6000,19 06 14 12 03 05 18 02 16 10 11 20 01 07 09 04 13 17 15 08
wordEF,0,4000,13 15 18 02 17 09 10 11 06 19 05 07 12 14 04 01 03 16 08 20
number,0,4000,07 20 10 06 04 18 09 15 02 11 17 19 03 12 05 08 01 16 14 13
number,1,8000,19 13 05 03 18 07 06 17 08 12 15 10 16 00 11 14 01 20 04 09
wordC,1,4000,05 11 19 18 16 20 15 12 13 07 03 17 01 08 04 00 06 02 10 09
house,0,6000,18 20 19 03 15 14 10 06 01 11 08 09 04 02 12 05 07 16 17 13
face,0,4000,03 01 08 04 06 11 16 18 14 20 15 07 13 12 09 10 19 05 17 02
wordC,0,8000,10 16 14 03 11 08 05 06 02 15 01 19 17 04 13 20 12 07 18 09
body,1,6000,09 11 20 14 04 19 17 16 08 00 02 01 15 07 05 18 10 12 06 03
face,1,4000,08 13 02 05 11 20 09 10 00 07 14 16 18 06 15 04 12 19 01 03
wordEF,0,4000,15 18 06 03 14 20 09 05 16 07 10 02 17 04 12 13 08 19 01 11
emoji,1,8000,01 05 08 14 10 13 11 15 02 03 17 04 19 00 20 09 07 06 12 18
number,0,8000,12 15 07 19 06 20 02 09 08 10 13 11 17 03 01 04 18 05 16 14
tool,0,4000,01 15 07 09 19 17 03 04 10 08 14 20 02 12 16 18 13 11 06 05
number,0,8000,06 08 13 16 05 15 07 11 20 19 01 09 04 03 10 02 14 12 18 17
wordEF,0,4000,05 08 10 14 09 12 13 07 03 17 19 11 01 16 20 06 15 02 18 04
house,1,6000,06 13 16 15 17 00 04 02 07 08 05 03 10 12 20 09 01 11 18 19
wordEF,0,8000,18 13 17 03 05 09 19 11 01 08 12 02 20 14 10 07 04 15 16 06
number,0,6000,02 19 12 14 18 07 17 08 05 09 16 11 04 10 06 20 15 13 03 01
face,0,6000,07 15 01 08 10 03 19 06 02 18 14 17 09 13 12 20 05 16 04 11
wordC,1,4000,17 20 06 07 10 18 03 05 12 14 01 19 02 04 11 15 08 09 00 13
wordC,0,4000,20 03 14 19 01 17 13 10 16 02 18 09 15 04 05 07 11 12 06 08
emoji,0,6000,07 14 17 01 02 12 06 03 09 10 11 15 20 13 04 08 19 18 16 05
house,1,8000,13 03 16 07 10 05 09 18 04 20 08 02 11 06 01 12 19 17 00 15
body,1,6000,03 11 16 13 20 01 19 10 00 15 18 07 09 05 12 06 02 08 04 14
house,1,6000,06 05 16 15 02 13 07 03 17 11 14 01 09 19 18 04 20 08 00 12
body,1,8000,18 19 02 10 09 01 04 12 15 14 03 07 20 06 00 13 05 11 16 17
body,0,4000,09 05 10 04 08 07 18 13 14 16 11 02 12 20 17 19 03 15 01 06
tool,0,8000,05 09 03 06 01 04 18 12 19 13 08 10 15 14 16 11 07 17 20 02
house,0,6000,20 09 06 07 11 03 19 02 04 10 13 17 08 16 12 18 15 01 05 14
wordC,0,6000,15 20 08 10 12 19 03 09 07 06 02 17 11 16 05 18 13 01 14 04
body,0,4000,14 06 08 17 16 05 02 04 09 07 18 15 20 13 01 19 10 12 03 11
face,1,6000,09 18 03 05 08 14 07 20 19 00 16 15 01 11 06 12 04 10 17 02
emoji,0,6000,14 16 03 13 12 08 02 04 09 01 15 18 20 10 19 11 06 17 05 07
tool,0,4000,15 06 09 10 14 11 20 17 13 12 04 05 02 07 18 08 01 19 03 16
tool,1,6000,20 06 11 03 14 05 13 12 00 04 02 17 16 09 18 01 07 15 10 19
