cond,hasStar,rest,stim
tool,0,8000,01 12 19 07 20 16 13 14 08 02 10 06 15 18 17 09 03 05 11 04
wordEF,1,4000,08 07 15 12 13 06 16 09 14 03 20 01 10 11 18 04 02 17 00 05
face,0,6000,09 04 20 19 16 03 02 15 12 13 11 06 08 07 14 01 10 17 05 18
body,1,4000,03 15 20 11 04 18 14 16 07 05 01 06 02 12 10 08 09 00 13 19
emoji,1,6000,12 07 04 02 18 13 14 03 16 06 20 10 19 00 05 08 15 09 01 17
number,0,4000,16 07 10 15 05 13 18 04 17 09 03 06 01 02 12 19 14 08 11 20
wordEF,0,4000,16 03 08 12 18 20 13 02 19 09 15 01 17 11 04 06 05 14 10 07
wordC,0,4000,01 12 10 15 17 13 02 16 05 08 20 04 18 11 14 09 06 03 07 19
face,0,6000,05 11 02 08 15 18 20 13 14 12 17 10 16 19 01 07 04 09 06 03
house,0,4000,16 03 11 05 13 08 19 07 01 10 20 18 04 15 09 06 02 17 12 14
body,1,4000,15 14 07 01 17 04 09 20 03 18 19 00 12 11 05 06 16 02 08 10
wordC,0,4000,18 10 16 19 06 12 02 17 13 15 04 01 11 08 14 07 03 05 20 09
body,1,8000,20 06 19 04 14 02 10 18 17 08 16 12 00 03 15 01 09 13 07 05
wordEF,1,6000,06 05 11 20 04 03 10 02 01 19 18 07 00 16 14 17 12 13 09 08
number,1,4000,15 09 17 10 05 18 19 04 11 13 02 01 08 16 06 00 07 14 12 03
house,0,4000,16 10 18 05 09 07 17 01 14 03 12 11 02 13 15 04 08 20 19 06
emoji,0,8000,09 02 17 13 10 01 06 15 12 14 20 03 05 08 16 07 11 04 19 18
number,0,8000,16 13 18 20 07 02 06 04 03 19 09 14 10 12 15 08 01 17 05 11
emoji,0,8000,20 18 01 12 04 17 02 19 15 13 08 05 11 06 16 07 09 14 10 03
wordEF,0,8000,17 01 09 12 04 02 03 11 13 19 07 20 10 08 15 18 05 06 14 16
body,0,6000,14 03 07 09 11 05 10 08 02 15 13 01 16 19 17 20 12 04 06 18
emoji,0,6000,04 10 05 01 14 16 08 15 06 11 02 13 19 09 12 17 18 20 07 03
body,0,6000,06 18 08 16 03 05 07 12 02 09 04 15 10 01 19 17 13 11 14 20
house,0,4000,13 04 19 06 12 20 08 10 18 05 15 02 01 09 07 14 16 03 17 11
body,1,4000,02 08 07 15 09 06 20 14 04 01 13 03 00 18 12 05 17 11 10 16
face,0,8000,04 06 20 19 03 07 13 16 17 08 14 02 10 15 12 09 18 01 11 05
tool,0,4000,09 03 08 18 02 07 06 20 13 17 19 04 10 14 16 12 01 11 05 15
wordC,1,6000,09 05 03 08 02 01 11 12 17 16 20 13 07 19 04 06 14 00 10 18
face,0,6000,20 08 18 04 07 10 06 02 13 17 14 09 12 01 16 03 15 19 05 11
wordEF,1,8000,04 08 12 19 02 14 15 00 05 03 18 10 16 17 11 01 20 09 13 07
emoji,1,6000,02 19 13 08 05 14 12 04 11 09 01 06 07 16 20 18 10 00 17 03
wordC,1,8000,02 17 12 13 16 01 07 05 20 04 19 15 11 08 09 06 03 18 10 00
number,0,6000,09 01 14 11 16 12 15 06 08 13 05 03 10 04 07 19 18 17 20 02
house,0,6000,07 17 06 16 12 08 10 04 13 14 20 11 18 02 03 15 19 05 09 01
wordC,0,8000,06 07 18 10 05 09 02 11 01 14 20 19 12 17 04 15 13 16 08 03
tool,0,6000,06 14 20 10 04 13 07 19 09 05 16 12 15 03 18 02 11 17 08 01
face,1,8000,08 15 14 03 12 20 16 13 19 09 17 06 18 10 02 11 07 05 01 00
number,1,6000,14 11 13 15 07 16 19 00 12 08 04 03 06 20 01 02 09 18 05 10
wordC,0,4000,05 07 20 04 03 12 10 17 06 08 09 13 19 16 11 15 02 18 01 14
face,0,4000,12 06 18 01 16 07 03 04 10 02 17 19 11 08 05 20 13 14 15 09
house,0,4000,01 06 03 10 04 20 12 17 15 02 18 14 05 08 11 13 09 19 07 16
wordEF,1,6000,08 14 01 17 04 02 10 12 15 05 16 00 13 07 11 20 19 03 18 06
tool,0,4000,19 04 03 01 10 07 20 14 02 05 18 08 11 16 09 15 17 06 12 13
house,0,6000,10 07 19 09 03 02 04 15 12 06 11 20 08 16 18 13 14 01 05 17
emoji,0,6000,01 03 05 13 04 14 08 10 19 12 15 16 06 11 07 09 02 17 20 18
tool,0,4000,08 14 06 19 12 16 07 20 09 05 10 17 03 02 13 18 01 11 15 04
number,0,8000,08 17 06 01 03 13 09 19 12 02 10 04 16 15 20 14 05 07 11 18
tool,1,6000,20 03 18 01 06 12 16 09 15 07 00 17 04 08 14 02 10 11 19 13
