cond,hasStar,rest,stim
face,0,6000,06 04 01 03 09 19 07 10 05 18 02 14 17 15 12 11 08 16 20 13
tool,1,4000,03 05 08 16 12 01 15 02 10 13 04 18 20 07 09 19 17 14 11 00
emoji,1,4000,10 06 08 19 02 13 05 15 12 20 09 04 18 16 03 00 07 01 14 17
emoji,1,6000,11 09 17 12 13 20 07 04 10 05 06 16 00 19 01 08 03 02 14 18
body,1,8000,12 03 01 16 04 08 06 18 05 11 00 15 20 02 14 10 19 09 13 17
emoji,1,6000,12 15 04 06 08 03 00 09 01 10 17 13 14 07 11 05 18 02 16 19
wordEF,0,6000,14 07 03 10 20 09 04 17 01 08 05 12 16 02 19 13 11 15 06 18
emoji,0,4000,16 10 07 18 01 13 09 17 05 20 11 06 02 12 14 19 03 08 15 04
tool,0,4000,06 07 09 10 19 18 04 05 11 08 13 17 01 16 15 20 14 02 12 03
emoji,0,8000,02 20 16 04 14 19 06 03 01 11 08 05 15 07 17 10 09 12 13 18
face,0,8000,11 03 16 04 05 18 10 07 13 09 17 08 12 15 20 06 14 01 02 19
house,0,8000,03 11 18 16 19 02 20 15 04 06 17 12 14 09 05 08 13 10 07 01
wordEF,0,4000,18 03 04 02 16 14 17 06 10 05 13 11 12 09 01 19 08 07 15 20
wordC,1,4000,02 13 09 18 01 17 15 19 04 06 07 20 11 12 05 16 10 03 00 14
face,0,4000,12 04 19 13 18 06 01 02 14 05 11 17 07 16 09 20 10 08 03 15
house,0,4000,13 02 10 07 15 08 16 03 01 05 20 06 18 17 14 12 09 19 11 04
house,0,8000,07 05 16 20 06 13 10 18 04 02 17 15 19 01 11 09 08 03 12 14
tool,0,6000,19 08 17 06 02 15 14 07 16 10 09 11 04 05 01 13 20 18 12 03
number,1,8000,15 07 09 10 04 20 17 13 16 19 11 03 02 05 12 08 14 06 00 01
wordC,0,4000,08 20 09 04 05 19 18 03 11 17 14 02 10 16 06 13 12 01 07 15
number,0,4000,07 06 12 13 16 09 01 18 04 20 14 11 03 19 02 15 10 05 17 08
tool,0,8000,06 10 14 12 08 16 19 09 20 05 01 07 02 11 17 04 13 15 03 18
number,0,6000,20 10 09 01 04 02 06 08 11 16 14 03 15 17 19 18 13 05 12 07
body,1,8000,11 17 14 08 16 01 15 18 05 09 13 20 19 00 12 07 04 02 10 03
body,0,4000,13 12 08 01 15 02 04 20 06 14 05 03 17 16 09 18 07 10 19 11
wordC,0,6000,07 04 06 05 17 18 08 19 13 03 16 11 15 14 09 12 20 02 10 01
wordC,0,6000,09 03 13 05 10 04 14 12 07 11 20 18 06 19 15 08 16 01 02 17
tool,0,4000,05 13 06 19 16 11 04 20 17 10 07 14 02 12 09 03 08 01 18 15
wordEF,1,6000,12 09 16 13 17 20 02 18 07 00 06 10 03 14 11 04 19 01 05 08
wordEF,1,4000,13 11 12 14 19 18 06 16 10 20 07 01 03 08 00 17 15 04 09 02
wordC,0,6000,17 02 15 14 09 10 13 03 18 20 06 01 12 04 07 16 11 19 05 08
house,0,6000,02 08 04 07 19 05 15 11 10 17 09 06 13 14 20 12 03 01 16 18
body,1,8000,05 10 20 02 17 11 16 09 14 00 19 13 01 08 07 03 18 06 04 12
wordC,1,4000,08 03 06 04 02 13 18 20 05 12 11 00 15 07 16 10 17 19 01 09
face,0,8000,16 05 14 07 09 19 02 13 10 12 04 17 08 20 03 18 15 06 11 01
emoji,0,6000,01 13 18 03 20 07 05 14 11 19 12 16 10 02 09 04 08 17 15 06
number,0,6000,13 20 12 05 18 17 14 07 16 11 06 01 02 09 04 19 08 15 10 03
wordEF,1,6000,10 15 12 11 16 05 01 14 07 09 02 03 20 06 19 00 04 13 18 08
house,0,4000,02 06 12 19 08 20 14 11 15 01 17 16 05 09 18 10 04 13 03 07
body,1,4000,13 12 14 05 08 16 04 03 11 06 17 07 01 09 15 19 18 00 10 02
face,1,6000,08 06 02 20 19 15 03 10 17 09 11 04 07 12 18 01 16 05 14 00
house,1,8000,20 16 10 12 19 05 14 00 06 03 13 08 01 11 02 04 15 17 09 18
body,0,6000,03 08 19 14 04 16 13 07 06 12 09 01 17 20 10 15 11 02 05 18
number,0,6000,20 18 04 03 12 16 14 15 07 01 02 19 08 05 13 06 10 09 11 17
tool,0,8000,11 05 08 03 04 16 01 10 14 18 17 09 13 07 02 19 20 15 12 06
face,0,4000,05 10 09 17 12 01 03 04 19 15 07 16 18 08 06 11 20 14 02 13
number,0,4000,07 13 14 19 09 12 10 06 11 16 03 05 20 01 15 08 04 18 17 02
wordEF,0,6000,16 14 17 01 09 18 19 13 08 04 06 07 15 02 12 05 10 20 03 11
