cond,hasStar,rest,stim
body,0,8000,16 10 04 17 19 12 02 01 20 07 05 08 14 18 13 03 15 06 09 11
tool,0,4000,13 04 17 06 18 11 01 14 10 20 02 12 19 16 05 07 09 03 15 08
house,0,4000,09 16 03 10 13 18 08 04 20 07 02 11 01 12 19 06 05 15 14 17
wordC,1,8000,10 19 01 15 18 20 05 07 17 02 13 16 06 11 04 12 00 03 08 14
house,1,4000,16 09 15 01 12 03 20 07 06 10 00 04 05 17 14 02 11 13 18 19
face,1,4000,11 19 16 05 15 00 14 10 03 07 04 06 18 08 01 17 09 12 02 20
wordC,0,8000,14 19 05 04 02 08 20 11 06 01 07 12 09 15 13 17 03 18 10 16
face,1,6000,19 04 18 17 06 07 11 02 16 03 01 14 20 00 12 09 05 08 13 15
body,0,4000,11 03 17 09 18 20 06 02 08 15 04 16 13 01 19 07 10 05 14 12
wordEF,0,4000,19 01 07 20 03 13 02 15 18 09 16 10 14 17 04 11 12 08 06 05
body,0,6000,13 02 20 18 01 05 12 06 14 07 15 17 03 08 10 11 19 04 16 09
emoji,1,8000,12 05 07 01 02 04 03 10 20 13 00 18 08 16 11 19 15 09 06 14
face,0,4000,06 05 04 18 10 13 02 19 15 17 11 16 12 07 09 03 08 01 20 14
tool,0,4000,02 07 12 14 16 01 09 19 03 18 17 08 13 20 15 11 04 05 10 06
number,1,4000,04 16 20 10 11 19 07 05 14 01 00 17 18 02 15 06 13 03 12 08
emoji,0,6000,10 12 16 14 08 19 01 05 13 06 20 11 17 15 07 02 04 18 09 03
face,0,6000,04 16 01 20 14 11 19 17 08 06 05 09 10 13 18 03 12 02 07 15
wordEF,1,4000,16 10 13 05 06 03 15 09 02 08 00 20 01 18 12 14 11 07 19 04
tool,0,8000,04 19 02 11 09 20 01 17 06 18 16 08 12 05 03 10 07 15 14 13
wordC,1,4000,06 10 05 08 09 04 01 00 12 14 20 19 07 18 17 13 03 16 02 11
house,0,8000,12 17 08 07 16 19 10 13 04 06 02 15 20 11 03 05 01 09 14 18
wordC,1,4000,01 13 07 04 16 19 10 08 20 12 05 15 14 00 09 18 03 02 11 06
body,0,8000,10 15 03 20 17 06 19 08 11 07 12 18 02 05 01 13 14 16 04 09
emoji,0,6000,09 15 10 05 02 14 12 07 06 19 08 20 13 04 03 01 16 11 18 17
tool,0,6000,13 03 09 17 06 04 07 19 18 20 02 01 05 16 10 14 15 11 08 12
number,1,4000,06 18 10 20 07 19 05 14 11 00 12 15 01 13 02 08 17 03 04 09
number,1,6000,07 13 10 14 04 11 12 18 00 02 20 16 19 15 01 05 03 09 17 06
number,0,4000,17 19 20 18 11 06 12 07 14 10 08 05 02 16 03 13 15 09 04 01
body,0,6000,08 04 18 20 01 19 03 15 10 09 14 02 17 06 11 12 16 07 13 05
wordEF,0,6000,18 05 14 16 03 15 04 11 13 12 19 10 17 06 20 01 02 09 08 07
face,0,8000,14 05 10 19 06 04 07 11 02 09 20 13 18 17 12 01 16 08 03 15
wordEF,0,6000,19 13 06 15 02 01 11 17 03 08 14 12 10 16 07 18 09 04 20 05
tool,1,6000,15 14 19 05 17 00 09 11 03 02 12 20 10 06 13 16 01 18 08 04
house,0,6000,18 12 02 11 01 16 15 05 04 20 13 17 06 09 08 07 14 19 03 10
number,1,6000,17 09 05 15 10 00 02 08 01 18 19 12 07 03 06 11 13 20 14 16
number,0,6000,09 03 01 05 19 16 13 17 04 14 06 20 07 12 18 08 15 02 11 10
face,0,6000,03 05 20 17 10 04 15 06 19 11 07 01 09 18 08 14 16 02 13 12
emoji,0,4000,10 16 20 06 07 18 02 12 08 13 09 14 17 03 05 19 04 15 01 11
body,0,4000,04 02 13 08 14 15 06 17 16 07 18 03 11 10 12 01 09 05 19 20
tool,0,4000,09 07 02 13 15 17 03 14 12 01 11 20 18 10 16 05 19 06 04 08
house,0,6000,05 01 13 20 19 09 14 12 02 04 10 15 11 08 06 18 16 17 03 07
emoji,1,8000,08 12 04 11 20 14 13 10 19 18 07 00 02 15 16 06 03 05 09 01
wordEF,1,8000,11 20 14 15 04 16 08 06 01 10 03 02 05 07 12 17 09 18 00 13
wordC,0,8000,02 13 01 10 07 15 06 05 04 18 16 03 09 12 14 20 17 19 11 08
emoji,0,4000,17 12 02 04 13 11 15 03 09 10 08 18 07 14 16 05 01 20 06 19
wordC,1,6000,08 18 09 01 06 02 10 20 07 12 17 04 13 00 19 14 15 16 11 05
wordEF,0,8000,01 13 07 18 08 20 17 03 05 04 19 12 14 06 16 11 09 10 15 02
house,0,6000,16 01 19 05 07 18 03 11 06 04 14 13 09 10 12 08 02 17 20 15
