cond,hasStar,rest,stim
face,0,4000,15 12 10 14 17 19 08 07 09 20 02 01 03 18 05 04 11 13 16 06
wordEF,0,4000,07 20 11 15 17 16 04 02 18 03 14 01 12 06 05 19 08 10 13 09
body,1,6000,09 05 13 18 04 15 00 16 19 17 03 20 02 10 08 12 06 14 07 01
face,1,8000,04 01 17 19 18 20 14 06 09 12 10 08 07 02 15 05 16 00 03 13
tool,1,8000,13 10 02 18 01 06 16 07 17 20 11 09 19 03 12 00 04 08 15 14
tool,0,6000,07 13 20 01 14 05 03 02 06 12 17 11 19 10 04 18 08 09 15 16
wordC,0,8000,10 04 17 02 05 08 12 18 15 13 14 19 20 06 09 01 07 03 11 16
wordC,0,6000,03 04 15 05 17 18 10 19 12 06 07 02 11 09 13 14 01 16 08 20
face,1,4000,12 04 09 02 08 17 07 03 16 14 11 00 06 13 05 01 10 20 15 18
number,0,8000,12 08 04 02 06 05 17 20 18 19 01 15 07 16 11 10 03 14 13 09
wordEF,0,6000,01 06 10 09 12 14 18 16 15 20 19 05 11 13 07 03 02 08 04 17
wordC,0,6000,10 08 09 16 14 20 07 18 11 13 01 03 17 04 02 19 06 05 15 12
house,0,4000,10 02 13 05 06 18 01 03 12 19 09 14 08 15 11 16 17 07 20 04
emoji,0,4000,08 16 18 03 10 17 07 14 12 02 06 13 01 11 09 15 19 05 20 04
tool,0,6000,13 17 14 08 03 18 11 02 12 07 20 15 19 10 04 06 09 01 16 05
wordEF,0,4000,09 19 12 06 20 02 13 04 11 16 18 01 14 10 15 17 08 03 05 07
emoji,0,6000,15 17 07 13 01 03 16 02 14 11 04 19 20 09 06 10 12 08 05 18
face,0,4000,18 16 17 06 01 13 15 08 11 20 04 07 05 02 10 19 03 12 14 09
house,0,8000,07 06 02 13 14 19 01 15 04 20 10 12 05 09 11 18 16 03 08 17
wordEF,1,4000,01 16 09 12 17 04 20 03 10 08 19 14 06 11 05 00 07 18 13 02
number,0,4000,20 02 07 14 12 16 06 08 19 09 18 01 15 11 10 17 05 03 13 04
body,1,8000,01 08 20 16 07 03 15 10 17 19 12 02 04 14 05 00 11 13 06 09
face,0,4000,02 01 17 19 13 05 07 16 10 12 14 18 06 04 11 09 08 20 03 15
wordC,1,6000,08 04 16 17 20 07 15 12 14 00 05 11 19 03 18 09 10 02 06 13
emoji,0,8000,02 06 09 01 07 15 03 04 14 20 13 05 16 10 08 11 18 19 12 17
tool,0,8000,01 08 09 05 12 18 03 11 14 07 19 06 15 16 02 17 10 04 13 20
emoji,0,6000,14 07 02 20 16 15 03 04 12 09 08 11 05 13 06 10 17 18 01 19
emoji,1,4000,10 06 09 13 20 12 03 07 08 04 01 15 19 02 00 17 11 14 05 18
house,0,4000,05 18 08 07 15 09 14 16 19 03 01 10 12 04 11 06 13 20 02 17
house,0,4000,13 08 03 07 19 18 01 14 11 06 10 05 02 12 20 04 16 17 15 09
body,1,8000,19 07 05 16 13 06 08 10 11 20 04 18 00 01 12 14 09 03 02 15
body,1,4000,05 18 12 13 03 04 07 10 20 16 19 09 06 01 02 14 08 00 17 11
wordEF,0,6000,17 12 15 11 19 16 03 02 01 13 05 06 07 14 04 09 10 18 20 08
number,1,8000,14 09 02 10 08 05 11 17 03 04 19 06 12 01 07 18 00 13 15 16
body,1,6000,16 12 09 03 07 17 19 04 06 00 18 20 05 15 02 10 13 11 08 01
tool,1,4000,13 07 12 06 03 02 00 04 01 09 15 16 17 05 11 18 10 20 08 19
wordC,0,4000,05 06 15 09 13 16 17 01 18 12 07 19 03 20 04 11 02 14 10 08
wordEF,1,6000,02 08 12 11 19 00 20 15 17 10 06 09 14 16 01 03 05 04 18 13
number,0,6000,05 16 01 17 10 15 06 20 18 13 09 19 02 12 04 11 03 08 07 14
body,0,6000,08 11 01 13 20 14 10 04 09 07 06 02 19 17 03 12 05 18 16 15
tool,0,8000,04 17 05 08 02 16 01 13 03 19 20 15 09 07 11 06 18 10 12 14
wordC,0,4000,06 18 12 14 07 01 02 16 11 19 03 20 09 04 17 13 05 08 10 15
face,0,6000,07 09 11 03 16 17 06 05 10 12 15 14 02 01 18 20 04 13 19 08
house,1,6000,10 02 07 03 18 19 14 12 09 00 16 15 04 20 13 01 17 08 05 06
house,1,6000,03 01 12 11 15 14 17 13 20 04 18 19 08 05 10 09 00 07 06 02
number,0,8000,13 10 02 03 01 09 20 15 17 12 11 18 14 16 05 04 07 06 08 19
number,0,4000,01 05 15 03 09 10 20 18 17 08 07 02 06 19 04 12 11 14 16 13
emoji,0,6000,02 15 05 13 06 04 11 16 17 08 01 18 14 12 20 10 03 07 19 09
