cond,hasStar,rest,stim
tool,0,8000,05 20 14 06 19 13 15 07 02 08 18 09 04 03 01 11 17 10 16 12
tool,0,6000,01 17 05 04 11 10 02 03 09 15 12 18 20 14 07 06 13 19 08 16
house,0,6000,09 12 20 17 19 10 05 16 03 02 15 11 06 14 13 04 01 08 18 07
body,1,4000,10 13 15 06 04 09 00 03 01 08 07 12 14 20 16 02 19 11 18 05
body,0,6000,01 18 07 04 20 02 13 06 19 16 15 05 10 17 09 11 03 12 08 14
body,0,6000,13 01 19 06 09 04 10 03 20 07 02 08 18 17 11 12 15 14 05 16
wordEF,1,8000,12 14 03 09 05 02 15 16 11 01 13 00 20 07 08 04 18 10 17 06
wordEF,0,8000,02 07 16 10 08 01 06 05 03 14 11 09 18 04 13 17 19 15 12 20
tool,1,6000,08 02 20 18 15 12 11 07 01 00 19 10 09 04 17 14 16 06 03 13
face,0,6000,07 11 13 20 10 08 15 16 17 01 05 09 19 03 04 14 06 02 12 18
house,0,4000,08 19 20 10 05 11 03 17 15 14 01 12 13 06 02 16 04 18 07 09
body,0,8000,07 20 05 01 09 10 14 06 13 18 16 08 02 19 03 12 17 04 11 15
body,1,4000,15 04 12 19 14 00 05 17 11 09 07 01 08 16 06 13 10 03 20 18
house,0,4000,07 14 13 10 08 11 03 18 20 04 19 02 15 06 01 16 09 17 05 12
house,1,4000,15 08 20 06 09 19 00 13 03 07 11 12 10 04 17 14 05 18 16 02
face,0,8000,07 20 05 19 17 14 09 13 11 08 16 12 03 04 02 01 10 18 15 06
wordEF,1,8000,08 17 18 13 12 15 01 03 16 14 05 10 00 19 20 06 04 11 09 02
number,0,6000,18 06 08 03 10 04 16 19 13 12 07 02 11 05 20 14 01 15 09 17
body,1,6000,20 08 01 07 16 03 14 02 00 19 18 15 13 11 10 06 17 12 05 04
wordEF,1,4000,08 11 13 15 07 18 06 17 03 20 10 16 01 12 05 09 02 04 00 14
wordEF,0,4000,19 14 06 03 12 07 05 20 13 10 17 15 04 01 11 08 16 09 18 02
wordC,1,4000,05 12 15 14 16 20 08 13 03 19 07 11 10 17 06 09 01 00 18 04
number,1,4000,15 14 08 19 07 17 01 05 09 04 11 18 02 10 13 16 03 20 12 00
house,1,6000,02 09 19 01 17 10 04 00 15 03 11 20 05 08 07 06 16 18 12 14
face,0,6000,09 10 07 11 15 16 17 14 13 02 20 04 12 08 19 18 06 05 01 03
tool,0,4000,05 01 17 08 12 09 06 13 03 16 04 11 18 07 10 02 14 15 20 19
emoji,1,4000,08 03 17 15 11 19 20 04 01 18 12 16 02 07 09 13 10 00 06 14
emoji,0,4000,15 01 08 16 18 10 17 09 14 11 02 20 07 19 03 13 04 05 12 06
emoji,0,4000,19 16 03 15 01 05 17 20 18 12 09 02 10 07 13 14 04 08 11 06
emoji,0,8000,19 17 14 06 02 12 03 11 20 07 05 18 09 08 13 16 01 10 15 04
emoji,0,8000,08 03 10 15 16 11 20 17 18 13 01 19 12 05 14 06 02 09 04 07
wordEF,0,6000,12 16 10 15 05 07 20 18 19 03 17 02 01 11 08 13 14 06 04 09
wordC,0,4000,11 12 17 19 20 14 03 02 07 16 04 15 18 08 09 05 13 10 06 01
house,1,8000,12 15 01 03 09 04 11 14 07 08 17 05 13 00 10 19 16 20 06 02
number,0,6000,10 19 02 13 17 09 12 18 06 01 08 04 14 11 16 03 20 15 05 07
wordC,1,4000,03 02 19 15 06 04 10 11 05 00 08 17 09 16 20 13 01 14 18 12
tool,0,6000,02 14 03 01 20 12 11 09 17 16 13 15 05 04 18 19 08 07 10 06
number,0,4000,08 04 18 05 03 09 16 19 14 13 17 11 02 06 20 10 07 12 15 01
wordC,0,6000,01 10 03 18 11 07 15 05 02 13 08 20 12 06 04 14 19 09 17 16
wordC,0,8000,02 05 18 12 04 08 11 14 19 07 15 01 16 09 17 20 03 06 13 10
face,0,8000,15 12 08 19 16 06 11 18 04 20 03 13 05 14 01 02 17 07 10 09
tool,0,4000,06 20 03 11 18 15 05 13 12 16 08 02 01 07 04 17 10 19 09 14
face,0,4000,08 07 09 01 18 06 11 04 02 14 15 19 10 12 05 16 03 17 13 20
emoji,1,8000,20 12 06 16 17 05 19 08 18 00 11 03 15 07 14 04 01 10 13 09
face,0,6000,12 11 10 15 04 07 17 16 08 02 18 20 09 14 03 01 19 06 05 13
number,0,6000,11 10 16 18 06 17 07 09 19 15 14 02 03 01 05 04 13 08 20 12
wordC,1,6000,02 17 07 10 06 05 03 04 13 15 01 20 08 19 12 16 18 00 09 11
number,0,6000,03 08 13 10 06 04 15 17 09 18 02 07 01 19 05 11 14 20 12 16
