cond,hasStar,rest,stim
number,0,8000,09 08 01 11 02 04 16 12 03 17 05 15 10 14 18 06 07 20 13 19
emoji,1,8000,02 13 12 10 09 06 19 11 00 16 01 15 14 18 08 05 04 17 20 07
body,0,4000,04 01 07 10 08 18 09 06 05 15 13 19 11 17 16 20 02 12 14 03
house,0,4000,08 20 11 04 18 13 05 02 19 01 07 17 14 06 03 09 15 16 12 10
house,0,8000,08 04 01 06 03 11 19 02 05 14 20 09 17 10 18 15 12 16 07 13
wordC,1,4000,07 13 04 06 10 16 08 12 20 00 11 09 02 05 18 17 15 14 01 03
wordEF,0,6000,19 01 12 13 15 09 06 18 08 20 14 07 03 16 04 17 10 05 02 11
body,1,4000,04 18 17 10 09 19 01 11 13 08 02 00 07 06 20 12 15 14 03 16
number,0,6000,17 19 14 07 06 11 02 09 10 01 20 15 16 05 04 18 13 03 12 08
number,0,8000,18 11 03 02 14 17 05 12 13 19 08 09 15 10 06 20 07 04 01 16
emoji,0,6000,07 12 08 18 05 20 02 13 15 10 19 03 01 14 09 16 17 04 11 06
wordC,1,4000,12 16 20 06 03 01 18 10 08 19 11 09 02 04 14 00 05 07 15 13
emoji,0,4000,01 07 05 14 02 06 19 17 10 12 08 04 13 20 16 09 03 15 11 18
wordEF,1,6000,17 08 04 12 18 09 05 13 20 19 06 16 00 15 14 07 03 10 11 01
wordC,0,6000,15 19 16 08 20 10 07 14 18 05 02 06 04 03 17 12 13 09 01 11
face,0,8000,15 11 07 05 04 10 14 19 20 12 01 18 03 13 06 02 17 09 08 16
number,0,8000,07 19 06 03 11 15 09 20 16 02 01 10 14 04 12 05 08 13 18 17
body,1,6000,20 08 03 12 05 14 17 13 10 16 04 01 00 07 11 15 19 06 09 18
tool,0,6000,20 09 19 14 05 07 16 18 04 13 01 12 06 17 02 10 08 03 15 11
house,1,6000,05 11 18 06 14 20 02 13 15 19 10 04 01 07 00 16 03 08 09 17
emoji,0,6000,20 12 14 09 16 03 02 05 13 07 04 15 06 10 17 08 11 19 01 18
wordEF,0,4000,17 07 15 05 20 19 10 03 09 04 12 02 01 13 18 16 11 06 14 08
tool,1,4000,12 09 15 14 07 05 16 11 01 00 06 10 04 18 20 03 19 13 08 17
face,0,6000,12 17 14 09 08 11 03 10 02 01 05 13 07 20 06 16 04 15 18 19
wordEF,1,4000,08 18 02 11 19 12 15 06 10 05 20 13 03 04 00 01 07 17 16 14
wordEF,0,8000,13 12 10 09 08 03 19 02 05 06 18 15 01 14 04 17 16 11 07 20
tool,0,4000,10 17 11 15 06 18 08 02 12 13 01 07 03 05 20 09 04 19 16 14
wordC,1,4000,19 14 18 05 13 06 04 03 20 17 16 02 09 00 15 08 01 10 07 11
emoji,1,8000,19 15 11 04 12 17 03 06 14 16 10 02 08 07 13 18 09 05 00 01
wordEF,1,4000,19 01 17 07 08 15 13 05 09 03 06 18 12 04 16 02 10 00 20 14
number,1,4000,01 15 06 02 20 03 04 12 00 05 08 17 14 19 18 07 11 16 13 09
face,0,4000,07 19 10 18 05 01 12 16 14 15 02 20 09 06 13 03 04 11 08 17
body,0,6000,17 04 10 08 07 11 16 13 14 03 20 06 15 18 09 02 12 19 01 05
face,0,6000,12 09 10 11 18 02 01 14 06 16 04 15 20 05 08 07 03 19 17 13
house,0,4000,03 05 14 04 02 08 15 09 11 12 18 10 13 06 16 20 17 01 07 19
tool,0,4000,14 18 13 09 10 01 15 20 03 05 19 02 06 17 16 11 08 12 07 04
number,0,6000,04 13 08 09 07 10 12 16 06 20 19 02 15 14 18 17 05 03 01 11
house,0,8000,12 06 03 13 20 15 01 05 11 16 07 04 14 09 08 17 02 19 10 18
body,0,6000,09 19 14 16 05 11 04 12 01 03 15 08 17 02 10 06 20 07 13 18
face,1,6000,20 15 06 13 07 16 19 09 05 11 00 02 03 18 10 01 12 14 04 08
body,0,8000,05 19 18 14 10 15 01 04 11 09 08 16 12 13 02 03 07 06 17 20
wordC,0,6000,17 13 02 12 11 04 16 18 06 14 01 08 19 20 09 15 07 03 05 10
wordC,1,8000,09 12 07 01 19 06 11 02 13 10 17 18 04 05 15 14 00 20 03 08
tool,0,6000,15 08 05 17 20 04 13 16 10 12 19 02 11 06 03 18 01 07 09 14
face,0,4000,03 11 07 20 01 09 06 05 04 18 10 12 14 13 16 02 17 15 08 19
tool,0,8000,10 20 02 13 15 01 16 19 07 03 17 12 05 06 08 14 04 09 11 18
house,0,4000,17 10 19 07 06 15 01 13 03 16 12 11 20 08 14 02 04 05 18 09
emoji,1,6000,17 08 14 20 01 16 13 19 18 04 12 10 02 11 06 03 09 07 00 15
