cond,hasStar,rest,stim
tool,0,4000,10 04 18 19 05 07 03 20 14 12 15 06 09 16 08 13 11 01 02 17
wordC,0,4000,05 09 15 03 01 07 06 18 11 10 17 12 02 08 16 04 20 13 19 14
face,0,4000,17 20 18 07 14 01 03 09 05 02 06 11 16 12 13 08 19 04 10 15
wordC,0,6000,18 08 02 03 11 10 06 17 19 12 01 09 14 07 15 20 05 13 16 04
body,1,4000,12 18 04 17 05 11 06 16 07 14 10 08 09 00 19 13 15 20 01 02
wordEF,0,6000,17 18 01 13 05 03 11 02 04 14 10 12 15 16 07 09 20 06 19 08
face,0,6000,10 07 01 19 16 09 08 11 18 04 12 15 14 02 13 17 06 05 20 03
wordEF,1,4000,04 12 02 17 14 20 06 18 05 07 19 15 11 03 00 10 01 09 13 08
wordEF,0,6000,14 02 16 11 18 07 13 09 05 10 03 08 01 04 15 06 17 20 19 12
wordC,0,6000,06 11 19 05 07 12 01 20 16 09 03 17 10 14 02 04 08 18 13 15
number,0,6000,09 05 15 17 10 02 11 06 13 14 19 12 07 18 08 16 01 03 20 04
emoji,1,6000,06 17 15 20 04 10 05 11 00 02 01 07 13 12 19 09 03 18 16 14
body,0,6000,05 11 10 16 09 06 04 20 17 14 03 19 07 15 12 18 13 01 08 02
tool,0,4000,02 20 13 19 16 10 12 15 03 04 18 01 06 07 11 08 17 09 14 05
tool,0,4000,06 13 07 15 02 12 18 09 01 08 11 04 16 03 10 19 20 05 14 17
wordEF,1,6000,06 10 11 07 09 17 18 16 02 19 13 04 12 03 08 05 01 14 00 20
house,0,6000,06 04 11 08 15 14 16 01 18 05 12 09 10 13 19 07 17 02 20 03
body,1,4000,13 08 11 06 03 19 10 20 02 00 15 18 12 17 04 01 09 14 05 07
face,0,6000,09 11 05 16 15 03 20 07 17 01 12 18 04 10 13 06 02 19 08 14
face,0,4000,09 20 03 18 11 06 17 14 19 07 05 08 01 13 10 04 16 02 15 12
tool,0,4000,07 02 03 18 06 16 09 14 04 12 17 11 20 19 15 01 10 08 13 05
wordC,1,6000,09 14 03 06 11 13 08 16 17 18 19 15 05 00 01 02 10 12 07 04
number,1,6000,06 01 20 08 09 16 03 18 19 04 05 13 02 15 07 14 17 10 00 11
number,1,8000,02 13 17 14 03 16 00 20 08 11 12 15 06 07 01 09 18 10 19 04
house,1,8000,11 14 03 10 02 12 04 15 20 09 17 13 08 16 07 01 06 19 00 05
house,1,8000,02 06 19 16 01 15 09 12 04 05 11 18 20 08 07 17 14 00 13 03
wordC,1,8000,13 06 19 08 15 12 07 01 00 20 11 04 16 14 03 18 05 02 10 09
wordEF,0,4000,18 01 03 17 06 10 16 12 20 02 19 09 13 05 14 04 15 08 07 11
emoji,0,4000,02 01 18 19 09 17 13 16 07 03 08 10 12 11 04 20 05 14 06 15
house,0,6000,16 09 19 17 01 04 05 03 11 15 18 13 20 14 07 08 10 06 02 12
body,0,8000,13 03 20 17 12 01 06 16 15 05 08 02 14 10 19 18 11 09 07 04
face,0,8000,12 20 17 16 04 02 06 15 13 05 11 19 03 10 09 14 18 08 01 07
tool,1,8000,20 02 14 09 13 11 12 19 05 06 08 01 16 03 18 00 17 07 04 10
emoji,0,4000,11 10 05 06 03 04 18 09 02 08 19 13 01 12 20 17 16 07 15 14
body,0,6000,03 06 18 07 02 12 04 17 14 15 20 09 11 13 19 16 10 08 05 01
number,0,8000,04 06 05 07 20 12 08 11 09 10 16 14 19 13 01 02 15 03 17 18
number,0,4000,14 16 08 06 01 10 03 11 09 17 07 02 15 19 05 12 20 04 18 13
number,0,8000,05 20 14 07 04 02 09 03 08 10 17 19 16 11 15 13 12 18 01 06
emoji,0,4000,17 05 10 19 12 04 02 13 01 15 18 06 14 07 20 16 09 11 03 08
tool,0,4000,14 19 13 10 06 09 15 05 04 03 02 07 08 20 18 01 16 17 12 11
body,1,6000,20 04 13 12 06 15 18 05 01 09 11 03 02 19 10 17 08 16 00 14
wordC,1,4000,05 09 07 11 19 12 10 04 20 01 06 02 13 08 00 17 18 16 03 15
house,0,6000,19 15 06 11 14 12 08 16 01 09 07 02 05 17 03 20 10 18 13 04
emoji,0,8000,09 15 08 14 16 02 04 20 17 06 10 13 05 11 12 07 01 18 03 19
face,0,8000,10 05 07 09 14 19 17 11 04 02 01 06 16 18 12 15 03 08 20 13
wordEF,1,4000,02 03 13 14 07 12 16 17 19 01 20 05 15 09 08 11 00 04 10 18
house,0,8000,08 12 09 02 17 05 07 04 13 16 18 20 03 14 01 10 19 11 06 15
emoji,1,6000,02 01 16 11 03 13 19 10 14 05 06 15 20 09 12 08 04 00 18 07
