cond,hasStar,rest,stim
house,1,8000,16 06 04 07 15 05 20 11 10 14 02 09 18 19 00 01 17 08 12 03
wordC,1,6000,01 03 12 06 09 13 07 17 08 19 02 00 15 04 14 20 18 11 05 16
face,0,8000,13 18 06 07 11 05 14 10 09 20 08 16 12 01 17 03 19 02 15 04
number,1,4000,13 04 12 09 16 06 11 14 18 05 19 10 03 01 20 00 15 02 08 07
body,0,4000,09 14 13 19 15 01 12 18 17 20 10 08 06 16 05 11 04 02 07 03
body,0,8000,12 18 04 05 01 02 06 08 10 14 13 03 11 20 15 07 19 16 17 09
tool,1,6000,16 04 19 05 10 14 02 11 07 18 06 15 13 20 09 03 12 08 01 00
emoji,0,6000,09 05 14 17 19 13 18 12 01 02 10 03 08 16 04 11 20 15 07 06
number,0,6000,18 03 09 16 05 14 02 17 06 07 04 19 13 11 12 15 01 20 08 10
tool,1,4000,17 03 15 02 13 06 14 05 08 09 20 18 04 00 12 01 10 07 19 16
emoji,1,6000,06 14 11 17 02 05 19 04 01 15 00 08 20 13 03 18 12 16 09 10
wordEF,0,6000,06 17 16 01 03 15 20 04 13 07 14 02 09 05 08 12 10 11 19 18
house,0,4000,12 13 20 08 04 01 05 19 09 10 11 17 02 06 18 14 03 07 16 15
face,0,6000,02 06 18 17 01 03 13 15 04 07 09 08 19 05 20 12 10 16 11 14
tool,1,4000,20 18 19 13 10 11 05 16 03 09 15 14 17 12 07 06 04 08 00 02
wordEF,1,6000,18 20 17 13 06 00 12 10 04 01 03 11 16 09 15 07 19 05 14 08
face,0,8000,01 09 11 10 16 03 06 07 17 15 13 05 14 19 20 18 04 02 08 12
wordC,1,6000,17 14 13 15 04 20 16 18 02 12 07 03 06 11 10 00 05 01 09 08
house,0,4000,13 20 11 06 19 18 05 15 09 02 17 14 10 04 03 16 12 07 01 08
number,0,6000,08 01 19 15 16 10 12 02 20 11 03 14 17 05 06 13 07 04 18 09
tool,0,4000,08 02 18 07 10 13 04 17 20 01 19 15 03 12 06 05 16 14 11 09
wordC,0,8000,05 18 17 10 20 04 15 12 06 16 08 07 09 13 03 14 11 19 02 01
tool,0,8000,02 12 10 01 06 15 09 20 03 07 18 16 05 11 19 17 08 04 14 13
emoji,1,4000,11 14 01 04 08 15 16 06 19 17 02 03 20 12 05 18 07 09 13 00
house,0,6000,01 12 07 17 14 20 18 11 04 08 10 13 03 15 16 05 19 09 06 02
wordC,0,6000,05 13 06 04 08 11 20 07 10 14 09 17 12 01 19 18 03 02 15 16
body,1,8000,12 15 20 06 08 14 04 11 18 01 00 13 17 03 02 09 10 19 16 07
body,0,4000,05 03 16 10 20 12 11 02 14 17 01 09 04 06 13 15 08 07 18 19
wordEF,0,4000,12 01 19 09 07 04 11 10 02 06 17 05 13 15 18 03 16 14 08 20
number,0,6000,16 02 12 01 19 13 17 09 14 08 03 07 15 11 06 04 20 10 05 18
house,0,4000,15 14 02 03 12 11 17 19 09 10 13 04 18 05 20 07 06 01 16 08
face,0,8000,14 02 19 07 16 13 15 04 03 11 20 09 05 08 17 01 12 10 18 06
wordC,0,6000,12 06 18 17 15 19 09 03 10 05 20 02 11 08 13 14 01 16 07 04
face,0,6000,02 17 16 20 03 06 18 05 09 13 15 08 01 11 19 04 12 14 07 10
number,0,4000,15 05 03 14 13 09 20 19 18 17 11 06 12 07 08 02 01 04 10 16
body,1,4000,08 12 19 20 05 00 16 04 18 06 14 03 17 09 13 10 11 07 15 02
emoji,1,4000,01 17 07 06 03 00 14 19 18 20 09 16 04 11 02 10 15 12 05 08
emoji,1,8000,06 19 12 07 02 00 03 09 13 05 08 18 11 04 10 01 17 20 16 15
body,0,8000,20 03 17 06 10 02 07 05 19 12 18 16 08 09 15 14 11 13 01 04
house,0,6000,03 09 08 11 15 17 18 02 06 05 01 07 12 16 19 20 14 04 13 10
wordEF,0,4000,03 20 19 13 16 08 10 11 18 17 01 04 07 09 05 12 14 02 06 15
wordEF,0,8000,10 11 04 17 13 07 12 03 15 01 20 16 05 02 06 09 08 18 14 19
tool,1,8000,08 13 05 02 15 07 11 17 12 20 10 03 09 16 00 14 04 06 19 01
emoji,0,4000,19 06 02 16 10 13 07 11 18 15 01 17 08 09 12 20 14 05 04 03
face,1,6000,07 13 15 10 05 12 08 19 14 06 00 02 11 04 03 01 18 16 17 09
wordEF,0,4000,20 12 17 07 09 11 03 01 04 05 15 16 10 19 02 18 14 13 06 08
wordC,0,4000,10 02 14 05 07 09 18 20 11 17 15 19 03 16 12 13 01 04 06 08
number,0,6000,07 11 14 06 04 08 16 05 19 03 17 02 13 01 15 12 18 20 10 09
