cond,hasStar,rest,stim
face,1,8000,10 17 01 06 15 14 05 02 11 12 08 19 09 13 20 03 07 16 00 04
tool,0,4000,13 02 08 06 11 19 07 05 18 12 15 20 14 17 10 09 04 01 16 03
wordC,0,4000,13 17 04 12 10 07 16 06 15 08 20 03 09 01 02 14 11 05 18 19
wordEF,1,6000,05 19 12 16 10 08 01 04 11 00 20 14 15 09 17 07 03 02 18 13
body,0,8000,13 05 03 02 11 12 06 09 15 18 07 16 19 17 14 20 08 10 04 01
face,0,4000,08 12 04 19 06 10 14 15 11 03 13 07 02 05 09 16 17 01 18 20
number,1,4000,03 06 15 05 12 04 02 07 09 19 10 17 13 08 11 18 20 16 00 14
tool,0,8000,11 10 07 06 02 13 05 01 15 08 04 19 18 03 17 16 14 12 20 09
wordC,0,4000,19 02 08 09 10 15 13 03 12 14 11 04 17 05 01 16 06 20 18 07
wordEF,0,6000,16 18 11 12 20 04 19 02 10 15 07 17 05 14 13 01 08 03 09 06
emoji,1,8000,04 09 12 14 20 07 17 18 02 19 16 10 00 15 06 11 05 08 03 13
house,1,4000,08 20 10 17 06 18 00 05 16 15 09 12 04 19 07 03 14 13 02 11
emoji,0,4000,18 16 12 09 06 04 14 13 05 07 10 19 17 03 11 08 01 02 20 15
number,1,8000,11 13 14 17 18 08 15 19 05 02 09 16 01 06 04 10 03 00 07 12
tool,0,4000,09 13 04 07 06 20 02 10 03 18 05 16 19 12 01 14 08 15 17 11
wordEF,0,4000,17 11 12 08 02 18 04 01 10 05 07 13 03 20 16 06 14 19 09 15
number,1,8000,12 03 18 10 20 17 04 15 13 07 08 01 19 11 14 00 06 16 05 09
face,0,6000,20 18 19 15 06 07 11 02 09 03 04 12 16 01 08 17 10 14 13 05
wordC,0,6000,01 18 03 15 04 07 20 11 10 17 05 12 16 13 14 06 08 09 02 19
body,0,4000,20 11 06 02 09 01 07 18 05 19 16 10 17 15 04 03 14 08 13 12
face,1,6000,20 15 04 07 12 02 09 05 18 06 10 01 16 17 00 13 03 11 08 14
house,0,6000,16 07 02 08 06 19 12 15 04 10 01 09 13 18 05 03 17 14 20 11
wordEF,0,8000,03 16 07 08 18 02 14 13 06 20 05 17 10 19 01 09 11 04 15 12
number,0,4000,19 17 03 06 09 07 14 11 15 02 18 16 05 10 04 08 12 01 20 13
emoji,1,6000,07 05 14 11 03 17 19 08 02 00 20 04 10 12 01 15 06 18 09 13
wordEF,0,6000,03 10 19 02 06 09 05 13 15 11 20 04 14 07 12 08 01 18 16 17
tool,0,6000,15 17 02 13 05 18 07 16 10 08 11 06 01 20 19 12 03 04 09 14
house,0,4000,12 04 10 20 07 14 08 13 11 05 17 01 19 09 03 18 06 02 15 16
number,1,6000,13 16 09 20 03 01 04 18 10 19 05 17 12 11 08 02 07 06 00 15
body,0,6000,08 04 19 15 16 17 05 12 06 10 11 09 03 01 13 18 14 07 20 02
emoji,0,6000,02 08 14 01 06 03 11 16 04 07 12 19 13 17 20 05 18 10 15 09
wordC,0,4000,11 09 02 18 08 13 10 15 01 12 03 17 07 05 19 04 20 16 06 14
wordC,0,4000,06 05 02 20 18 11 10 08 04 07 16 13 09 19 03 17 15 01 14 12
face,0,8000,11 01 20 04 13 02 14 03 05 15 18 08 17 12 07 10 16 19 09 06
house,1,6000,08 15 14 16 01 20 13 04 10 00 19 17 03 09 06 07 18 11 02 05
house,0,4000,06 10 15 12 14 05 20 19 08 09 01 11 13 18 04 16 03 07 02 17
wordEF,0,6000,04 02 18 05 14 01 15 03 16 20 11 06 13 07 17 10 08 19 12 09
wordC,0,4000,06 08 18 04 07 20 14 12 10 02 11 01 05 15 19 03 13 09 17 16
tool,0,8000,17 09 10 12 20 03 01 07 04 16 13 08 14 19 15 18 11 05 06 02
number,0,6000,17 03 13 20 11 07 04 14 15 19 08 09 06 12 05 10 01 18 02 16
emoji,0,8000,10 12 04 18 11 16 03 09 15 08 19 17 06 05 14 07 13 20 02 01
body,1,6000,16 09 17 04 13 11 07 01 10 06 20 19 12 05 08 18 15 02 00 03
tool,1,8000,06 15 17 11 01 00 07 04 08 09 10 05 18 03 13 19 12 16 20 02
face,0,4000,04 14 08 05 13 01 12 16 06 03 15 17 11 20 19 02 18 09 10 07
body,1,4000,08 02 09 07 03 10 20 15 13 17 16 05 06 18 14 19 01 00 11 04
body,0,6000,05 16 17 08 13 15 19 02 14 12 07 11 18 01 06 09 20 10 04 03
house,1,8000,03 15 16 02 17 05 19 18 07 08 20 00 13 14 06 09 10 12 11 04
emoji,1,6000,05 04 17 09 11 06 19 07 18 10 20 15 14 01 08 16 00 12 02 03
