cond,hasStar,rest,stim
body,0,4000,17 11 20 19 10 05 01 13 02 06 18 09 14 07 04 08 16 12 15 03
face,1,6000,09 01 14 11 05 20 02 18 13 04 00 07 15 12 17 19 16 03 06 08
tool,0,8000,01 17 20 14 16 09 04 18 08 19 12 11 06 03 07 10 15 13 05 02
house,0,8000,15 11 09 02 03 13 18 06 17 08 01 12 14 04 10 20 16 19 05 07
emoji,0,4000,14 01 02 09 15 12 11 07 05 20 19 03 17 18 04 13 10 08 06 16
body,0,6000,20 11 08 09 04 03 10 14 17 19 15 07 12 13 18 01 06 16 05 02
house,0,6000,09 11 19 18 02 05 17 08 12 14 03 06 01 04 20 07 10 16 13 15
tool,0,6000,06 12 13 17 15 19 05 09 04 18 02 20 08 14 01 16 07 03 11 10
number,0,6000,04 13 06 08 09 20 01 11 05 19 16 14 15 17 18 07 12 02 10 03
body,1,8000,01 09 10 18 14 03 20 07 06 08 00 11 15 12 19 16 05 02 04 17
face,0,8000,18 08 16 14 12 01 13 09 11 15 17 02 03 10 05 07 06 04 19 20
number,0,4000,08 10 03 11 09 01 15 17 20 18 12 02 07 16 13 05 19 04 06 14
emoji,0,4000,05 06 20 13 16 01 04 10 18 19 09 15 14 17 08 03 07 12 11 02
emoji,0,4000,15 20 08 11 18 12 14 07 04 19 05 13 03 06 16 10 17 01 09 02
face,0,4000,02 19 15 20 01 11 08 05 12 18 07 09 04 17 10 16 14 03 06 13
number,1,4000,06 11 03 19 10 12 05 18 16 08 02 00 17 14 04 15 07 01 20 13
face,1,8000,18 08 20 07 05 17 06 12 19 16 03 13 15 02 04 01 14 10 11 00
wordEF,0,6000,02 04 10 05 11 19 06 17 14 12 20 18 13 09 03 16 15 01 08 07
face,1,6000,08 01 11 02 13 06 09 07 19 05 00 15 17 20 18 12 03 10 16 14
wordC,0,6000,20 03 08 04 17 18 06 12 11 19 10 07 15 01 16 13 09 05 14 02
emoji,0,6000,10 06 16 04 08 05 14 01 09 19 07 12 13 02 17 20 18 15 03 11
house,1,4000,04 14 20 15 16 11 01 13 08 02 05 19 00 06 12 10 09 18 03 17
emoji,0,4000,06 11 03 19 07 20 15 04 02 18 09 14 08 01 17 10 12 16 13 05
wordC,0,8000,12 17 13 09 07 04 20 01 11 15 19 05 06 10 18 16 02 03 08 14
body,0,6000,08 02 04 13 03 05 09 18 20 17 14 16 01 15 10 11 19 12 06 07
face,0,4000,08 02 11 03 10 12 18 19 17 16 01 06 04 05 14 15 20 13 07 09
tool,0,8000,14 15 04 20 16 19 12 13 11 03 01 18 07 09 08 06 02 10 05 17
tool,0,8000,04 10 15 02 17 11 01 03 19 07 08 12 18 13 14 16 09 06 05 20
body,1,6000,05 03 06 16 07 09 12 19 02 13 04 15 10 00 01 17 14 20 18 08
tool,1,4000,10 05 18 09 16 06 11 12 08 20 15 00 19 02 14 03 07 17 13 01
wordC,1,4000,11 06 08 20 12 14 09 16 18 01 05 07 02 13 15 03 04 19 10 00
wordEF,1,6000,13 04 02 08 10 12 01 09 03 17 18 14 00 07 11 06 16 20 19 05
number,1,8000,18 20 09 03 06 04 16 10 00 13 07 14 05 12 08 19 15 11 02 01
body,0,8000,05 04 12 18 16 20 03 08 09 15 19 01 17 10 07 11 13 02 14 06
wordEF,1,4000,04 11 14 06 03 20 10 00 13 07 08 17 02 18 12 15 05 01 19 09
house,1,4000,13 14 07 15 02 04 10 00 03 17 01 19 12 11 09 16 05 06 08 20
wordC,0,6000,06 07 13 05 12 14 17 01 15 11 16 03 20 18 08 19 10 02 04 09
wordEF,0,8000,03 01 05 08 06 09 18 15 16 04 02 10 14 11 17 19 12 13 20 07
wordC,1,4000,18 09 14 08 02 15 04 03 05 01 19 11 17 12 20 13 00 10 16 07
number,0,6000,17 13 11 04 15 07 01 12 10 08 06 14 05 16 09 02 19 03 18 20
wordEF,0,6000,17 07 02 20 16 04 11 18 01 09 06 08 03 15 14 13 10 19 12 05
number,1,6000,18 01 09 05 08 17 12 10 20 16 11 02 13 03 00 14 04 07 06 15
house,0,4000,09 20 14 18 05 06 12 07 19 04 17 11 15 02 10 16 08 01 03 13
house,1,6000,11 02 16 01 20 00 07 04 10 15 18 05 14 09 06 17 08 19 13 12
wordC,0,4000,06 09 03 10 18 14 08 07 17 01 15 02 16 13 12 19 04 05 11 20
emoji,0,4000,19 11 05 03 20 06 15 08 07 17 14 02 04 10 01 09 12 16 18 13
tool,0,8000,15 06 18 14 10 13 05 20 19 04 08 12 16 11 03 01 09 17 07 02
wordEF,0,6000,02 04 17 15 09 01 10 05 11 03 13 06 19 16 20 07 18 14 08 12
