cond,hasStar,rest,stim
tool,0,4000,13 08 02 10 09 03 19 11 15 06 05 04 16 12 07 17 18 14 01 20
wordC,1,6000,16 05 02 15 04 06 08 17 12 09 01 13 11 14 20 10 00 03 07 19
emoji,1,6000,15 20 02 03 10 08 07 12 16 05 17 06 00 09 11 01 14 13 04 19
number,0,4000,10 02 03 05 20 19 08 18 11 12 07 13 16 09 06 15 01 17 04 14
tool,0,6000,11 04 17 20 08 10 19 18 01 02 13 16 07 05 03 15 09 12 14 06
tool,0,6000,13 15 06 12 05 09 11 07 08 04 02 03 20 19 18 01 17 10 16 14
face,0,8000,20 03 02 17 11 12 13 06 18 19 10 01 04 07 15 16 05 08 09 14
wordEF,1,8000,03 04 12 19 10 08 05 15 09 13 07 14 18 02 17 06 16 01 00 11
wordEF,0,4000,03 13 19 18 06 17 14 16 04 01 05 12 09 20 08 11 15 02 07 10
number,0,8000,16 17 05 11 19 01 07 10 08 02 13 12 04 20 15 14 09 03 18 06
house,1,4000,10 02 04 03 18 19 06 01 16 07 14 13 20 08 09 11 17 00 05 12
body,1,4000,14 08 04 07 17 11 12 03 00 18 10 19 16 09 06 20 15 01 13 05
face,1,6000,13 15 17 11 05 20 10 02 18 07 16 00 03 01 12 04 19 06 14 09
wordC,0,6000,19 10 11 18 14 12 03 20 17 13 07 16 08 09 06 15 05 04 01 02
house,1,4000,16 05 10 13 14 00 01 11 20 08 06 07 02 18 12 17 19 04 15 03
emoji,0,4000,07 20 08 03 01 11 10 13 05 14 02 09 17 06 12 19 15 04 18 16
number,0,6000,06 08 05 09 11 13 10 12 04 16 03 15 07 19 01 02 14 18 17 20
wordEF,1,4000,10 04 13 07 19 08 11 20 00 16 01 02 12 09 17 14 15 06 05 18
tool,1,6000,18 08 09 15 03 07 05 00 11 20 17 04 12 14 13 06 10 16 19 01
face,0,6000,05 14 18 16 15 04 06 13 20 17 09 07 03 08 02 11 10 19 12 01
tool,0,8000,09 03 12 01 07 05 18 14 08 10 17 15 11 16 13 06 20 04 02 19
number,1,4000,11 18 12 20 04 14 02 01 00 08 17 06 05 09 03 13 10 16 07 15
emoji,0,4000,12 16 06 11 07 03 04 17 09 08 18 14 05 15 20 01 10 02 19 13
face,1,8000,03 06 18 14 02 20 00 09 16 05 07 17 15 01 10 08 19 13 04 11
house,0,8000,10 11 18 12 14 05 20 13 07 16 03 09 17 08 19 02 15 01 04 06
number,0,6000,18 06 16 08 01 02 10 13 19 07 14 09 03 11 17 20 15 12 05 04
house,0,4000,03 11 05 08 06 15 16 13 09 14 17 18 12 02 01 19 10 07 20 04
tool,0,8000,10 01 18 09 13 14 03 06 19 12 08 02 11 05 20 15 17 16 04 07
wordEF,1,4000,13 07 05 12 14 15 10 11 06 02 16 04 08 20 09 18 01 00 19 17
wordEF,1,6000,08 09 06 03 12 11 13 00 15 05 16 20 17 02 14 19 01 18 04 07
emoji,0,4000,17 05 10 06 15 16 07 19 04 11 02 03 20 08 13 09 14 01 18 12
house,0,4000,02 06 16 12 08 11 19 13 01 17 03 04 09 20 14 18 15 07 10 05
body,1,6000,16 14 13 09 07 15 17 00 03 12 06 18 02 10 01 08 20 04 05 11
emoji,0,8000,04 16 03 06 08 02 10 20 19 17 09 14 11 13 05 15 12 01 18 07
number,0,4000,20 01 09 11 10 08 17 14 03 05 15 18 02 13 12 16 06 07 04 19
face,0,8000,18 08 10 04 01 13 20 12 11 02 07 05 09 17 19 16 03 15 06 14
body,0,8000,04 06 12 08 17 14 02 09 16 07 11 10 05 19 15 01 03 13 20 18
wordC,0,6000,12 07 10 08 05 19 14 04 06 20 02 16 01 03 18 17 13 11 09 15
wordC,0,6000,10 15 01 11 09 07 08 05 17 12 04 14 03 18 20 16 19 02 13 06
face,1,8000,14 16 10 01 02 17 15 11 12 07 20 19 18 04 06 05 00 03 09 08
wordC,0,6000,05 10 02 06 07 01 15 11 03 20 09 14 18 04 12 19 08 17 16 13
house,0,6000,10 18 01 08 07 04 19 12 02 05 17 14 13 20 11 06 09 15 16 03
wordEF,0,8000,17 15 05 19 20 01 08 06 07 14 18 09 10 12 16 03 11 04 13 02
body,0,4000,19 12 05 17 07 14 01 09 11 03 06 15 18 16 13 02 10 08 20 04
body,0,4000,03 20 09 12 11 06 14 13 05 15 02 18 16 04 10 01 19 17 07 08
emoji,0,4000,11 04 16 15 12 14 17 01 18 09 19 10 07 03 08 20 06 05 02 13
body,1,6000,02 13 12 07 01 09 11 10 18 19 00 17 05 15 03 04 20 08 06 14
wordC,0,6000,10 08 18 07 19 09 17 02 03 15 16 05 06 01 12 11 20 04 14 13
