cond,hasStar,rest,stim
emoji,1,6000,17 14 18 05 11 15 03 20 06 07 10 04 09 08 12 02 19 16 13 00
emoji,1,4000,02 19 17 12 18 07 08 13 01 00 09 15 16 05 14 20 11 04 03 10
body,0,6000,05 11 06 01 02 08 16 12 13 03 17 19 18 04 20 10 14 15 07 09
tool,0,4000,19 07 14 08 13 17 03 15 01 04 05 11 09 02 18 16 12 06 20 10
wordC,0,6000,12 05 03 10 15 04 19 20 14 18 07 02 11 16 06 09 01 17 13 08
number,0,4000,05 06 19 01 02 20 03 12 08 14 16 15 13 11 17 04 07 18 09 10
house,0,6000,01 10 05 17 09 02 13 20 15 11 14 18 03 08 12 16 06 19 07 04
emoji,0,4000,01 16 12 06 07 02 03 13 11 08 10 18 14 20 05 17 15 09 04 19
number,0,8000,12 05 14 15 01 07 19 18 03 06 13 09 11 20 16 10 17 08 04 02
house,0,4000,19 07 18 13 17 11 12 08 20 05 01 03 04 14 09 15 10 16 02 06
wordEF,1,4000,02 01 14 08 13 11 10 12 05 18 04 15 17 19 00 06 16 07 20 03
tool,0,4000,10 16 08 04 19 03 02 15 17 12 14 05 09 01 13 20 11 07 06 18
tool,0,6000,11 15 19 20 16 13 14 08 10 18 04 07 06 09 17 03 05 12 01 02
wordC,0,8000,04 17 20 13 19 02 15 12 07 06 18 05 08 01 16 11 09 03 10 14
wordC,1,4000,16 10 02 01 07 09 13 00 19 03 12 08 14 05 11 06 15 18 17 04
body,1,4000,16 18 04 19 17 00 11 15 01 13 20 12 08 05 02 03 10 14 06 07
house,0,6000,05 11 14 19 06 08 03 12 18 01 04 17 02 10 15 16 13 09 07 20
number,0,4000,10 01 15 08 09 16 05 02 03 19 12 20 11 06 14 18 13 07 04 17
wordEF,0,8000,17 20 19 16 07 15 10 11 09 04 12 02 14 13 08 01 18 03 06 05
number,0,8000,08 18 03 20 19 09 13 14 07 11 12 17 05 16 10 15 04 06 01 02
wordC,1,6000,01 02 09 07 16 04 12 10 06 17 19 03 11 05 15 14 18 20 00 08
wordEF,1,6000,07 03 12 16 06 19 13 20 15 14 05 09 08 00 17 10 18 11 01 04
wordEF,1,4000,05 12 01 08 04 18 10 15 09 16 11 14 06 07 03 00 17 02 19 20
tool,0,4000,06 16 07 13 08 19 01 03 09 15 12 11 05 20 04 10 18 02 17 14
emoji,0,4000,08 02 14 07 15 13 09 05 03 11 20 01 10 17 16 19 04 18 06 12
wordC,0,6000,07 06 17 16 13 03 08 11 09 04 19 05 18 20 12 14 01 15 10 02
house,1,6000,04 07 16 20 10 18 11 06 09 14 01 17 02 08 19 00 15 13 05 12
emoji,1,8000,13 07 17 04 20 14 15 11 03 18 01 12 08 06 10 02 09 05 00 19
body,0,8000,19 11 01 07 03 04 20 06 14 15 08 17 10 09 16 05 12 18 13 02
house,0,6000,04 07 11 17 01 10 09 05 03 20 14 13 08 12 19 02 16 06 18 15
tool,0,6000,17 20 02 13 11 01 15 05 06 09 07 08 14 18 16 03 10 04 12 19
face,1,8000,17 13 16 20 14 15 01 08 12 00 03 05 09 02 10 19 06 11 18 07
house,0,8000,11 13 16 06 04 14 19 17 08 20 02 10 03 12 09 05 15 01 07 18
emoji,0,4000,01 03 16 08 13 18 10 11 06 20 14 17 02 12 15 19 07 09 05 04
number,1,4000,14 02 11 13 04 12 17 19 00 15 07 09 10 08 18 05 06 03 01 20
face,0,8000,18 05 16 19 17 07 13 09 12 08 04 15 06 14 10 11 02 01 03 20
face,1,4000,17 14 01 02 11 20 08 00 13 09 06 04 15 03 05 18 10 07 16 12
wordEF,0,6000,07 15 09 02 13 10 04 14 03 17 11 18 16 12 20 05 08 06 19 01
wordEF,1,4000,10 15 18 08 13 19 05 04 02 17 01 09 20 12 06 14 07 11 16 00
body,0,8000,11 06 18 10 15 07 04 05 02 13 01 03 19 17 08 12 16 14 20 09
face,0,6000,12 05 18 07 09 15 01 11 14 17 06 03 16 04 13 02 08 20 19 10
face,0,6000,19 20 02 17 14 01 05 13 16 10 09 11 06 08 18 07 12 15 03 04
face,0,6000,14 02 12 06 04 08 13 10 18 07 03 16 01 20 17 19 05 09 15 11
body,1,8000,07 20 14 12 10 19 15 03 00 08 11 09 05 02 13 17 18 06 16 01
body,1,8000,04 09 07 10 05 02 11 12 03 19 17 08 18 13 20 14 16 15 00 01
wordC,0,4000,16 13 06 15 04 18 12 09 05 17 03 02 19 08 14 10 07 11 01 20
number,0,6000,15 18 04 20 05 12 10 14 07 19 06 01 16 03 17 02 13 09 08 11
tool,0,6000,16 20 12 13 19 08 09 11 01 03 10 04 14 15 05 07 17 06 18 02
