cond,hasStar,rest,stim
emoji,0,6000,11 16 17 15 07 03 02 06 09 01 20 05 13 04 18 08 10 19 12 14
tool,1,4000,03 20 06 18 13 16 17 10 15 07 08 02 09 01 19 11 12 05 04 00
tool,0,4000,20 02 10 13 07 11 12 16 06 17 19 05 09 04 08 18 03 01 14 15
house,0,8000,20 13 12 17 11 09 03 05 14 02 16 10 15 19 07 06 18 01 04 08
emoji,0,4000,01 14 17 15 20 08 11 18 04 07 13 05 09 10 02 12 16 06 19 03
wordEF,0,6000,13 01 15 14 20 17 18 10 09 11 06 02 07 05 16 03 12 08 19 04
body,0,4000,02 18 11 20 19 17 03 04 06 05 15 13 10 09 01 14 16 08 07 12
tool,1,6000,03 10 08 09 05 16 18 13 00 14 15 11 07 12 01 20 17 04 02 19
wordEF,0,4000,05 01 07 11 13 17 10 19 15 14 20 04 09 03 16 02 08 06 12 18
tool,0,6000,01 07 05 06 13 02 16 18 15 20 17 09 03 11 04 08 10 12 19 14
wordC,1,6000,09 12 15 07 17 08 16 13 10 18 14 19 06 00 11 04 20 02 03 01
number,0,4000,16 14 06 07 02 10 01 04 03 05 15 17 18 11 19 20 08 09 12 13
number,0,6000,04 03 18 20 11 05 07 17 02 08 14 06 01 15 09 19 16 13 12 10
house,0,8000,03 02 18 17 19 05 14 12 09 15 10 20 08 16 11 13 04 07 01 06
face,0,8000,14 03 05 07 10 20 19 06 15 12 16 01 02 18 09 17 04 13 08 11
house,0,4000,08 12 09 20 17 02 18 05 01 13 15 10 06 14 07 03 16 04 19 11
number,0,6000,17 10 19 08 12 13 03 11 14 09 07 05 01 16 04 18 02 15 20 06
wordEF,0,6000,15 11 02 04 07 09 13 01 17 14 08 03 18 19 20 05 12 06 10 16
face,1,4000,01 07 03 19 09 02 08 13 18 00 16 04 12 20 14 06 05 15 11 10
number,1,4000,20 06 15 08 13 09 00 05 19 07 14 11 18 17 02 12 10 16 01 03
body,0,8000,06 02 11 08 20 05 13 18 01 09 07 16 12 17 04 10 14 19 03 15
face,0,4000,14 17 16 20 09 13 19 18 03 07 05 04 02 10 11 01 08 06 12 15
emoji,0,4000,14 19 05 12 16 06 13 03 07 20 17 11 01 18 04 02 10 15 08 09
emoji,1,4000,07 15 19 12 16 09 02 14 11 01 20 06 08 04 17 10 18 05 00 03
tool,0,8000,17 13 04 18 02 07 03 06 09 16 15 05 11 08 12 01 10 19 20 14
number,0,4000,15 20 09 13 08 01 17 07 12 06 02 11 18 19 16 04 05 14 10 03
wordC,0,8000,04 13 08 19 10 01 12 15 20 09 07 16 03 11 06 02 05 14 17 18
wordC,0,6000,08 05 19 12 09 16 02 14 15 20 13 18 07 01 17 10 03 11 06 04
wordEF,1,4000,12 14 17 08 04 00 05 01 13 06 18 15 19 03 11 10 07 20 09 16
house,1,6000,10 12 18 04 13 01 02 06 03 16 17 19 08 05 09 00 11 15 07 20
wordC,1,4000,03 04 19 16 09 13 20 08 06 15 05 01 10 00 11 12 14 07 18 17
tool,0,8000,04 17 08 06 03 02 01 12 07 16 14 20 10 05 18 19 13 11 09 15
wordEF,0,8000,15 06 18 07 17 02 14 11 04 08 01 03 12 10 19 20 05 09 13 16
body,1,8000,13 08 02 11 07 01 18 09 03 00 15 05 20 04 14 17 12 06 19 10
wordC,1,4000,08 20 07 10 13 03 06 17 11 00 16 09 04 01 05 19 14 12 15 02
emoji,0,6000,20 07 10 15 02 16 03 12 19 09 18 11 08 06 17 05 04 13 14 01
face,0,8000,01 19 06 13 14 11 16 12 04 08 05 07 18 17 10 20 03 15 02 09
number,0,6000,04 10 13 08 01 12 20 16 15 02 07 03 11 05 18 19 06 09 14 17
body,1,4000,10 05 03 19 08 07 20 16 09 13 14 01 00 15 11 06 04 17 18 02
wordEF,0,6000,04 18 11 15 02 05 08 19 07 17 09 03 01 10 12 06 20 16 13 14
body,1,4000,17 06 15 07 12 02 05 04 10 00 18 13 19 16 01 11 08 09 03 14
wordC,0,6000,12 07 06 20 10 01 13 19 04 14 15 08 02 16 18 05 11 09 03 17
body,1,6000,12 02 14 11 19 05 13 20 00 18 08 01 04 07 16 03 06 09 17 10
house,1,8000,02 01 11 06 18 14 09 03 16 00 13 12 04 10 19 17 07 20 15 05
face,1,6000,12 19 18 15 02 00 09 16 13 07 10 14 01 06 20 08 11 04 17 05
house,0,6000,19 07 17 14 15 04 12 05 18 13 10 03 01 06 16 09 08 02 20 11
emoji,0,8000,16 01 14 02 11 09 10 19 17 12 07 08 15 05 20 04 18 06 03 13
face,0,6000,16 01 04 17 20 13 02 19 14 05 15 18 11 12 08 03 06 07 10 09
