cond,hasStar,rest,stim
wordEF,0,6000,02 18 12 15 03 04 16 09 08 13 07 10 01 05 19 20 14 17 06 11
number,0,8000,01 15 14 03 08 07 16 02 09 19 11 10 06 04 20 18 12 17 05 13
wordC,0,6000,03 05 08 01 07 12 17 16 02 04 10 06 13 15 11 18 09 14 19 20
number,0,4000,17 09 06 18 04 01 12 05 20 11 08 19 16 14 10 02 15 07 03 13
number,1,6000,18 10 02 07 13 19 03 06 08 20 09 14 00 15 12 16 11 01 17 04
wordC,0,4000,12 17 19 20 13 04 09 07 03 18 08 10 14 02 11 06 01 05 15 16
wordEF,0,6000,14 10 15 16 02 03 05 07 09 20 01 13 12 11 06 04 18 19 17 08
wordC,0,8000,08 18 03 01 11 07 09 13 04 05 02 06 19 12 10 20 15 14 16 17
emoji,1,8000,16 03 11 14 15 18 17 05 07 13 08 09 10 00 04 06 01 19 20 02
house,0,8000,16 09 17 08 12 14 04 06 19 10 11 03 13 02 07 18 15 20 01 05
tool,0,6000,04 10 17 18 06 14 20 05 03 19 16 02 07 12 11 08 15 01 13 09
emoji,1,4000,17 14 02 16 11 09 20 05 10 07 01 00 04 15 03 12 13 08 19 06
body,1,4000,09 12 02 18 19 13 00 10 01 06 04 07 15 05 11 03 14 17 08 20
house,0,4000,02 20 10 04 14 03 15 12 09 11 16 18 07 17 06 01 13 08 19 05
house,0,6000,01 06 14 04 10 05 18 16 20 13 02 11 03 17 12 19 15 07 09 08
face,0,6000,09 20 17 06 01 12 08 04 03 07 16 02 10 11 13 19 14 05 15 18
face,0,4000,03 19 20 02 10 16 12 06 01 11 18 08 17 04 09 07 15 14 05 13
wordEF,0,6000,06 07 19 14 01 20 12 04 09 11 10 13 17 03 16 02 08 15 18 05
body,0,6000,04 03 10 20 13 07 14 01 06 17 11 12 08 16 18 05 02 15 09 19
emoji,0,6000,09 05 16 06 17 18 19 15 01 14 10 07 13 08 04 20 12 02 11 03
number,1,6000,08 11 12 10 01 13 02 15 07 05 00 18 03 17 20 04 19 16 06 14
wordEF,1,4000,04 16 10 09 18 00 06 05 19 02 01 07 13 12 03 20 08 14 15 17
body,1,4000,18 20 09 05 08 19 16 14 10 00 15 12 01 13 17 07 11 06 03 04
wordC,0,8000,12 14 17 20 04 10 19 08 18 09 07 01 06 11 03 13 05 16 02 15
house,1,4000,14 15 16 20 12 13 17 07 03 19 00 10 09 06 18 02 05 08 04 01
tool,0,4000,05 08 07 12 17 10 13 18 06 03 20 02 01 11 15 19 09 16 04 14
body,0,4000,04 09 08 14 15 05 11 06 02 12 16 07 17 20 19 03 01 18 10 13
tool,0,8000,08 10 11 05 04 06 07 14 09 01 03 20 15 17 13 02 12 16 18 19
face,1,8000,04 08 11 02 06 19 00 17 20 13 09 07 18 01 16 15 12 10 14 05
body,0,4000,10 14 18 05 03 08 19 02 07 09 01 15 04 06 12 13 16 17 11 20
wordEF,0,8000,03 06 05 01 16 07 12 02 04 10 14 08 09 13 19 18 15 11 20 17
number,0,4000,03 02 10 13 17 07 08 09 14 16 05 20 04 11 19 01 12 06 18 15
number,1,4000,10 19 08 07 18 20 06 14 17 02 04 11 03 01 13 00 16 05 12 09
emoji,0,6000,02 16 11 01 12 13 19 18 08 07 05 14 09 17 04 06 20 15 03 10
tool,1,4000,19 09 16 18 10 12 14 02 01 05 06 20 00 13 11 15 08 07 03 17
house,0,6000,04 03 19 09 13 14 18 16 20 12 15 01 10 07 17 05 06 02 08 11
wordC,1,8000,04 16 18 11 14 00 20 02 13 08 06 15 17 19 03 05 01 10 09 07
face,0,6000,10 04 05 19 12 01 02 16 17 08 06 07 18 14 20 03 11 15 09 13
tool,0,6000,08 18 02 11 14 15 01 17 05 13 16 09 12 19 06 03 07 20 10 04
emoji,0,6000,10 11 04 05 16 01 14 18 03 15 07 19 02 09 17 06 12 13 20 08
house,1,6000,01 04 06 13 03 05 20 15 18 19 08 16 07 00 17 09 14 11 10 02
wordC,1,8000,11 16 17 04 20 06 02 09 15 01 13 12 14 19 00 05 10 08 07 18
face,1,4000,11 03 07 14 09 04 00 13 20 05 15 12 18 08 16 02 10 06 17 01
wordEF,0,8000,05 16 18 08 09 07 17 04 20 19 01 12 06 03 14 02 11 13 10 15
body,1,8000,02 08 03 05 16 13 17 12 20 01 15 07 18 19 10 11 06 00 09 04
tool,0,4000,06 15 16 17 05 10 09 13 11 14 07 19 04 03 02 08 20 18 12 01
emoji,0,4000,03 16 12 13 15 17 19 14 11 05 10 02 06 09 04 07 01 08 20 18
face,0,6000,16 12 07 02 11 13 17 04 15 18 09 14 20 03 01 19 06 08 10 05
