cond,hasStar,rest,stim
wordEF,1,8000,02 17 19 04 06 12 14 10 00 16 18 03 20 09 11 07 15 08 01 13
face,1,6000,07 17 06 11 20 13 18 12 09 02 05 14 08 15 00 10 01 03 04 16
tool,1,8000,16 05 08 12 09 01 17 10 00 02 18 19 07 06 14 20 04 11 15 13
house,0,4000,10 14 09 15 17 05 06 03 13 08 16 07 12 20 02 18 04 11 01 19
emoji,0,6000,07 09 17 10 20 02 11 08 03 04 01 06 05 14 15 12 19 13 16 18
wordC,0,8000,08 05 09 07 18 15 12 10 17 04 03 01 14 20 19 06 13 02 16 11
house,0,4000,16 08 06 01 04 03 12 17 15 05 20 19 13 14 02 10 11 18 07 09
number,0,4000,09 12 07 05 04 18 15 03 10 11 08 20 17 02 13 06 16 01 19 14
tool,0,4000,03 05 19 18 15 10 20 17 07 16 11 09 02 13 01 06 12 08 14 04
number,0,6000,18 14 09 07 15 17 06 02 20 08 10 11 03 16 13 01 19 04 12 05
body,0,8000,14 11 19 05 20 08 18 02 04 07 13 06 15 16 09 01 12 17 03 10
tool,0,4000,19 11 15 12 03 16 01 02 09 17 05 14 18 10 04 20 13 08 07 06
emoji,0,8000,15 19 06 17 08 11 09 14 01 18 02 16 10 03 20 05 07 04 13 12
emoji,1,6000,19 05 01 04 03 18 06 07 09 11 02 17 20 10 08 15 13 12 00 16
emoji,0,6000,01 20 17 08 10 19 07 11 05 18 12 06 09 14 13 03 02 15 04 16
wordEF,1,6000,16 09 12 03 08 01 02 19 07 11 10 18 04 15 13 17 14 20 00 06
wordC,0,6000,15 03 20 06 14 18 08 17 10 02 11 04 19 05 01 07 12 09 16 13
body,0,8000,01 20 18 11 19 06 16 14 12 03 10 05 17 04 07 02 13 15 09 08
tool,1,6000,14 03 02 05 16 15 10 18 11 07 04 09 08 17 06 20 00 01 19 12
house,0,8000,14 05 08 15 01 12 11 07 17 03 16 06 20 04 10 02 18 09 19 13
wordEF,0,4000,01 09 11 19 04 12 08 05 10 18 07 20 15 17 03 02 06 14 16 13
wordC,0,4000,09 16 20 12 10 18 08 17 13 05 11 03 06 15 02 04 01 19 07 14
body,0,8000,12 04 11 05 15 07 18 03 06 16 10 17 09 14 19 02 13 20 08 01
wordC,0,6000,17 18 08 15 13 01 10 06 19 14 07 03 20 04 09 02 16 12 05 11
face,1,4000,12 17 20 06 18 07 10 09 15 11 03 16 00 05 08 04 13 19 02 14
wordEF,1,6000,12 05 02 03 04 09 16 10 15 00 20 19 06 18 11 14 01 13 07 17
emoji,1,4000,07 02 13 08 20 09 01 03 10 15 00 14 16 12 19 05 17 18 06 11
number,0,6000,20 04 05 08 03 18 01 13 16 06 02 09 15 14 11 07 10 19 12 17
face,0,6000,04 19 05 11 16 18 09 15 02 17 03 10 12 07 08 01 13 14 20 06
number,0,4000,09 16 01 08 14 18 02 17 06 04 11 10 05 03 12 07 13 19 15 20
face,0,8000,01 20 19 14 04 16 02 13 09 18 12 03 08 17 05 10 11 07 15 06
body,0,6000,11 03 16 02 14 18 09 01 04 05 19 17 13 12 08 06 07 10 20 15
wordEF,1,8000,13 01 03 19 18 10 04 06 16 05 14 20 09 11 00 12 17 08 07 15
house,0,4000,07 09 04 18 01 16 20 14 12 13 11 05 03 06 15 19 17 10 02 08
emoji,0,4000,05 10 01 20 14 07 15 17 18 06 12 02 19 03 11 09 08 13 16 04
house,0,4000,04 19 13 15 14 06 03 08 12 07 09 01 20 11 02 10 16 17 05 18
wordC,0,6000,03 20 01 08 13 04 11 17 16 02 15 12 06 10 09 05 14 19 07 18
tool,1,4000,15 04 07 19 11 12 18 02 09 16 08 20 05 17 06 10 14 03 00 13
wordC,1,8000,13 15 08 20 11 19 17 05 16 12 14 07 09 01 02 10 00 04 18 06
face,0,8000,06 05 11 16 10 13 15 17 02 07 03 09 04 20 12 01 18 14 08 19
body,1,6000,04 19 17 03 11 10 06 07 09 08 01 14 15 20 02 13 05 00 12 18
number,1,4000,15 11 13 19 01 07 09 02 03 05 20 06 12 16 08 10 17 14 18 00
number,0,6000,15 19 04 02 03 20 13 11 16 09 17 07 06 18 10 08 01 12 05 14
body,0,4000,07 16 12 19 03 06 04 14 18 05 10 02 08 13 15 17 09 20 11 01
wordEF,0,4000,08 06 07 02 03 13 01 15 14 09 20 18 11 16 05 19 12 17 04 10
house,0,6000,19 17 01 12 20 13 15 07 10 05 04 16 14 11 18 02 09 08 03 06
tool,1,4000,11 04 03 12 18 14 01 17 09 16 06 00 07 05 02 20 19 13 15 08
face,1,6000,10 08 11 03 13 01 06 05 09 15 17 07 14 04 20 00 19 12 18 02
