cond,hasStar,rest,stim
body,0,6000,19 20 06 08 18 11 03 07 10 13 04 01 09 17 02 05 15 16 12 14
number,0,6000,04 17 02 01 11 10 08 16 06 05 03 15 13 19 18 07 09 20 14 12
wordEF,1,4000,11 19 09 07 01 03 16 17 14 08 06 10 20 05 15 04 00 18 12 02
emoji,0,6000,14 09 13 15 06 10 02 08 05 11 01 04 12 17 20 03 07 18 16 19
house,0,6000,04 03 12 10 15 01 16 07 18 08 20 17 14 05 02 09 19 13 11 06
house,0,6000,11 05 06 16 15 20 10 17 09 14 07 08 12 03 18 13 02 01 04 19
wordC,0,8000,18 17 05 03 15 13 06 08 01 11 14 19 12 02 16 10 20 09 07 04
wordC,1,8000,08 13 17 02 09 10 19 07 18 00 14 15 16 04 03 20 05 06 01 12
face,0,6000,20 03 15 18 05 02 04 10 12 19 09 17 01 14 08 06 13 11 07 16
face,0,8000,05 06 09 19 02 12 10 01 18 04 08 07 16 20 13 17 14 15 11 03
body,0,4000,04 07 05 15 02 08 14 10 06 19 12 16 09 03 11 17 18 01 20 13
number,1,6000,09 08 11 04 10 00 07 12 13 19 05 06 02 01 14 18 17 16 20 15
number,0,4000,16 07 01 20 02 09 10 19 04 13 17 15 14 05 06 11 18 08 12 03
number,0,4000,15 10 09 12 14 06 13 20 08 11 01 03 19 02 05 04 07 17 18 16
house,1,6000,01 03 17 04 02 10 00 05 12 08 07 09 11 13 16 15 14 18 20 19
house,1,8000,03 08 16 01 04 13 20 19 05 00 07 02 12 11 15 06 14 17 09 10
face,0,8000,19 04 12 09 06 14 13 07 18 10 05 16 01 20 02 15 08 03 17 11
wordC,1,8000,11 01 13 19 07 10 12 15 03 04 18 06 09 08 00 16 20 14 02 17
house,0,4000,07 01 18 15 04 05 11 10 13 08 19 09 20 03 16 06 17 14 12 02
body,0,6000,17 06 02 04 11 12 19 07 13 18 08 14 09 03 15 20 16 01 05 10
tool,1,6000,13 11 20 15 16 01 19 08 05 00 09 07 04 14 18 17 06 03 10 12
tool,0,4000,12 14 07 09 06 08 20 01 11 16 04 18 13 17 03 05 19 15 02 10
wordEF,0,8000,07 16 12 20 18 11 09 04 02 03 05 06 19 08 14 17 13 10 15 01
body,0,6000,09 06 03 19 13 07 18 12 05 20 10 15 01 16 08 17 14 02 04 11
wordC,0,8000,08 17 19 12 01 04 09 18 11 13 05 02 15 16 07 10 20 14 06 03
wordEF,1,4000,07 03 17 20 01 12 13 06 18 15 05 08 02 11 10 14 04 19 16 00
wordC,1,8000,03 16 07 11 14 00 10 15 04 13 05 20 18 12 06 02 17 09 01 08
emoji,0,6000,09 17 08 05 02 10 04 03 20 07 01 12 13 18 16 11 15 14 19 06
wordEF,0,8000,06 11 14 09 05 15 03 02 18 19 16 07 17 12 13 20 08 01 04 10
wordC,1,4000,06 11 17 14 16 02 00 01 05 04 13 15 18 08 09 19 07 20 10 12
tool,0,4000,16 13 03 07 10 14 09 15 02 04 11 01 12 05 19 08 06 17 18 20
number,0,6000,18 19 10 13 06 07 14 03 11 17 15 12 05 09 04 16 02 01 20 08
house,1,4000,11 12 16 07 06 05 03 15 20 01 02 13 04 09 00 14 19 08 17 10
tool,1,6000,20 08 12 16 18 14 01 10 02 19 06 09 00 15 04 07 05 03 13 17
emoji,0,6000,14 07 19 12 08 09 20 10 01 03 06 11 18 02 04 16 13 17 15 05
face,0,8000,05 13 07 16 15 09 02 11 10 01 06 19 18 12 04 03 20 08 17 14
emoji,0,4000,18 09 02 01 20 19 12 17 03 16 13 14 04 06 07 15 11 05 10 08
wordEF,0,6000,19 04 13 11 07 16 06 03 05 09 18 10 12 02 17 01 15 14 08 20
body,0,4000,20 19 02 12 11 13 07 08 10 09 16 05 03 01 18 17 14 04 15 06
emoji,0,8000,09 14 18 19 01 04 07 05 02 11 08 12 10 17 06 03 15 20 16 13
face,0,4000,20 05 17 14 10 07 01 19 16 08 11 03 04 15 06 02 12 18 13 09
face,0,6000,09 14 04 20 15 10 07 18 03 11 02 08 05 17 16 12 06 13 19 01
wordEF,1,4000,07 17 20 05 08 09 06 02 15 00 11 16 13 01 03 04 10 12 19 18
number,0,4000,15 18 03 14 05 04 01 13 11 16 20 02 09 08 07 17 06 10 12 19
emoji,1,4000,05 03 17 12 04 11 06 10 13 19 07 01 20 08 14 09 16 15 18 00
body,1,4000,13 10 05 17 06 18 20 19 08 04 01 12 00 14 09 03 16 15 11 02
tool,0,4000,07 04 15 18 05 13 14 09 19 01 06 03 20 17 10 16 08 12 11 02
tool,1,6000,19 09 16 14 20 08 15 13 12 06 17 01 00 05 03 02 18 04 07 11
