cond,hasStar,rest,stim
emoji,0,6000,20 04 19 12 13 05 10 17 02 07 01 14 06 08 09 15 03 11 16 18
tool,0,6000,07 11 03 16 17 14 19 18 20 12 05 13 02 04 10 15 01 08 06 09
body,0,4000,09 07 20 08 15 12 11 03 02 16 04 17 10 06 05 18 19 01 14 13
wordEF,1,4000,03 01 08 17 07 04 15 20 02 06 12 13 14 00 19 10 05 16 18 09
number,0,6000,07 18 03 13 17 15 10 14 16 06 08 20 11 04 01 19 05 02 12 09
wordEF,0,4000,19 12 06 02 03 01 10 13 16 11 18 14 08 05 15 04 17 07 20 09
face,1,4000,06 12 20 13 07 03 18 08 15 14 16 11 02 17 04 10 09 00 01 19
emoji,0,6000,18 02 10 15 04 09 13 11 19 12 05 07 08 17 01 16 06 20 14 03
face,0,8000,01 17 11 10 04 14 18 16 08 12 03 07 05 15 09 06 20 19 13 02
wordC,1,8000,03 07 19 13 16 04 17 08 10 06 09 14 02 15 20 11 00 12 01 05
emoji,1,4000,08 13 11 01 06 17 20 03 19 15 10 00 18 16 07 02 12 04 05 14
body,0,8000,13 06 08 19 10 15 04 03 02 05 12 07 01 11 18 20 17 14 09 16
house,0,8000,07 12 14 04 03 02 05 06 01 20 19 16 08 13 10 09 18 15 11 17
body,1,4000,10 02 11 14 08 20 17 03 16 06 01 04 00 18 07 12 19 05 13 09
face,0,4000,09 19 10 13 03 20 11 17 06 01 04 07 16 15 14 05 18 12 02 08
wordC,1,6000,08 14 03 02 05 09 12 15 10 07 13 01 19 20 04 11 00 17 06 16
house,1,6000,11 06 05 04 13 01 16 12 14 19 17 15 10 20 07 00 03 09 02 08
body,0,4000,03 01 15 20 04 17 13 11 19 06 07 09 05 10 16 02 12 14 18 08
emoji,0,8000,18 03 02 12 08 17 01 13 10 11 05 16 06 20 09 07 14 19 04 15
tool,0,8000,15 16 13 06 10 01 17 04 05 08 18 02 07 14 12 03 09 11 20 19
number,0,6000,10 13 14 04 05 17 18 16 15 01 07 08 20 09 06 11 03 19 12 02
number,0,6000,20 16 05 07 04 03 10 08 14 02 06 13 09 15 11 12 01 17 19 18
body,0,8000,03 18 14 10 19 16 07 15 20 06 01 11 05 13 09 17 04 02 12 08
wordEF,0,4000,15 18 03 01 16 11 06 08 19 17 10 14 13 12 04 09 20 07 02 05
wordC,0,6000,14 16 15 05 17 11 07 12 13 04 19 08 20 10 01 02 06 09 03 18
wordC,0,4000,20 11 05 08 06 01 17 10 18 03 12 07 04 15 02 13 09 16 19 14
number,1,6000,07 06 10 19 17 04 13 12 15 16 01 00 09 02 18 05 11 03 14 20
face,0,8000,12 16 05 01 14 18 17 08 13 02 19 09 03 06 07 11 04 20 10 15
tool,1,8000,01 03 18 12 16 14 06 05 11 13 15 04 08 09 17 00 02 19 10 07
house,0,4000,11 03 18 07 16 04 20 02 14 19 01 08 09 06 15 05 12 13 17 10
wordEF,0,4000,05 01 12 17 20 02 06 18 16 09 19 11 13 07 10 03 04 14 15 08
wordEF,0,4000,06 19 08 12 09 18 01 15 05 20 17 10 14 02 13 16 11 03 07 04
wordC,0,6000,11 02 06 20 10 15 01 07 13 03 08 18 14 05 04 17 12 16 09 19
tool,1,8000,01 03 20 05 15 19 07 12 14 16 02 10 11 08 18 06 00 13 09 04
wordEF,0,6000,04 19 06 09 18 17 15 02 10 08 14 20 07 11 03 16 13 05 12 01
wordC,0,6000,18 03 04 05 02 16 11 12 08 01 15 14 06 09 17 19 10 13 07 20
face,1,8000,15 19 14 18 12 03 00 06 09 07 01 20 17 13 05 16 11 04 10 08
house,0,6000,14 15 16 17 04 06 13 01 05 20 12 19 03 08 11 10 07 02 18 09
body,0,4000,04 07 10 13 03 06 18 14 20 12 16 11 08 09 05 02 19 15 01 17
tool,1,8000,10 20 01 06 03 00 12 13 05 02 16 19 09 04 18 11 17 07 15 14
number,1,4000,11 20 14 05 13 16 03 08 15 12 09 04 00 18 19 10 07 17 06 02
house,1,4000,04 18 02 03 11 09 13 15 20 06 19 08 07 12 16 17 01 05 00 14
number,0,4000,11 10 03 17 09 04 02 15 12 19 08 01 07 16 14 06 20 13 05 18
emoji,0,6000,06 18 08 16 01 02 12 14 15 11 05 03 09 07 13 10 17 20 19 04
face,0,4000,05 19 20 04 12 10 17 09 15 11 02 13 18 06 01 14 08 03 07 16
tool,1,6000,12 19 05 13 07 14 16 18 03 10 06 17 15 00 11 01 02 04 08 20
emoji,1,6000,03 04 07 09 19 18 14 13 17 08 01 02 10 15 16 00 20 05 06 12
house,0,6000,20 14 16 05 12 10 17 06 18 07 08 01 03 02 19 13 09 11 15 04
