cond,hasStar,rest,stim
face,0,6000,09 08 06 20 13 18 05 02 10 03 12 16 04 14 19 17 01 15 11 07
emoji,1,8000,20 09 19 18 17 15 02 04 06 16 01 10 12 03 11 00 08 14 05 07
emoji,0,8000,08 19 04 16 09 15 13 11 10 03 06 07 14 18 12 20 01 05 02 17
face,0,4000,18 19 11 01 06 12 08 09 05 14 04 17 15 07 03 10 16 20 13 02
emoji,1,8000,14 17 06 04 07 15 03 01 19 10 02 13 08 05 16 11 20 18 12 00
house,1,8000,10 09 19 14 13 06 20 08 04 18 05 16 11 02 01 15 07 12 00 17
emoji,0,4000,10 09 16 13 14 07 04 19 12 03 20 11 15 02 01 17 08 06 18 05
tool,0,4000,05 18 08 20 16 17 09 01 13 04 19 02 12 07 10 14 11 03 15 06
body,1,4000,17 09 11 20 07 14 03 00 10 15 02 05 01 13 19 04 08 06 16 12
face,0,8000,07 09 13 18 05 20 02 03 19 15 14 04 11 12 01 10 08 17 06 16
face,1,4000,16 05 04 15 10 18 19 13 01 09 17 08 20 00 06 07 12 14 02 03
wordEF,0,4000,11 07 02 20 16 06 19 17 04 15 08 18 10 01 05 14 12 09 13 03
wordC,0,6000,16 07 01 17 10 15 06 20 12 14 03 08 19 13 04 18 02 11 09 05
house,0,8000,11 05 08 07 01 03 04 18 10 06 15 19 16 14 09 20 13 12 17 02
wordEF,0,6000,05 16 11 09 07 20 02 14 15 17 03 08 18 19 10 06 01 12 13 04
wordEF,1,6000,15 06 20 18 17 09 00 16 14 01 11 10 02 03 13 05 19 07 04 08
tool,0,4000,05 08 17 16 03 13 15 04 12 01 02 11 19 09 06 14 18 10 07 20
number,0,8000,01 12 09 02 20 17 03 08 14 15 07 18 05 06 16 11 13 19 04 10
body,0,6000,01 16 02 09 13 18 15 03 11 17 04 10 19 12 06 08 07 20 14 05
number,0,8000,14 13 05 01 18 20 07 03 19 17 16 09 06 12 04 15 10 11 02 08
house,1,4000,13 14 15 12 04 08 02 03 06 07 10 16 00 05 19 18 09 11 01 17
wordC,0,6000,14 20 15 19 01 17 04 05 12 07 06 16 02 08 13 18 10 09 11 03
number,0,6000,13 02 01 18 05 08 10 11 03 16 20 15 06 17 07 14 04 19 12 09
emoji,1,6000,19 04 13 16 18 06 05 14 17 03 15 00 07 20 02 01 10 09 12 11
body,1,4000,02 04 19 05 17 11 10 15 20 01 08 09 12 14 18 06 03 07 16 00
number,0,4000,16 18 17 14 03 20 19 10 02 09 05 12 11 07 06 13 01 04 15 08
wordEF,0,4000,20 05 17 06 18 19 09 02 13 12 03 01 04 11 08 15 07 10 16 14
tool,1,6000,20 04 13 14 18 00 19 17 02 08 05 11 06 15 01 12 10 16 09 03
house,1,6000,09 18 10 14 06 15 19 00 11 12 13 20 04 08 03 17 16 01 07 02
face,0,4000,13 12 16 15 02 04 05 06 19 03 01 14 07 10 18 11 17 20 09 08
wordC,0,8000,06 01 17 05 12 15 19 14 10 18 02 08 04 03 16 13 07 09 20 11
body,1,8000,07 01 14 11 04 00 16 08 15 03 18 10 09 17 12 19 20 02 06 13
body,0,6000,13 04 18 11 19 03 01 14 16 08 17 06 05 02 07 09 20 15 12 10
tool,0,6000,09 15 12 11 18 05 08 06 10 02 19 13 16 04 17 07 01 14 20 03
body,0,6000,09 07 08 14 01 06 13 11 20 16 12 15 19 17 03 10 04 02 18 05
house,1,4000,16 07 08 19 18 09 10 13 00 01 05 03 20 04 12 11 15 17 14 06
wordC,0,6000,06 13 17 05 02 08 20 11 19 09 16 03 10 01 04 14 07 12 15 18
wordEF,0,4000,18 01 19 14 03 11 13 20 07 08 05 16 09 17 15 04 06 02 10 12
face,0,6000,08 04 02 11 13 20 07 10 05 03 01 15 18 09 16 17 06 19 12 14
wordC,1,4000,08 19 01 05 11 10 20 07 13 09 14 06 18 03 16 04 00 15 02 12
number,0,4000,12 06 19 04 10 14 18 03 20 16 08 07 01 11 13 09 02 05 17 15
number,0,4000,11 02 08 06 17 03 15 09 14 01 07 19 18 13 20 05 10 16 04 12
house,1,6000,16 05 11 08 12 19 14 06 13 10 02 00 20 01 18 03 04 09 15 17
tool,0,4000,02 20 09 11 08 06 04 15 18 10 14 17 16 07 13 19 03 05 01 12
tool,1,8000,09 01 05 08 16 15 07 18 06 00 14 03 19 17 04 10 13 12 02 11
wordEF,0,8000,02 07 14 16 05 15 13 20 06 19 03 12 09 18 08 17 10 04 01 11
wordC,0,6000,03 17 19 16 04 13 12 01 18 08 09 06 11 10 07 14 05 02 20 15
emoji,0,6000,17 07 05 08 16 10 15 12 11 09 20 14 18 03 01 06 13 02 04 19
