cond,hasStar,rest,stim
body,0,4000,11 02 13 09 12 16 03 10 17 05 01 19 20 15 07 18 08 04 14 06
house,0,4000,01 17 11 04 19 07 03 20 15 10 09 13 08 16 18 14 05 02 12 06
number,0,6000,01 06 18 15 20 10 02 08 04 11 14 13 12 17 03 16 05 07 19 09
house,1,8000,19 13 18 16 15 01 10 09 03 08 04 20 05 14 11 06 12 02 00 17
wordC,0,6000,05 03 06 08 01 02 04 13 16 12 20 07 14 09 11 19 10 18 17 15
wordC,1,6000,07 08 17 11 06 19 01 13 03 02 00 12 14 15 20 09 10 05 18 16
body,0,8000,06 11 10 14 13 02 20 19 15 01 07 04 05 18 16 17 12 08 03 09
wordC,0,4000,05 09 02 01 13 07 06 19 12 03 14 15 04 10 20 16 18 08 17 11
body,0,8000,02 04 03 14 16 12 08 11 09 15 06 19 20 17 05 07 01 18 10 13
house,0,8000,01 20 12 08 14 02 09 18 11 17 16 15 13 03 05 19 04 07 06 10
emoji,0,4000,13 07 16 18 15 11 17 02 01 06 20 09 10 03 04 19 08 05 12 14
face,1,6000,03 13 09 10 01 11 15 07 19 16 06 12 14 04 00 02 17 05 08 18
wordC,0,4000,07 17 01 10 20 09 16 11 18 15 08 14 06 04 05 02 03 19 13 12
wordC,1,4000,16 02 15 17 07 13 06 03 19 12 14 00 01 18 10 11 09 20 08 05
number,1,6000,03 11 16 04 20 13 14 18 05 06 15 09 02 17 12 01 00 10 19 08
tool,1,8000,17 03 01 05 14 08 00 02 13 15 06 07 16 12 11 09 18 20 19 10
number,1,4000,04 17 05 16 19 14 02 06 11 20 10 01 07 13 09 15 03 08 12 00
wordEF,0,6000,06 10 09 04 02 11 18 17 16 08 01 05 15 19 13 20 14 12 03 07
tool,0,4000,18 07 11 19 15 16 04 05 09 20 10 17 08 03 12 02 01 14 06 13
face,0,6000,01 15 16 18 02 19 12 09 08 06 05 11 20 17 07 13 04 10 14 03
face,0,4000,14 06 05 15 18 03 01 07 19 10 17 04 16 08 09 02 20 13 11 12
wordEF,0,4000,08 18 01 17 07 15 03 16 14 13 04 09 19 11 10 02 06 05 20 12
tool,1,6000,02 13 07 03 04 00 19 17 14 16 20 09 10 05 01 06 11 15 08 18
body,1,4000,13 10 07 08 04 00 19 05 01 02 20 06 15 03 09 11 17 14 18 12
body,0,8000,12 05 18 20 14 11 16 19 03 07 01 04 17 13 08 06 10 02 15 09
house,0,8000,08 16 01 17 05 18 20 14 15 13 04 06 09 03 07 11 19 10 12 02
wordC,0,8000,11 10 08 17 14 13 01 05 19 04 03 02 07 16 12 18 15 06 20 09
house,0,8000,01 05 12 15 19 06 08 09 17 03 20 02 04 14 16 07 18 11 13 10
number,1,6000,07 02 03 20 15 19 17 12 16 00 11 18 06 08 14 09 04 01 10 13
emoji,0,4000,06 16 02 14 13 01 08 04 15 11 19 20 03 07 09 10 17 18 12 05
emoji,0,6000,06 03 07 08 13 20 02 16 19 17 09 01 11 14 04 18 12 15 05 10
body,1,6000,04 10 01 08 05 07 09 14 11 06 13 00 03 16 20 12 15 17 19 18
face,1,6000,20 18 10 05 02 07 19 15 08 00 17 04 13 03 11 12 01 16 09 14
emoji,0,6000,16 10 20 13 17 07 15 03 12 08 06 05 01 02 11 14 18 19 04 09
tool,0,4000,01 09 02 15 20 14 06 12 08 17 07 04 11 10 03 18 16 05 19 13
wordEF,0,6000,12 14 02 06 15 05 09 03 20 01 10 07 18 19 08 17 13 11 16 04
emoji,1,6000,10 12 08 13 09 02 00 19 20 18 07 15 06 01 05 11 16 03 17 14
number,1,6000,18 17 04 19 15 03 14 01 08 05 16 10 11 20 09 13 07 02 12 00
tool,0,8000,11 05 10 18 04 03 06 13 09 17 14 16 15 01 07 20 08 02 19 12
emoji,1,8000,16 18 14 03 06 20 13 09 10 19 04 00 01 05 07 17 08 12 15 02
wordEF,0,6000,17 01 07 12 05 20 13 03 10 04 19 14 09 08 06 11 18 15 02 16
tool,0,4000,19 08 03 11 02 12 15 10 05 18 07 14 04 13 06 20 16 09 17 01
house,0,4000,14 11 08 16 03 20 12 09 02 17 15 18 07 06 13 19 05 10 04 01
face,0,4000,17 05 10 18 11 14 13 09 12 01 19 07 16 06 15 02 03 08 04 20
wordEF,0,4000,03 12 20 19 07 01 14 04 18 13 11 02 10 08 15 16 05 09 17 06
wordEF,0,8000,07 01 14 10 09 05 15 20 04 16 13 18 06 12 03 02 19 08 11 17
number,1,4000,08 17 19 06 18 15 10 09 20 01 02 00 07 13 11 03 12 05 14 04
face,0,6000,15 13 03 18 14 19 01 17 09 05 02 20 10 11 07 16 12 08 04 06
