cond,hasStar,rest,stim
body,1,6000,14 17 05 19 11 02 01 13 04 03 09 06 08 18 07 15 12 16 00 10
emoji,0,8000,05 17 09 08 06 13 12 03 15 01 19 11 20 02 07 14 10 16 04 18
wordEF,1,8000,19 04 08 12 01 06 02 07 10 15 14 17 05 16 00 13 11 09 18 20
face,1,8000,14 11 06 20 15 04 05 12 17 08 07 10 00 01 19 03 02 18 16 09
number,1,4000,11 13 14 17 08 19 06 04 15 01 03 05 20 18 10 09 00 02 16 12
tool,0,4000,18 11 03 20 07 10 12 06 04 17 14 19 16 09 15 05 02 01 08 13
body,0,4000,16 03 20 07 08 14 01 06 02 09 13 05 15 17 11 12 19 18 10 04
emoji,1,4000,04 09 14 01 13 16 02 11 17 19 12 00 05 08 07 18 15 03 06 10
wordC,0,4000,16 01 04 10 12 11 05 07 02 15 14 13 17 06 19 08 03 09 20 18
wordC,0,4000,19 06 17 08 11 05 02 16 01 20 04 15 07 03 10 12 09 14 18 13
tool,0,4000,15 14 01 07 04 17 09 02 16 13 10 19 05 20 06 03 11 08 18 12
wordEF,0,8000,01 03 14 18 04 05 16 06 15 19 13 10 20 02 12 17 11 08 07 09
emoji,0,4000,06 08 05 07 09 20 16 18 12 13 02 01 04 17 03 10 15 11 14 19
house,0,6000,07 06 20 05 10 18 08 14 11 12 16 04 03 01 09 19 02 15 13 17
wordEF,1,6000,20 16 03 15 17 05 14 09 12 01 10 04 07 06 00 18 13 19 02 08
house,0,6000,17 08 15 05 03 20 18 10 04 12 11 13 06 09 19 02 14 07 01 16
body,1,8000,05 01 17 04 06 02 19 14 18 00 11 08 09 07 15 13 20 03 16 12
number,1,6000,01 11 04 09 20 17 06 08 15 10 18 05 07 00 19 02 03 13 14 16
emoji,1,4000,14 04 15 18 03 06 07 13 20 16 05 11 19 09 17 02 12 00 01 10
emoji,0,6000,20 12 01 06 13 10 02 16 08 09 04 11 05 15 19 17 14 18 03 07
wordC,0,8000,17 09 07 04 16 01 11 02 14 03 18 12 13 05 08 19 10 20 06 15
face,0,6000,08 19 09 12 15 11 17 20 13 18 01 05 03 14 04 16 06 10 07 02
wordC,0,6000,20 07 05 13 11 09 01 02 10 14 18 12 19 03 08 04 17 16 15 06
face,0,4000,07 03 15 04 11 13 09 16 05 02 19 14 10 01 06 08 18 20 17 12
number,1,6000,19 02 18 03 12 16 00 13 04 20 15 06 11 14 10 05 01 09 08 17
wordEF,0,4000,17 06 02 11 20 15 05 07 13 14 16 10 01 09 03 08 12 18 19 04
number,0,6000,08 13 03 20 05 01 06 02 15 10 19 16 12 09 18 11 04 07 17 14
wordC,0,6000,15 07 01 18 05 06 20 17 02 10 19 08 03 09 11 04 13 16 14 12
wordEF,0,4000,10 04 16 17 20 05 06 03 08 15 13 12 07 02 19 14 11 01 09 18
face,0,6000,14 03 16 11 02 15 04 19 08 18 12 20 07 13 09 06 10 05 17 01
house,0,4000,06 09 10 11 15 01 18 20 08 02 04 17 14 13 03 16 12 07 19 05
tool,1,8000,02 09 08 05 20 11 04 03 07 13 18 16 10 17 19 00 14 15 06 01
house,1,6000,10 08 16 06 14 03 19 12 07 05 09 17 00 18 01 11 02 20 15 04
tool,0,8000,20 01 10 18 04 16 08 12 07 03 02 05 15 17 13 11 06 19 14 09
body,1,4000,01 14 04 19 09 16 08 07 06 02 17 10 18 13 00 15 11 12 03 05
tool,0,4000,14 01 11 10 16 03 07 13 08 17 05 15 02 12 09 06 19 20 04 18
house,0,8000,14 20 12 09 13 18 04 02 10 08 19 15 16 11 06 05 07 01 03 17
wordEF,0,8000,17 19 07 05 12 04 20 02 18 14 10 11 09 01 06 15 03 13 16 08
body,1,6000,02 03 16 12 10 14 15 19 08 06 17 04 13 05 00 09 11 18 20 01
house,0,4000,11 06 14 19 16 18 17 15 20 09 12 02 10 08 03 05 01 04 13 07
face,0,6000,07 19 01 17 20 16 02 15 04 10 09 12 11 13 14 08 05 06 03 18
face,1,6000,11 08 15 17 20 19 18 10 07 00 03 12 01 04 02 05 13 16 14 09
tool,0,8000,13 03 14 01 06 07 17 11 12 15 18 16 08 05 02 10 09 19 04 20
number,1,8000,01 04 10 05 20 13 07 00 11 12 14 02 15 03 19 08 16 09 17 06
number,0,4000,10 07 11 19 13 18 09 05 12 03 02 14 15 20 17 16 06 01 04 08
emoji,0,6000,07 06 08 18 20 09 17 13 14 11 02 04 19 03 10 01 15 16 12 05
wordC,0,4000,13 20 15 01 10 11 17 02 03 06 08 14 09 18 19 12 04 05 07 16
body,0,6000,01 04 18 17 06 20 11 12 16 03 07 09 19 13 05 10 02 14 15 08
