cond,hasStar,rest,stim
number,1,4000,01 08 18 11 05 09 03 17 07 19 02 16 00 13 14 15 04 06 20 10
wordEF,1,8000,02 07 05 20 13 18 00 16 09 06 08 14 17 15 03 19 10 11 04 01
tool,0,4000,02 17 06 13 20 08 01 11 04 18 03 07 15 12 10 14 16 19 05 09
tool,1,8000,14 18 10 07 08 12 06 01 02 04 13 20 19 16 15 09 03 00 05 11
tool,0,6000,03 20 08 11 12 19 13 05 18 01 14 04 02 10 15 16 06 09 17 07
body,0,8000,15 01 13 05 04 10 02 03 18 16 07 12 06 20 14 17 09 11 19 08
emoji,0,4000,13 09 07 06 15 18 01 16 17 12 19 05 14 10 11 20 08 03 02 04
wordEF,0,6000,18 02 19 05 13 15 01 03 06 11 20 12 07 10 17 14 16 09 08 04
emoji,0,8000,12 11 17 19 18 04 10 09 20 01 06 08 14 13 03 02 05 07 15 16
house,0,6000,15 12 13 10 08 20 04 02 09 16 14 05 11 07 19 06 18 03 01 17
number,0,8000,11 18 07 01 09 04 12 06 16 03 05 08 17 20 13 15 14 10 02 19
face,0,6000,15 09 08 19 05 02 04 10 01 12 14 06 13 20 11 18 07 16 17 03
wordC,1,4000,09 19 03 20 10 11 02 14 00 07 06 04 12 05 16 13 15 08 01 18
tool,0,6000,14 09 19 02 04 20 16 07 15 05 18 12 10 01 06 13 03 11 08 17
wordEF,1,6000,20 07 12 11 15 01 14 00 19 17 13 09 10 03 02 06 04 08 16 18
emoji,1,4000,12 16 20 06 01 00 19 04 11 17 03 13 14 02 18 15 08 05 09 10
face,0,6000,13 15 01 07 14 04 16 11 18 20 05 19 02 17 03 08 09 06 10 12
tool,0,8000,18 13 04 06 11 05 19 14 20 07 08 09 15 10 02 12 03 17 16 01
wordEF,0,4000,02 17 03 06 13 11 01 18 15 10 20 19 07 09 12 16 14 05 04 08
number,0,4000,04 17 13 16 20 18 05 07 01 08 19 10 09 12 03 11 14 15 02 06
wordEF,1,4000,10 06 20 05 03 11 16 17 09 19 07 01 12 18 02 13 14 04 15 00
tool,0,6000,19 10 18 03 07 20 14 01 12 15 04 11 05 06 13 02 17 09 08 16
wordC,0,8000,12 20 01 02 10 14 05 11 18 15 06 16 19 09 07 08 17 03 13 04
face,1,6000,12 17 02 10 19 05 11 06 04 16 08 01 00 20 07 15 03 18 13 09
emoji,0,4000,13 11 01 03 06 20 09 14 02 08 12 16 19 15 04 07 05 17 18 10
number,1,8000,02 18 19 06 11 20 03 15 05 16 17 12 09 14 10 08 01 00 07 13
wordC,0,4000,15 08 11 14 12 02 09 05 07 04 19 10 03 16 17 20 13 18 06 01
body,0,4000,06 03 17 16 14 04 20 13 12 19 07 08 15 09 10 18 11 01 02 05
wordEF,0,6000,17 03 07 16 20 01 19 04 08 10 11 14 06 09 18 02 15 05 12 13
house,1,8000,15 03 07 19 08 12 04 17 20 16 13 11 14 05 09 18 10 06 02 00
face,1,4000,11 12 19 20 13 07 17 18 02 14 15 16 10 09 08 05 01 06 04 00
face,0,4000,05 15 04 09 06 17 14 13 12 03 19 18 01 20 07 10 16 08 11 02
wordC,0,6000,04 01 12 19 18 06 17 14 07 02 11 15 10 13 08 09 05 20 16 03
body,0,6000,12 13 04 05 01 10 03 11 19 06 20 17 07 16 08 14 02 18 09 15
wordC,0,8000,10 09 05 19 12 03 07 18 13 01 16 15 11 14 06 02 17 08 20 04
emoji,0,6000,06 02 16 11 10 17 15 14 04 05 03 07 12 13 09 19 18 08 20 01
body,1,6000,15 13 10 18 05 04 17 07 02 09 11 01 06 19 08 12 14 00 20 03
wordC,0,6000,04 20 12 15 16 14 08 02 05 17 01 10 18 09 13 03 06 07 11 19
house,0,8000,03 14 16 19 07 15 02 17 06 13 04 08 18 01 05 11 20 12 09 10
house,1,4000,06 07 05 15 10 20 04 00 09 14 11 18 16 12 08 19 03 01 02 13
house,1,4000,03 17 15 05 07 20 06 02 19 09 00 08 04 13 11 14 18 16 12 10
number,0,4000,06 12 16 20 04 13 14 10 11 08 09 05 17 02 19 18 01 07 15 03
house,1,4000,17 09 13 14 20 12 15 16 10 11 02 08 07 05 00 06 18 01 19 03
number,0,6000,17 14 09 15 12 10 03 20 13 18 02 16 08 07 19 01 11 05 04 06
face,0,4000,19 10 16 20 08 17 04 03 13 09 06 05 14 02 18 01 07 15 12 11
emoji,0,8000,18 16 13 08 07 10 05 12 14 03 20 17 01 09 11 15 02 06 19 04
body,1,6000,15 12 03 04 09 10 17 14 02 19 18 05 16 06 07 20 01 00 13 08
body,0,6000,20 12 10 02 17 08 19 01 13 14 07 15 06 04 11 09 03 18 16 05
