cond,hasStar,rest,stim
wordC,0,6000,14 02 06 13 10 12 15 18 08 11 03 05 01 20 09 07 16 19 04 17
body,0,4000,02 18 01 16 20 13 11 06 19 15 05 09 03 12 10 07 14 17 08 04
emoji,0,4000,10 02 12 19 07 16 13 06 14 01 20 11 03 04 18 09 08 05 15 17
wordEF,1,6000,18 08 02 17 12 07 13 10 04 11 05 00 09 20 19 16 15 06 14 03
number,0,8000,09 13 16 07 08 10 18 12 11 01 04 05 14 06 02 20 03 15 17 19
emoji,0,8000,15 07 13 19 01 05 09 14 03 18 06 04 20 08 02 17 11 16 10 12
face,0,4000,18 19 06 09 08 13 16 14 11 07 03 12 04 02 17 20 01 10 15 05
number,0,6000,17 19 01 11 13 05 16 12 18 02 06 04 07 03 15 10 20 08 09 14
face,1,6000,02 12 08 04 03 00 10 13 18 07 15 14 20 05 17 11 09 19 01 06
house,0,6000,11 12 07 03 06 20 09 01 02 13 10 18 15 14 04 16 05 17 08 19
emoji,0,6000,17 20 09 05 15 12 04 01 19 13 07 16 11 03 06 08 02 18 14 10
house,0,4000,07 20 17 01 10 05 19 15 12 06 08 14 09 18 13 02 04 03 16 11
body,1,4000,19 01 02 12 03 09 06 00 07 11 18 20 08 05 13 15 17 16 10 14
number,0,8000,13 20 14 12 18 15 16 11 01 05 03 02 19 06 10 08 07 09 04 17
wordC,0,4000,18 03 19 07 09 17 16 02 10 11 12 15 06 14 08 04 20 01 05 13
body,0,6000,09 10 04 17 07 16 03 13 11 08 14 19 18 12 01 02 05 06 20 15
tool,0,6000,11 17 10 09 02 08 04 16 13 15 03 20 05 14 12 19 18 07 01 06
tool,0,4000,10 18 16 11 07 12 03 04 02 01 06 17 05 09 19 13 08 20 14 15
wordC,0,6000,19 10 03 11 20 01 04 09 08 13 12 16 02 15 17 18 06 05 07 14
emoji,0,8000,09 02 15 14 19 06 16 18 03 13 05 08 17 12 11 10 20 04 01 07
body,1,6000,07 20 11 19 06 12 00 09 05 08 15 03 17 16 04 18 10 02 14 13
number,0,4000,09 03 11 05 15 20 06 19 10 16 01 12 08 04 18 02 14 17 07 13
wordC,0,4000,11 07 08 02 04 15 16 17 03 05 10 14 19 01 18 09 20 06 12 13
house,0,4000,04 08 13 15 16 18 17 03 11 09 06 07 02 14 01 05 19 20 12 10
house,0,8000,09 01 11 15 16 14 04 10 05 18 06 02 07 13 08 12 20 17 19 03
body,1,8000,09 11 04 02 16 00 14 08 20 05 07 12 19 03 15 17 01 06 13 10
emoji,1,6000,01 02 03 06 20 07 14 09 17 19 05 04 10 16 15 12 11 08 00 18
face,0,4000,10 20 05 08 01 11 04 16 06 09 02 15 14 18 19 17 07 13 03 12
wordEF,1,8000,10 05 01 06 17 04 09 08 20 11 07 16 12 02 15 14 18 13 00 03
number,0,4000,18 12 06 07 11 09 04 19 16 02 10 14 01 17 08 03 05 15 20 13
wordEF,1,6000,12 07 15 10 05 20 02 00 01 19 11 14 18 03 17 08 06 13 04 09
emoji,1,8000,20 01 05 04 14 17 08 03 06 15 12 00 10 19 07 02 13 18 11 09
face,0,6000,20 13 17 08 03 09 10 16 11 19 02 14 07 12 04 15 06 05 01 18
tool,1,4000,08 19 15 09 18 13 10 14 00 06 16 07 12 20 05 11 01 03 02 17
tool,0,4000,10 14 12 09 04 05 17 11 02 18 08 07 15 20 03 06 13 01 16 19
wordC,0,6000,11 09 04 12 13 17 01 02 05 07 10 06 03 19 18 14 15 16 08 20
body,1,8000,18 12 19 20 13 15 01 04 11 00 02 08 07 06 05 09 03 16 14 10
face,1,8000,18 16 12 14 13 06 09 05 11 08 04 17 07 19 10 15 00 03 02 20
number,1,4000,01 15 17 04 10 16 02 13 18 00 11 19 08 14 20 06 09 07 03 12
wordEF,0,6000,17 05 19 20 03 12 07 16 02 11 14 09 06 18 15 13 04 08 01 10
tool,0,4000,02 13 11 12 04 18 03 07 17 20 10 06 05 16 14 01 15 08 09 19
house,1,4000,17 01 20 02 14 13 09 16 08 00 06 12 03 10 04 07 19 15 05 11
face,0,4000,05 08 15 17 07 01 19 14 11 18 20 06 03 04 16 12 13 02 10 09
house,0,8000,16 10 05 08 01 03 02 18 14 12 19 13 15 07 17 20 11 09 04 06
wordC,1,6000,10 09 17 04 14 08 11 19 13 02 15 06 20 05 07 01 18 03 00 12
tool,0,8000,05 10 14 03 19 11 06 01 15 07 18 12 09 02 20 16 04 13 17 08
wordEF,0,6000,17 16 07 06 13 03 04 20 02 18 11 12 14 09 05 15 01 08 19 10
wordEF,1,6000,17 05 01 08 09 00 04 12 20 10 16 13 18 14 07 11 03 02 19 06
