cond,hasStar,rest,stim
face,0,8000,14 04 05 12 07 15 16 03 01 09 11 08 10 06 02 19 18 13 20 17
wordC,0,4000,09 08 06 02 10 14 19 16 11 20 15 04 05 13 18 07 01 12 17 03
face,0,8000,13 16 02 06 10 11 18 12 17 20 03 05 01 04 07 19 08 15 14 09
emoji,0,6000,07 17 01 14 06 02 05 11 03 09 20 08 04 12 19 10 15 18 16 13
body,0,4000,05 12 19 06 17 10 18 04 08 09 20 14 01 11 16 03 07 15 13 02
body,0,4000,17 18 19 15 04 08 10 07 14 01 03 13 05 20 16 02 06 11 12 09
body,1,4000,20 02 11 01 07 04 05 15 10 09 08 12 18 03 17 14 00 16 13 19
wordC,0,4000,16 18 04 09 13 06 05 01 19 02 08 11 17 20 07 15 03 10 12 14
wordC,0,6000,16 15 17 09 07 19 10 14 18 12 02 06 20 08 05 13 04 11 01 03
number,0,6000,18 05 13 20 07 16 19 11 06 01 04 02 12 17 09 03 10 14 15 08
number,0,6000,18 05 12 20 10 06 13 16 09 07 19 02 08 14 17 03 04 15 01 11
tool,0,4000,03 12 14 20 10 06 01 19 17 13 02 15 04 08 07 18 11 16 05 09
wordC,0,4000,09 14 18 03 06 19 07 08 10 20 11 05 17 16 15 04 12 02 01 13
face,0,8000,01 20 16 18 12 09 10 15 03 05 19 02 07 11 14 08 17 04 13 06
face,1,4000,08 17 14 07 11 02 10 12 16 05 00 15 06 09 18 20 19 01 04 03
tool,0,8000,08 18 06 16 09 12 10 17 05 03 01 19 14 04 11 15 07 20 02 13
wordEF,1,4000,14 18 16 15 05 12 20 09 01 04 00 02 13 11 07 06 17 19 03 08
face,0,4000,06 08 01 09 10 14 20 15 13 16 07 05 11 04 12 02 17 18 19 03
wordEF,0,6000,02 09 12 17 16 10 04 20 13 08 14 06 01 03 05 11 19 15 07 18
house,0,6000,20 06 08 03 17 11 01 09 15 02 10 07 05 18 16 14 12 13 19 04
emoji,1,4000,02 16 20 08 03 11 13 07 18 17 12 14 06 19 05 04 01 09 00 15
emoji,0,6000,09 13 01 04 10 08 03 15 16 20 12 17 11 14 06 19 18 02 05 07
wordC,0,8000,06 14 20 09 17 13 11 15 05 16 03 19 01 02 10 18 08 12 07 04
tool,1,6000,03 05 08 12 14 10 09 16 11 20 19 15 01 07 06 04 13 00 18 17
wordEF,1,4000,19 06 09 14 12 16 18 00 07 02 20 15 01 10 05 08 13 04 17 03
house,1,8000,08 05 12 11 06 10 13 15 09 19 18 02 01 17 20 00 04 14 16 07
number,0,4000,15 17 20 19 12 18 02 03 04 14 09 01 07 11 06 05 08 13 10 16
house,1,8000,16 08 18 04 09 14 12 02 01 19 06 05 17 15 20 00 03 13 10 07
house,1,4000,05 14 12 01 20 10 09 15 07 11 08 04 06 19 17 00 13 18 02 16
body,0,6000,04 02 12 16 07 20 10 19 08 05 09 03 13 01 18 14 11 17 06 15
emoji,0,6000,11 16 18 08 09 02 14 06 12 01 04 19 15 05 07 03 17 20 10 13
face,0,8000,06 14 13 09 02 05 17 10 04 07 15 03 08 19 16 20 18 12 01 11
body,1,6000,10 16 17 18 01 03 14 02 07 15 19 11 05 13 06 09 04 00 08 20
wordEF,0,6000,04 12 07 08 06 01 02 15 20 16 17 05 18 09 11 14 13 03 10 19
house,0,6000,02 07 08 03 04 15 18 12 05 01 13 11 14 09 06 19 17 16 20 10
tool,0,4000,14 11 05 07 12 13 02 19 15 03 17 20 09 10 01 18 08 04 16 06
emoji,0,8000,06 04 03 10 07 02 12 16 17 09 19 20 11 15 14 01 05 18 08 13
house,1,8000,07 08 10 01 11 16 13 20 03 15 14 17 00 06 04 09 12 02 05 18
number,0,8000,03 19 01 07 13 15 12 11 05 09 18 14 10 17 08 20 02 04 06 16
tool,1,6000,16 13 03 18 04 07 01 20 19 14 12 11 15 05 06 08 00 17 10 02
emoji,1,6000,06 16 13 19 20 10 18 00 02 05 11 01 15 17 07 12 08 04 14 03
body,0,6000,07 01 05 03 10 20 12 04 17 02 15 06 13 19 08 11 18 16 09 14
number,0,4000,03 05 15 18 20 02 04 11 12 01 17 13 10 07 14 08 19 09 06 16
wordC,0,6000,02 10 07 01 11 18 06 19 05 15 13 03 14 09 16 08 20 17 04 12
wordEF,1,8000,12 05 16 18 17 08 19 20 04 01 10 06 15 09 00 07 14 11 02 03
tool,1,4000,11 17 14 20 18 01 07 10 02 09 04 05 06 00 13 12 03 16 08 15
number,0,4000,02 09 03 11 18 04 06 14 13 20 19 10 08 05 07 15 17 01 16 12
wordEF,1,6000,04 01 14 12 09 02 05 18 13 10 16 17 00 03 11 07 15 06 19 08
