cond,hasStar,rest,stim
tool,1,8000,01 05 06 09 20 02 19 08 14 18 11 04 17 10 13 16 07 03 15 00
number,0,6000,13 17 18 07 01 14 02 08 20 05 16 03 11 12 06 19 09 15 10 04
house,0,4000,20 17 01 07 16 19 10 12 14 05 18 04 06 15 02 08 11 13 03 09
wordC,1,4000,09 04 19 02 14 00 08 03 20 18 01 12 05 10 15 13 16 07 06 17
emoji,1,8000,12 04 01 15 05 16 18 08 14 07 13 10 09 17 02 11 06 19 00 20
body,1,4000,11 10 08 12 19 03 04 15 06 07 02 17 16 14 13 20 05 00 01 18
house,0,8000,04 19 08 16 15 14 10 20 09 11 05 17 01 12 06 13 03 07 18 02
face,1,6000,15 19 10 01 11 09 04 05 02 06 03 08 07 12 18 13 16 20 17 00
number,1,6000,04 03 06 13 11 01 17 07 20 05 16 15 19 02 14 08 09 10 18 00
number,0,6000,15 01 14 02 17 18 08 20 07 12 11 16 05 04 13 19 03 06 10 09
number,0,8000,19 06 07 13 15 04 17 20 05 03 16 11 02 18 10 01 08 09 12 14
house,1,6000,03 11 12 20 18 16 09 06 15 05 01 17 10 08 19 14 00 04 13 02
house,1,4000,02 15 13 14 07 10 04 16 20 19 08 09 11 18 12 17 00 06 01 03
wordC,0,6000,16 01 12 10 20 13 15 11 05 18 03 19 04 07 06 08 09 14 02 17
wordC,1,6000,20 03 06 16 15 02 13 00 14 10 09 17 04 12 08 18 11 19 07 01
body,0,6000,12 14 13 06 17 01 16 07 05 15 04 11 08 03 09 19 20 02 18 10
body,0,4000,13 20 16 14 15 01 05 08 17 12 02 06 07 10 11 09 18 19 03 04
wordEF,0,6000,06 15 02 05 11 16 09 18 04 10 20 07 03 01 12 08 13 19 17 14
face,1,4000,09 11 14 06 19 08 20 12 02 03 13 00 15 04 05 07 01 18 16 17
wordEF,0,6000,12 07 11 04 10 08 17 13 09 14 02 16 06 05 19 20 15 01 03 18
wordC,0,4000,15 17 09 01 10 19 03 07 13 05 11 06 16 08 04 12 18 02 14 20
tool,0,6000,05 11 16 06 12 08 20 10 19 02 07 03 01 09 15 14 18 13 04 17
face,1,4000,11 12 15 17 04 16 06 20 02 19 01 09 05 08 00 14 07 13 18 10
emoji,0,6000,03 11 04 10 14 07 08 16 20 09 06 02 12 05 17 01 19 13 18 15
wordEF,0,6000,06 05 02 12 18 17 11 03 01 15 16 07 10 09 14 19 08 20 04 13
emoji,1,4000,06 04 05 18 17 19 14 15 07 12 10 03 16 20 02 00 08 01 13 09
wordC,1,8000,18 12 01 08 07 02 09 13 16 15 19 06 00 05 14 03 04 11 10 20
wordEF,0,8000,20 13 08 01 16 04 06 10 02 12 18 15 19 11 07 17 05 14 09 03
tool,0,4000,02 03 20 11 18 07 06 13 01 17 08 04 12 05 16 10 14 19 15 09
body,0,4000,08 15 05 06 11 02 19 01 13 14 18 07 12 04 17 03 10 09 16 20
wordC,0,8000,08 17 06 11 15 01 04 18 10 20 05 14 07 02 09 12 19 16 03 13
emoji,0,4000,15 09 12 05 08 02 11 17 03 06 10 04 18 20 19 07 13 16 14 01
house,0,8000,06 15 02 11 17 12 01 13 08 19 09 05 10 03 20 18 04 14 16 07
emoji,0,8000,16 04 17 20 12 14 05 13 15 03 19 01 18 10 07 02 09 06 11 08
tool,0,4000,01 06 07 10 18 05 12 20 09 03 16 13 08 04 17 15 02 19 14 11
face,1,4000,16 06 07 12 15 18 14 01 04 08 03 05 10 02 19 20 00 17 13 11
number,0,6000,08 19 04 01 13 02 05 07 03 12 09 06 20 14 15 16 11 10 17 18
wordEF,0,8000,08 01 20 17 09 13 05 11 14 18 04 15 07 06 10 19 16 12 02 03
tool,0,4000,14 19 01 07 10 11 17 04 18 08 03 13 20 05 06 12 16 15 09 02
face,0,4000,01 10 12 18 09 08 16 13 07 19 06 14 04 11 15 05 02 17 03 20
emoji,0,6000,10 20 05 16 07 18 08 11 01 09 06 03 04 14 15 19 17 02 12 13
tool,1,6000,20 02 17 03 04 06 15 13 18 16 09 05 01 07 11 08 14 10 19 00
body,1,4000,05 07 06 08 02 17 11 03 18 09 19 15 20 13 04 00 01 12 16 14
number,0,6000,01 04 20 10 08 06 13 16 11 17 19 07 15 03 02 05 09 18 14 12
face,0,8000,11 20 17 06 13 07 09 05 10 01 16 02 12 18 03 19 04 15 14 08
house,0,4000,20 05 12 09 10 14 18 16 02 13 07 01 08 06 03 11 04 19 15 17
body,0,8000,05 07 01 08 13 04 15 03 02 20 09 18 10 16 17 19 12 11 14 06
wordEF,0,6000,15 09 16 17 11 10 01 13 12 07 14 04 05 03 19 20 18 06 08 02
