cond,hasStar,rest,stim
wordC,0,6000,02 01 18 19 10 05 08 03 14 15 12 20 06 04 11 16 17 09 07 13
number,1,6000,01 18 06 19 20 16 14 10 03 04 11 08 00 15 05 13 09 17 02 12
emoji,0,6000,17 06 20 01 13 03 15 10 19 12 05 09 08 07 14 11 16 18 04 02
face,1,4000,05 16 11 02 15 03 08 10 13 20 18 07 00 01 14 06 17 09 04 12
number,0,6000,09 03 06 17 07 05 12 11 15 10 20 04 16 02 08 19 14 18 01 13
wordEF,0,4000,01 16 15 04 11 13 17 20 03 07 09 02 18 14 08 10 06 12 19 05
body,0,4000,16 11 13 07 06 08 20 04 19 17 18 03 15 02 14 01 12 10 09 05
emoji,0,8000,19 03 08 20 15 02 06 10 09 13 07 18 04 01 11 16 12 17 14 05
number,0,4000,10 05 19 07 18 02 17 08 09 15 16 14 03 01 12 11 04 06 13 20
wordEF,0,8000,15 04 03 06 17 14 01 13 19 08 10 18 20 12 11 16 09 05 07 02
face,0,4000,19 10 17 02 15 06 01 03 09 05 12 07 18 13 04 08 16 11 14 20
house,0,6000,07 12 09 04 13 08 15 16 10 17 18 19 01 20 11 03 14 02 05 06
number,1,4000,16 10 04 15 05 19 12 14 18 13 20 01 11 17 03 02 09 06 07 00
wordEF,1,6000,15 17 02 20 14 18 16 19 08 09 12 11 01 00 06 10 07 04 13 03
body,0,4000,12 04 11 01 16 19 03 17 20 13 09 06 15 18 02 10 14 07 05 08
house,0,8000,14 12 07 01 11 08 04 02 03 17 06 19 13 15 18 20 16 09 10 05
tool,1,8000,12 07 14 05 08 09 16 17 06 10 20 00 02 04 01 03 13 19 18 11
body,0,6000,20 13 07 11 19 10 06 17 15 14 05 04 08 18 16 01 12 02 03 09
wordC,0,4000,12 04 10 15 03 02 08 19 20 01 17 11 09 16 07 14 13 06 18 05
tool,0,4000,19 10 16 14 07 09 11 13 06 05 04 01 12 15 03 20 02 18 17 08
emoji,0,8000,03 06 20 16 14 07 05 04 13 17 18 12 11 15 01 02 10 08 09 19
house,1,4000,19 18 06 01 02 03 00 07 16 14 12 11 17 09 15 08 20 10 13 04
emoji,0,8000,18 20 12 15 09 06 08 05 11 04 01 19 17 02 03 07 13 10 16 14
wordC,1,4000,08 06 07 02 03 11 18 12 09 19 04 17 13 10 15 05 14 20 01 00
tool,1,4000,15 06 12 20 19 13 09 01 08 18 03 05 17 04 00 02 14 11 07 16
face,1,6000,02 06 19 07 14 00 12 09 03 08 11 18 16 17 13 01 20 05 10 04
tool,0,6000,14 05 17 06 01 20 18 03 15 08 11 04 09 12 13 07 19 10 02 16
house,1,6000,16 20 07 01 19 14 06 00 02 18 08 17 11 04 09 15 03 13 12 05
wordEF,0,8000,09 07 18 17 20 11 03 01 06 14 12 15 04 08 02 05 10 13 16 19
wordC,1,8000,15 19 12 20 13 18 17 00 04 16 03 05 14 01 08 11 07 09 10 06
emoji,0,4000,18 10 04 11 08 01 16 19 20 02 15 05 06 07 17 14 12 13 09 03
number,0,6000,17 19 14 10 16 15 08 07 05 12 04 02 18 01 13 03 20 11 06 09
wordC,0,8000,13 10 11 12 18 20 07 05 17 01 08 04 16 02 06 14 03 15 09 19
tool,0,8000,13 06 16 11 05 09 15 14 04 12 10 01 03 02 19 18 20 17 08 07
wordC,0,8000,04 11 12 16 19 15 06 02 13 05 03 14 09 17 08 20 18 07 10 01
house,1,6000,06 11 08 12 09 10 17 18 14 15 20 13 05 02 19 16 01 04 00 07
emoji,1,6000,16 15 04 03 18 08 20 00 01 14 06 02 17 12 19 05 11 09 10 07
body,1,4000,20 06 09 19 13 04 08 10 17 02 11 14 05 16 07 18 03 01 00 15
face,0,8000,07 03 18 04 01 02 14 08 05 12 09 15 11 16 20 13 06 10 19 17
tool,0,4000,15 11 05 07 09 08 17 16 02 06 01 12 10 14 20 03 18 19 13 04
body,0,4000,08 18 13 17 16 19 04 01 06 05 11 09 10 07 12 02 15 03 20 14
wordEF,0,6000,13 15 05 07 09 10 03 04 20 17 11 01 08 02 16 12 14 18 19 06
face,1,6000,12 18 08 01 10 05 20 04 13 03 17 02 09 00 11 14 15 06 19 07
wordEF,0,4000,17 04 12 01 11 09 14 13 03 05 07 10 19 16 20 08 06 15 02 18
number,0,4000,12 09 11 10 13 16 02 14 19 01 15 06 17 03 20 08 07 05 04 18
body,0,6000,20 01 15 14 10 18 07 17 16 08 12 06 09 11 04 02 05 13 03 19
face,1,6000,17 02 13 12 01 11 14 09 15 07 08 04 00 10 16 05 06 19 18 20
house,0,6000,15 06 08 16 12 01 18 14 11 05 13 07 04 03 17 02 19 10 09 20
