cond,hasStar,rest,stim
body,0,4000,07 15 02 13 04 03 18 20 05 09 14 08 19 16 17 12 10 06 11 01
house,0,8000,10 12 19 14 05 08 07 15 20 02 09 04 18 11 01 03 13 17 16 06
house,1,4000,16 17 06 18 09 15 13 11 05 00 10 20 01 03 12 07 02 08 14 19
tool,0,4000,08 03 14 05 07 04 20 11 15 12 02 01 16 19 13 10 18 06 09 17
number,0,4000,16 06 11 13 10 02 18 12 03 14 19 05 20 09 07 17 15 04 08 01
emoji,0,4000,11 12 15 05 18 02 06 08 13 07 20 14 01 03 10 16 17 04 09 19
tool,0,8000,18 02 15 04 17 10 16 13 07 09 06 08 05 19 12 01 11 20 03 14
emoji,0,6000,01 11 10 17 20 15 08 13 12 14 04 16 02 06 09 03 07 19 05 18
tool,1,4000,02 06 12 20 08 18 01 00 11 05 19 03 14 13 10 17 16 09 15 04
body,0,8000,20 02 05 08 13 09 01 12 17 19 14 18 16 03 04 11 06 07 15 10
number,0,8000,14 03 05 07 02 15 17 13 10 08 01 19 18 16 12 09 11 06 20 04
wordC,1,8000,03 15 04 08 12 05 14 17 00 06 01 16 02 20 10 09 18 19 13 07
face,1,4000,07 08 09 15 04 14 13 16 00 12 18 05 01 03 02 11 06 19 17 20
wordEF,0,8000,16 04 17 09 02 12 15 20 01 19 11 13 05 14 03 10 07 08 18 06
tool,1,6000,15 16 11 04 08 00 09 01 18 06 05 12 10 20 14 03 02 13 07 17
wordEF,0,8000,14 11 12 13 09 02 05 16 04 01 15 07 10 20 08 18 06 03 19 17
wordC,0,4000,12 05 04 14 08 20 13 09 03 11 07 17 06 15 02 18 10 16 19 01
tool,0,8000,14 09 04 16 17 15 08 01 03 11 13 19 12 05 10 18 06 20 02 07
tool,1,6000,08 11 12 05 10 18 17 03 19 06 04 09 02 13 15 00 07 16 01 20
number,0,6000,20 08 01 13 12 09 19 11 18 03 06 15 02 10 17 07 16 05 14 04
number,0,4000,06 09 01 08 20 19 05 11 15 13 03 10 16 04 18 02 17 12 14 07
emoji,1,6000,02 20 15 17 13 19 01 07 10 06 09 14 12 00 16 11 05 08 04 18
wordC,0,6000,20 08 12 03 18 13 15 19 02 06 17 05 04 07 11 10 01 16 14 09
body,0,8000,03 06 09 01 04 14 02 12 18 08 16 10 07 15 13 20 19 11 17 05
body,0,6000,03 09 19 16 04 17 13 15 06 05 07 11 20 14 02 08 01 10 18 12
face,0,4000,10 20 16 02 15 19 14 13 11 03 01 12 18 07 17 06 09 05 08 04
house,1,6000,19 13 10 02 03 06 16 04 12 15 17 07 11 01 00 14 18 05 20 09
wordEF,0,6000,09 12 07 18 03 04 15 19 20 01 13 08 05 17 11 02 16 14 10 06
wordEF,1,6000,10 12 08 01 14 16 18 06 11 15 05 03 09 19 04 20 02 13 17 00
wordC,0,6000,03 17 02 13 15 07 05 08 06 18 14 12 19 04 10 20 11 09 16 01
house,0,6000,03 14 09 15 12 10 20 02 17 05 11 07 08 13 19 18 01 16 06 04
wordEF,1,8000,10 01 17 03 02 13 12 15 16 20 09 00 19 07 14 18 11 05 08 06
face,0,4000,01 10 05 03 16 04 11 17 14 19 06 07 15 12 02 08 20 13 09 18
body,0,4000,20 19 12 03 07 05 10 02 17 08 18 01 04 14 11 06 15 09 16 13
face,1,6000,13 05 04 16 11 02 03 14 01 07 19 09 18 20 08 15 10 12 06 00
body,0,4000,07 11 12 08 19 13 02 06 17 20 18 01 10 04 15 03 09 14 16 05
house,1,6000,04 18 11 20 15 03 12 00 09 01 10 16 07 06 13 14 19 05 17 02
emoji,0,4000,06 05 18 07 03 02 09 15 10 14 19 13 11 04 17 08 12 20 01 16
number,1,4000,03 01 17 07 11 16 05 04 14 08 18 00 20 02 09 06 13 12 10 19
wordC,1,6000,04 20 11 06 12 01 18 09 05 02 16 14 19 13 10 08 03 00 15 07
emoji,0,6000,18 05 15 12 10 04 03 17 20 07 16 14 06 19 08 01 09 11 02 13
house,0,4000,09 03 08 05 02 04 17 06 16 10 11 20 07 13 18 14 19 01 12 15
wordC,1,4000,11 17 16 13 04 12 02 05 18 14 08 03 20 09 10 15 19 00 06 07
emoji,0,6000,03 08 01 15 04 11 14 13 19 20 05 09 06 07 18 16 12 10 17 02
face,0,8000,16 11 08 02 17 09 07 04 03 06 18 14 19 10 15 20 05 13 01 12
face,0,8000,16 08 04 20 13 02 15 12 10 01 03 19 14 07 06 09 18 05 17 11
wordEF,0,4000,01 11 20 19 04 14 16 17 10 02 08 07 05 13 06 18 09 15 03 12
number,1,6000,20 15 13 12 06 02 17 05 00 11 07 19 18 03 08 09 16 01 10 04
