cond,hasStar,rest,stim
face,0,4000,16 01 20 19 03 13 18 12 09 17 02 10 07 15 05 14 06 04 11 08
body,1,4000,03 16 13 11 20 00 14 10 01 19 12 17 02 09 07 06 08 15 05 18
wordC,0,8000,02 08 05 14 10 11 04 20 19 15 07 13 12 01 17 03 09 16 18 06
number,0,4000,06 02 12 07 16 19 11 08 04 05 17 18 01 15 03 09 13 14 10 20
wordEF,0,4000,14 05 20 16 12 06 07 08 03 09 10 01 11 04 19 18 02 15 13 17
tool,1,4000,04 07 15 16 11 01 03 10 05 13 19 00 14 06 02 12 08 18 17 20
face,1,4000,09 10 13 01 12 19 07 08 18 04 16 02 05 15 20 00 11 14 17 03
face,0,8000,18 01 10 17 15 19 05 12 20 06 13 02 16 14 11 03 04 09 07 08
emoji,0,8000,05 18 19 07 09 02 12 03 14 08 13 16 15 11 01 17 20 10 04 06
wordC,0,6000,10 02 07 04 19 11 15 20 08 01 06 13 03 14 05 12 18 17 09 16
number,1,6000,09 10 07 17 05 14 06 11 00 20 12 13 15 03 18 16 04 02 19 01
wordC,0,6000,15 12 04 02 07 03 06 08 19 13 20 10 11 17 09 01 05 14 18 16
emoji,0,8000,09 13 18 19 20 17 06 16 15 10 05 08 12 04 14 02 03 11 07 01
tool,0,6000,06 03 20 04 17 08 15 16 01 05 18 11 12 14 13 09 07 02 10 19
number,0,6000,01 07 10 12 02 03 06 13 18 17 16 04 20 09 14 19 11 15 05 08
wordEF,1,6000,14 19 09 13 20 07 12 00 03 01 02 08 05 04 17 16 10 15 06 11
body,0,4000,14 08 03 09 13 19 02 20 16 07 12 18 01 04 10 06 05 11 17 15
emoji,0,6000,06 16 02 04 17 12 08 10 07 03 13 14 18 01 05 15 11 19 20 09
wordEF,0,8000,10 20 04 03 16 02 13 06 17 18 09 11 12 08 01 14 19 15 05 07
body,0,4000,10 01 06 09 17 20 19 08 02 16 14 05 11 13 03 07 15 18 04 12
wordEF,1,6000,07 02 03 01 05 10 20 09 19 11 06 14 12 18 15 16 17 00 08 04
number,0,6000,10 16 01 19 11 12 09 02 13 20 07 18 03 05 15 17 06 04 14 08
number,1,6000,10 17 18 12 01 16 09 19 15 13 02 06 08 03 20 05 14 11 00 04
face,0,4000,13 01 09 06 17 03 08 10 14 19 15 16 18 07 05 04 12 02 11 20
body,0,8000,02 07 12 16 03 10 09 08 20 04 05 11 13 17 01 19 14 15 06 18
wordC,0,8000,10 12 09 17 05 07 02 15 11 13 18 06 16 20 08 04 14 03 01 19
house,0,8000,08 17 20 10 06 02 09 11 04 14 03 05 12 13 19 01 18 07 15 16
face,0,8000,15 02 16 13 11 04 14 18 10 01 17 19 09 08 05 12 07 03 06 20
wordC,1,6000,16 05 07 04 09 14 17 10 15 06 08 19 13 20 11 01 12 03 00 18
wordEF,1,4000,08 11 15 12 14 13 00 09 18 04 19 06 05 17 20 10 07 02 01 16
tool,1,6000,17 06 05 07 12 09 01 14 00 11 18 19 03 13 16 08 20 02 15 10
body,0,4000,16 15 01 14 06 08 20 04 07 11 09 13 03 12 10 19 02 05 17 18
tool,0,4000,12 18 05 13 02 09 03 17 10 08 16 11 15 01 19 20 04 14 07 06
house,1,6000,17 10 09 04 18 13 14 00 12 02 06 16 11 07 03 08 01 05 20 15
body,0,6000,07 12 14 04 20 19 08 16 13 10 11 01 05 18 02 15 17 09 03 06
wordC,0,4000,10 15 20 08 06 04 09 14 01 02 07 18 05 17 11 16 03 12 19 13
house,0,4000,18 19 06 02 15 04 09 13 11 03 14 01 07 20 05 12 16 10 08 17
emoji,0,8000,15 08 19 12 06 07 13 09 18 20 16 01 17 11 04 03 14 05 10 02
face,0,6000,18 19 11 13 12 17 04 07 08 16 15 02 06 09 05 20 14 01 03 10
number,1,4000,01 11 12 18 19 09 16 05 04 13 20 08 00 14 06 07 17 03 02 10
tool,1,8000,19 02 12 16 01 04 11 18 17 06 07 00 08 13 14 20 03 10 09 05
house,1,4000,01 06 18 05 07 16 10 13 03 09 00 04 17 02 20 15 14 12 11 08
wordEF,0,8000,02 10 15 13 01 20 08 14 19 04 07 05 17 09 06 16 03 11 12 18
emoji,1,4000,05 06 02 12 13 19 00 20 14 08 10 17 16 01 11 04 18 07 09 15
tool,0,4000,14 18 08 16 06 15 11 17 05 12 04 02 20 07 03 10 01 13 09 19
house,0,6000,05 10 11 16 01 14 17 12 13 18 09 19 04 20 06 02 03 08 07 15
emoji,1,6000,03 02 11 08 15 20 01 16 09 18 17 04 06 10 14 13 19 12 00 07
house,0,6000,16 15 12 17 07 03 14 19 06 18 11 10 13 02 05 01 04 08 09 20
