cond,hasStar,rest,stim
wordEF,0,6000,13 16 08 10 02 19 20 05 15 14 18 09 01 11 12 06 07 03 17 04
wordC,0,4000,15 11 07 09 01 20 19 10 04 06 03 16 18 17 02 13 08 14 12 05
emoji,1,8000,03 13 08 05 06 17 16 15 04 01 12 00 11 09 20 19 10 02 07 14
house,0,4000,14 13 15 01 08 20 17 09 03 07 12 18 06 19 04 16 10 05 02 11
face,0,8000,13 15 03 09 18 16 12 19 08 01 11 20 06 14 07 02 17 10 05 04
face,0,4000,14 19 20 11 16 17 06 09 08 13 01 12 03 07 04 18 15 10 05 02
tool,0,8000,03 04 01 20 08 18 11 12 02 07 09 05 15 16 13 10 17 19 06 14
body,1,4000,16 01 03 20 11 09 08 00 19 02 18 14 04 17 15 07 05 12 13 06
number,0,6000,18 07 19 17 09 11 02 15 14 20 06 08 03 12 05 16 10 04 13 01
body,0,6000,08 03 15 16 06 13 19 02 10 01 05 14 11 12 17 09 20 04 07 18
house,1,8000,15 18 10 20 03 00 05 17 11 09 16 13 08 02 12 01 14 07 06 19
tool,0,6000,14 07 10 11 16 15 08 02 13 09 20 06 01 03 19 18 12 05 04 17
wordEF,0,4000,12 15 05 09 07 11 18 08 16 20 10 17 06 13 03 02 14 19 01 04
emoji,0,6000,19 12 10 03 07 13 04 11 14 01 08 05 02 17 09 15 16 20 18 06
emoji,0,4000,11 09 14 16 10 12 18 06 19 15 03 05 07 04 20 01 02 17 13 08
tool,0,6000,03 06 19 01 16 11 04 02 10 15 09 08 12 07 20 17 14 05 18 13
wordC,1,4000,10 12 04 16 02 18 14 00 09 03 01 05 20 08 13 17 19 06 07 15
wordC,0,6000,08 12 13 02 16 15 06 18 14 10 05 19 09 20 11 03 01 07 17 04
number,0,6000,02 19 09 01 15 13 20 06 05 12 16 11 14 18 03 17 10 07 04 08
emoji,0,4000,01 02 03 14 19 18 10 08 12 13 09 06 04 05 20 17 07 11 16 15
face,0,8000,18 17 01 06 05 13 14 09 04 16 03 07 15 11 19 20 02 08 12 10
house,1,4000,14 09 07 12 04 10 11 17 18 20 03 05 13 08 19 00 02 15 06 16
wordC,1,4000,05 03 18 01 17 15 16 00 04 10 08 13 11 19 09 06 07 20 12 14
wordC,1,8000,08 01 20 16 15 06 09 14 18 13 11 10 05 00 02 03 19 12 17 04
body,0,8000,18 01 14 05 13 09 17 08 03 02 20 16 15 10 11 07 12 06 04 19
face,0,4000,08 04 16 20 06 13 12 15 10 17 07 14 19 03 18 02 01 05 11 09
number,1,6000,10 01 09 02 15 04 16 11 20 00 14 13 05 18 12 06 07 03 08 17
wordEF,0,6000,09 12 03 13 08 15 06 10 02 14 11 17 04 05 07 20 01 18 16 19
number,0,8000,06 01 12 07 20 05 10 17 02 09 11 14 16 13 18 19 03 15 08 04
wordEF,1,6000,14 04 01 13 05 07 17 20 15 06 09 00 12 08 02 18 11 10 16 03
face,1,4000,12 16 08 19 06 15 09 00 02 07 04 11 01 17 20 03 13 18 10 14
emoji,0,8000,13 03 06 07 08 17 18 19 12 04 14 10 20 02 15 11 01 05 16 09
tool,1,6000,07 17 12 13 03 02 15 04 18 20 10 14 06 00 09 01 05 11 19 08
wordEF,1,4000,12 17 14 07 16 10 09 02 06 05 03 01 18 19 11 08 20 15 04 00
emoji,0,4000,16 12 18 19 06 01 05 11 08 15 10 13 17 14 02 07 04 09 03 20
house,0,4000,03 14 19 06 04 05 17 15 07 13 10 12 01 11 18 02 20 08 09 16
wordC,1,8000,04 09 03 15 01 06 17 14 19 18 20 05 08 13 12 16 07 11 00 10
face,0,6000,10 03 19 15 02 12 04 20 07 11 14 06 05 09 08 16 13 18 17 01
house,1,6000,08 06 02 11 16 14 18 20 12 04 09 19 10 17 00 03 01 05 15 13
number,0,4000,12 17 01 02 10 14 20 04 09 03 16 06 08 13 15 07 18 11 05 19
body,0,6000,02 04 03 14 11 12 15 10 01 05 13 16 18 06 08 19 20 09 07 17
tool,1,4000,11 13 06 17 19 12 20 00 18 04 08 09 16 05 03 15 01 10 14 02
wordEF,0,8000,10 15 19 20 14 02 11 06 01 08 07 13 17 05 18 16 09 03 12 04
body,0,6000,08 17 14 13 11 05 19 18 16 09 15 12 20 06 01 02 10 07 04 03
house,0,6000,15 06 17 03 13 08 05 01 12 20 04 16 11 10 07 14 18 09 02 19
number,0,4000,18 13 12 05 14 04 19 01 17 11 10 02 06 16 07 20 15 08 09 03
body,0,8000,12 17 07 18 13 03 06 09 16 15 14 19 08 11 04 20 10 02 05 01
tool,1,6000,04 13 14 16 07 05 15 12 01 18 06 11 08 02 10 03 09 20 00 17
