cond,hasStar,rest,stim
body,1,4000,17 14 16 02 04 06 11 19 01 18 20 09 03 00 12 10 13 05 15 08
house,0,4000,17 05 03 08 15 06 14 19 07 04 11 18 02 09 20 12 16 10 13 01
wordC,0,8000,17 15 10 18 06 01 16 08 02 12 07 19 14 03 09 11 05 04 13 20
house,0,6000,16 01 07 11 14 19 13 15 20 02 05 06 17 03 10 08 09 04 12 18
number,1,8000,08 20 05 15 17 13 11 14 07 10 03 19 00 09 16 02 06 18 01 12
emoji,0,4000,19 17 02 07 11 10 15 09 13 08 05 20 06 18 01 16 14 03 12 04
body,1,8000,19 10 06 20 09 02 00 03 16 11 07 01 17 08 15 14 13 18 04 12
tool,0,4000,05 14 04 02 18 13 19 07 17 11 09 03 08 12 20 16 06 01 15 10
wordEF,1,8000,08 10 01 09 17 15 16 00 14 04 05 12 13 19 11 02 03 20 06 07
face,1,4000,12 18 13 09 04 10 02 00 06 15 17 11 05 16 07 03 20 19 14 01
wordC,1,4000,16 20 10 07 08 13 01 02 03 15 09 04 17 12 05 18 19 06 11 00
number,0,6000,13 04 17 01 18 02 12 06 05 14 08 19 10 07 03 20 16 11 15 09
emoji,0,8000,07 02 06 14 05 08 13 17 11 04 15 18 12 20 03 09 19 16 01 10
face,0,6000,10 11 03 06 13 14 08 12 09 05 18 04 16 19 15 01 02 20 17 07
house,0,8000,12 10 05 18 20 15 07 04 19 11 08 09 06 17 03 16 13 14 02 01
wordEF,0,4000,07 13 08 16 10 09 17 18 20 04 01 02 19 03 05 15 06 11 14 12
wordC,0,8000,06 07 03 12 09 19 20 13 04 17 02 05 11 08 16 10 01 18 14 15
tool,0,6000,10 09 05 15 06 08 01 12 07 16 03 14 02 11 17 04 19 18 13 20
wordEF,0,8000,13 02 12 07 10 08 03 04 14 18 05 20 19 16 01 06 17 11 09 15
number,0,6000,06 03 04 16 20 02 08 14 11 01 17 07 10 18 19 15 13 12 09 05
body,1,6000,08 20 02 01 03 07 14 19 17 12 05 18 13 04 06 16 11 15 00 10
wordC,0,4000,07 15 03 11 19 16 18 01 06 02 17 09 13 20 12 14 10 05 08 04
wordEF,1,4000,01 12 16 10 07 18 06 20 17 11 02 05 00 03 15 19 09 13 14 08
house,0,6000,18 11 03 15 20 10 07 06 16 08 19 02 04 13 14 09 12 05 17 01
number,1,4000,01 08 17 16 07 20 18 02 13 11 14 05 15 19 00 10 09 06 04 03
emoji,0,4000,18 17 01 07 02 20 12 06 15 03 10 09 08 14 16 05 11 13 04 19
tool,0,6000,14 13 02 19 20 12 16 06 07 05 03 15 08 09 17 11 04 01 10 18
face,0,4000,08 06 02 15 10 17 12 19 07 05 03 20 04 09 13 14 16 11 18 01
face,0,6000,13 05 01 09 04 07 20 08 10 02 17 14 16 19 15 03 06 12 11 18
house,1,6000,06 08 16 13 12 05 02 00 07 20 09 04 15 19 18 10 17 01 11 03
body,1,4000,06 16 15 14 11 12 07 02 20 13 19 00 17 18 01 03 04 09 10 08
wordC,0,8000,01 12 02 06 08 13 09 03 20 15 11 10 04 07 17 05 18 14 16 19
house,0,8000,12 07 06 17 03 18 08 11 05 01 14 20 13 09 16 10 15 02 19 04
number,0,6000,20 18 05 15 03 08 14 07 06 19 17 16 04 09 11 12 10 13 02 01
tool,1,4000,17 10 04 18 15 03 19 06 16 05 13 01 14 00 07 20 08 12 11 09
body,0,8000,05 07 13 06 08 17 01 15 04 10 20 02 18 16 19 11 14 03 12 09
emoji,1,6000,05 08 12 17 09 03 02 10 19 16 18 13 11 04 14 06 00 07 01 15
tool,1,6000,18 04 01 02 05 00 17 13 14 08 16 20 15 07 06 19 09 03 11 12
number,1,4000,07 10 15 17 03 00 20 04 12 14 08 19 09 02 05 18 13 06 01 16
emoji,0,6000,08 11 06 18 01 03 05 04 19 13 17 12 20 09 15 07 02 10 14 16
wordC,0,6000,13 04 11 06 17 02 16 07 09 12 10 08 20 18 05 19 03 01 14 15
face,1,4000,09 14 13 17 07 06 20 04 11 08 16 10 18 02 12 00 15 19 01 05
wordEF,0,6000,08 04 14 03 02 09 19 17 11 15 06 12 05 13 10 01 18 20 16 07
wordEF,0,6000,03 13 01 09 17 20 16 02 04 08 06 18 07 14 15 11 12 19 10 05
emoji,0,4000,01 04 03 09 20 11 06 02 10 12 08 05 16 14 19 07 18 15 13 17
body,0,8000,05 17 07 02 08 19 15 11 09 18 06 20 04 12 01 03 16 14 10 13
tool,0,4000,09 07 19 10 11 14 13 04 16 01 17 12 08 05 06 15 20 02 18 03
face,0,6000,19 15 18 03 10 13 07 16 12 17 04 02 09 06 14 11 20 05 01 08
