cond,hasStar,rest,stim
wordC,1,6000,16 20 03 09 19 04 05 06 10 15 11 01 07 17 14 18 00 13 02 12
wordEF,0,8000,05 01 14 03 08 07 06 09 20 04 15 18 17 16 11 02 12 10 13 19
emoji,0,8000,15 12 18 20 09 10 11 04 17 01 19 07 03 08 13 05 06 02 14 16
wordC,0,4000,11 19 20 16 06 15 13 04 07 05 09 10 02 18 12 03 01 08 17 14
number,1,4000,07 01 04 14 02 17 09 18 00 08 15 19 03 10 11 05 20 16 06 12
body,0,6000,10 06 18 19 15 01 05 16 12 04 14 17 13 20 08 07 03 11 09 02
body,0,4000,06 04 12 13 11 17 08 09 18 07 02 01 10 14 16 20 03 05 15 19
wordEF,0,4000,10 06 02 19 13 08 18 17 07 03 11 04 16 12 09 15 01 14 20 05
number,0,4000,09 16 12 19 11 03 18 05 08 02 07 13 06 15 10 20 17 01 04 14
emoji,1,8000,12 19 15 09 04 14 02 16 00 10 13 03 06 18 07 20 05 17 01 08
number,0,4000,08 19 20 18 01 16 06 07 15 14 17 09 11 05 10 04 12 02 03 13
face,0,8000,05 08 03 06 15 04 14 17 12 09 18 07 16 02 11 13 20 19 10 01
wordEF,0,6000,11 14 04 05 15 08 20 06 01 07 03 16 02 10 13 17 18 12 09 19
emoji,0,6000,07 12 09 15 01 05 20 17 03 19 08 04 14 10 18 06 13 02 11 16
number,0,8000,17 02 14 01 15 20 19 11 03 05 09 08 13 18 07 06 04 12 16 10
tool,0,6000,05 19 10 06 01 13 04 14 03 20 15 07 12 08 17 02 09 11 18 16
face,1,4000,06 03 10 20 07 17 00 15 19 04 09 13 14 12 18 02 05 16 11 01
tool,0,8000,17 02 11 10 18 16 08 15 06 12 13 04 19 05 20 03 09 14 07 01
tool,0,6000,11 07 19 20 10 03 16 02 15 06 13 09 01 05 17 08 12 04 14 18
tool,1,6000,20 11 19 17 14 01 05 07 10 08 03 02 16 13 06 00 18 04 09 12
wordC,0,8000,02 13 08 11 03 15 18 05 16 01 10 04 09 20 06 12 07 17 19 14
number,1,8000,02 11 17 18 13 10 06 01 04 07 20 14 00 19 09 12 16 05 03 15
face,0,6000,20 15 17 18 14 10 03 13 06 19 08 11 07 01 09 12 05 16 04 02
house,0,4000,08 04 20 10 06 12 01 05 19 13 03 17 02 07 18 14 15 11 09 16
wordC,1,4000,14 09 16 13 15 00 07 20 10 18 04 08 12 11 01 19 06 17 05 03
house,0,6000,09 04 05 06 10 07 03 14 17 15 19 02 01 18 16 11 08 20 13 12
body,0,4000,14 13 08 03 20 12 17 18 11 19 10 01 05 04 07 16 02 15 06 09
house,1,8000,01 18 16 10 05 17 07 00 20 09 11 14 13 08 06 19 04 02 12 15
face,1,4000,12 18 08 11 10 02 05 01 07 17 15 06 20 19 03 13 16 00 09 14
body,0,6000,12 10 19 20 18 17 03 07 02 15 05 04 08 14 16 09 11 13 01 06
house,0,8000,05 14 09 04 12 18 11 02 17 06 13 08 16 20 03 07 15 10 01 19
body,1,4000,07 17 11 04 12 03 09 18 06 01 00 19 14 10 20 15 08 13 05 16
wordC,1,8000,03 09 11 07 16 15 06 05 17 10 04 01 02 18 19 12 13 20 00 08
face,0,4000,03 12 07 17 05 20 10 04 15 13 06 11 18 09 14 02 16 08 19 01
face,0,6000,07 15 09 02 03 18 19 10 11 20 16 13 12 05 04 01 14 17 06 08
wordEF,0,6000,03 01 15 10 05 20 07 06 17 19 16 08 04 02 09 13 18 14 12 11
emoji,0,4000,02 07 13 11 01 05 16 20 18 19 10 09 15 12 17 03 04 14 08 06
house,0,6000,10 13 19 20 07 12 09 14 06 18 11 02 04 15 16 05 03 08 17 01
number,0,6000,05 07 08 19 02 13 17 16 11 15 12 20 03 09 10 18 04 01 14 06
house,0,6000,14 17 10 02 04 05 19 11 18 16 13 15 09 20 06 07 08 12 01 03
body,1,8000,12 02 11 06 07 19 13 17 10 09 04 08 00 01 16 14 03 20 05 18
emoji,1,6000,17 10 20 14 09 15 19 13 12 02 11 18 08 05 04 00 07 03 01 16
wordC,1,4000,03 08 01 19 14 18 04 16 02 12 13 00 06 07 15 05 11 20 17 10
tool,0,4000,05 07 14 02 16 17 09 08 11 20 13 19 10 03 06 12 04 18 15 01
wordEF,1,4000,01 18 07 20 05 04 03 17 08 12 00 10 06 11 13 02 16 19 14 09
emoji,0,4000,06 07 20 16 01 08 17 03 14 15 09 10 02 13 19 05 04 11 18 12
wordEF,0,6000,11 01 16 17 03 19 14 18 10 08 15 05 04 12 09 06 13 20 02 07
tool,1,6000,12 17 09 15 07 11 00 04 18 01 19 14 08 06 03 10 02 20 05 16
