cond,hasStar,rest,stim
number,0,4000,06 04 14 01 11 12 13 03 17 15 16 05 10 08 07 18 02 20 09 19
face,0,8000,02 01 13 14 05 07 09 04 19 12 03 11 20 08 15 18 10 16 17 06
wordEF,0,6000,14 17 07 01 12 16 08 04 05 06 19 18 20 10 11 02 09 15 03 13
emoji,1,6000,08 16 06 18 12 07 00 09 15 13 19 11 03 04 05 17 10 20 01 02
tool,0,4000,14 03 05 13 09 16 19 11 08 17 01 12 18 15 20 02 07 04 10 06
number,0,6000,09 20 18 10 12 15 13 03 08 17 11 06 16 07 01 04 14 02 19 05
body,0,4000,09 11 19 02 14 07 15 08 18 17 10 12 06 05 13 16 01 20 03 04
face,0,6000,20 15 14 01 07 03 13 16 08 06 04 18 19 02 17 10 05 09 12 11
face,0,4000,18 05 17 02 09 20 07 16 08 10 01 11 03 04 15 14 06 19 12 13
wordEF,0,8000,03 12 20 07 02 08 14 15 11 17 19 04 05 18 01 13 06 09 16 10
body,1,4000,05 15 06 11 04 01 19 20 14 03 13 17 00 09 10 12 07 08 18 16
face,1,8000,18 02 16 12 20 01 04 10 06 19 09 11 07 05 08 13 14 15 00 17
number,1,6000,08 05 20 09 18 06 01 11 07 16 17 00 10 04 02 19 14 12 13 03
body,1,8000,20 03 11 14 08 04 13 05 01 15 02 09 07 00 18 17 16 06 12 19
house,0,8000,13 04 16 11 08 10 17 01 19 07 02 06 03 14 18 20 12 15 09 05
body,1,4000,06 05 20 12 10 14 00 15 03 11 09 18 19 01 07 02 16 13 08 04
number,0,6000,16 20 04 05 12 07 11 10 03 13 01 09 14 19 17 15 18 06 08 02
wordC,0,4000,09 02 12 17 13 20 15 08 18 10 16 14 03 01 04 06 19 07 11 05
wordC,0,8000,20 10 08 16 03 06 04 09 19 18 01 13 12 17 07 14 11 15 05 02
emoji,1,8000,17 05 08 11 07 19 18 02 06 00 20 04 15 10 09 13 14 01 03 16
tool,1,4000,17 06 11 03 04 15 19 12 14 13 18 10 01 08 00 20 09 02 07 05
body,1,6000,05 02 16 04 10 14 20 13 17 18 07 03 00 09 08 01 15 19 12 11
number,0,4000,11 04 19 12 13 14 07 01 09 20 08 02 16 05 18 06 10 15 17 03
house,0,6000,18 07 14 01 05 17 08 11 10 15 09 20 13 19 02 16 03 12 04 06
house,0,4000,08 16 15 17 13 20 02 03 06 09 18 04 05 12 11 10 01 14 19 07
tool,1,6000,01 02 04 18 12 13 11 10 14 19 20 15 06 05 17 07 03 00 08 09
wordC,0,6000,13 14 19 06 01 10 02 15 07 20 12 18 16 03 04 11 05 09 17 08
wordEF,0,8000,16 10 19 11 06 01 17 12 20 13 02 08 07 05 04 18 03 15 14 09
body,0,8000,13 04 18 08 10 16 02 03 20 17 09 12 05 11 01 07 06 14 15 19
emoji,0,4000,16 14 12 09 01 08 13 03 20 02 07 18 17 10 06 05 15 11 04 19
face,0,8000,19 13 09 02 06 05 04 16 10 12 20 07 15 03 17 01 18 08 14 11
wordC,1,4000,09 14 19 04 07 06 13 05 08 00 20 15 01 03 17 02 16 12 10 18
wordC,0,6000,16 05 12 18 09 11 01 04 07 03 10 08 14 17 13 06 20 19 02 15
emoji,0,6000,10 03 06 12 01 20 08 02 16 13 04 15 18 11 09 19 17 14 07 05
wordEF,0,6000,19 11 16 17 02 05 10 01 14 15 20 13 12 03 04 08 09 07 18 06
house,0,6000,15 04 02 05 12 13 19 11 16 10 17 03 06 20 14 08 01 09 07 18
tool,0,4000,17 11 20 18 08 01 03 15 07 02 13 05 12 06 10 14 16 19 04 09
tool,0,4000,12 20 14 09 18 19 15 01 02 13 16 10 08 17 11 03 04 06 05 07
wordEF,0,6000,20 02 05 08 06 19 16 18 01 09 12 07 13 04 14 17 03 15 11 10
emoji,0,4000,19 06 15 01 14 13 09 11 10 04 08 17 05 16 03 18 12 02 20 07
house,1,8000,15 18 19 06 03 05 16 07 04 13 20 01 17 00 08 11 10 02 14 09
house,1,4000,06 16 11 12 05 09 04 03 14 07 19 18 08 20 00 13 01 02 15 10
wordC,1,4000,08 15 14 18 05 11 13 16 02 03 00 10 17 06 09 07 04 19 01 20
number,0,8000,17 02 14 09 01 04 13 15 11 05 03 12 08 19 20 06 18 10 07 16
tool,1,4000,17 06 05 10 02 13 18 14 09 07 04 08 20 16 12 19 15 11 00 01
wordEF,0,6000,16 13 09 19 15 05 03 18 08 07 14 01 12 10 17 04 06 02 20 11
emoji,0,6000,12 08 01 15 09 05 07 02 11 16 10 18 13 04 17 20 03 06 14 19
face,1,6000,07 15 09 10 05 04 19 11 01 14 18 12 06 13 02 20 16 00 17 08
