cond,hasStar,rest,stim
wordEF,1,4000,16 02 06 18 04 19 15 08 12 07 13 14 01 03 11 17 05 20 00 10
house,0,4000,18 15 19 01 04 07 11 12 08 06 10 13 02 09 20 03 14 16 17 05
emoji,1,8000,09 07 10 15 20 14 01 00 08 11 02 18 13 06 16 19 05 03 04 12
number,0,4000,06 20 01 09 13 16 18 14 19 10 03 12 15 04 07 05 08 11 17 02
wordEF,0,6000,10 15 14 08 20 03 17 02 06 01 11 07 05 09 13 12 18 04 19 16
wordC,0,4000,04 17 06 11 20 03 19 09 13 12 16 05 02 14 07 10 01 15 18 08
tool,0,6000,13 11 18 02 04 09 10 07 08 03 19 06 15 14 17 20 12 05 16 01
emoji,0,4000,06 11 10 03 19 01 13 02 20 08 18 17 15 04 09 05 16 14 12 07
face,1,4000,06 01 07 15 16 11 12 17 02 04 10 09 20 18 00 19 14 05 13 03
wordEF,0,8000,19 17 06 01 08 11 13 20 05 09 10 02 04 18 15 16 14 03 12 07
body,0,6000,07 19 13 14 01 12 06 09 16 15 11 18 02 17 03 10 04 20 05 08
wordC,0,4000,03 14 20 19 04 10 12 02 16 08 15 17 07 13 06 11 01 18 05 09
wordEF,0,4000,20 15 17 02 19 05 08 10 13 01 04 09 16 12 07 03 06 18 11 14
emoji,0,6000,15 02 18 03 10 12 11 14 13 07 04 06 09 20 05 17 16 08 19 01
face,0,8000,02 20 14 13 15 07 04 10 19 11 16 18 17 06 09 01 05 08 12 03
number,0,6000,08 11 18 14 05 20 03 10 06 04 02 13 19 15 07 01 16 12 09 17
house,0,4000,14 20 08 19 12 06 10 13 17 02 01 04 11 18 05 16 09 03 15 07
emoji,0,6000,07 04 18 06 20 09 13 14 12 01 05 17 03 08 11 10 16 02 15 19
emoji,1,6000,14 17 04 01 07 16 19 18 00 02 06 20 12 11 08 10 09 13 15 03
number,0,8000,01 05 18 20 15 14 08 11 13 06 03 12 10 16 04 17 19 07 02 09
tool,1,8000,02 09 10 19 13 00 04 14 17 06 07 08 12 01 05 18 16 15 20 03
tool,0,4000,20 18 13 15 19 02 03 16 09 14 04 01 12 07 08 10 11 06 05 17
wordC,1,8000,10 09 07 12 18 04 14 17 15 16 01 06 08 20 13 11 05 03 02 00
body,1,6000,06 18 05 19 12 20 01 11 03 09 15 14 16 07 13 00 10 02 04 17
emoji,0,6000,14 20 15 01 06 18 02 11 03 13 12 16 09 10 04 17 19 07 05 08
body,0,4000,08 07 03 02 16 10 13 12 11 05 06 01 14 17 09 04 20 15 19 18
house,0,6000,14 09 05 11 08 15 19 01 03 02 04 20 18 13 17 10 07 16 06 12
wordC,0,4000,03 07 02 08 15 13 14 20 04 19 17 01 10 12 11 09 16 05 06 18
body,0,8000,04 08 16 02 15 11 05 06 03 09 07 18 12 20 17 10 14 13 01 19
tool,0,6000,13 16 06 10 03 09 19 07 12 08 14 11 20 02 01 18 17 05 04 15
face,1,6000,06 16 18 08 17 05 09 14 15 07 10 20 04 02 03 11 12 00 01 19
face,0,4000,16 11 13 02 19 20 18 15 09 08 03 04 06 12 07 01 05 14 10 17
face,0,8000,16 14 08 10 11 18 19 02 07 12 03 06 17 15 13 01 05 09 04 20
wordC,0,6000,10 07 13 14 15 17 06 19 04 09 20 02 16 18 01 11 12 08 05 03
wordEF,0,4000,13 20 07 12 11 18 02 04 01 05 08 19 06 17 15 09 03 10 14 16
body,1,8000,18 14 11 02 20 17 05 08 10 07 00 15 19 03 16 13 01 12 04 06
house,1,4000,19 17 04 05 01 03 10 12 08 16 07 15 06 20 11 02 00 13 18 09
tool,0,8000,08 04 19 09 16 07 10 02 14 13 01 20 06 11 03 17 18 12 15 05
number,1,6000,14 12 02 17 03 07 09 16 10 15 06 00 01 04 13 19 05 18 11 20
wordC,0,6000,12 19 09 11 07 18 06 10 20 13 15 08 16 04 02 14 17 03 05 01
face,1,6000,18 13 17 08 04 05 19 16 02 20 01 09 03 10 00 06 07 14 12 11
number,1,4000,13 20 14 06 08 00 16 18 05 01 12 04 07 17 10 19 15 11 02 09
wordEF,1,8000,14 11 05 03 06 20 16 18 02 17 00 19 12 09 15 08 04 13 01 10
tool,0,4000,01 13 16 06 02 03 17 10 20 14 11 07 04 09 12 18 05 08 15 19
number,0,6000,09 08 01 12 17 04 19 06 13 03 18 02 05 16 11 20 07 14 10 15
house,1,4000,15 14 08 06 13 07 18 03 17 00 10 04 09 05 11 20 19 01 16 02
body,1,8000,06 09 20 16 12 15 13 11 01 14 00 18 05 08 07 19 02 10 17 03
house,0,6000,05 15 04 18 11 10 02 16 13 09 14 06 17 07 19 12 03 01 08 20
