cond,hasStar,rest,stim
body,1,6000,18 11 09 08 17 07 12 10 02 15 00 04 01 16 13 06 14 20 05 19
emoji,0,4000,12 14 07 08 09 10 18 19 16 17 20 15 11 01 05 03 04 06 13 02
face,0,6000,05 02 08 12 06 13 09 11 03 07 14 04 18 01 16 19 20 17 10 15
wordEF,0,6000,14 13 05 15 20 18 08 10 17 06 19 02 04 11 07 09 03 16 12 01
body,1,4000,17 14 13 08 05 15 18 02 04 20 00 09 01 11 03 10 12 06 19 16
wordEF,0,4000,11 09 20 16 03 02 15 07 12 06 10 04 01 13 18 08 05 19 17 14
wordC,0,8000,02 09 13 16 17 19 10 18 05 20 14 04 12 11 15 07 08 03 01 06
wordEF,0,4000,17 14 08 02 10 04 09 07 06 18 19 15 01 12 20 05 11 03 16 13
emoji,0,4000,03 06 07 04 16 09 05 12 08 10 20 11 13 17 02 14 18 19 01 15
body,0,8000,12 01 18 11 14 02 04 09 16 05 17 06 20 07 03 10 08 15 19 13
house,0,4000,04 19 16 02 15 17 13 14 03 18 12 05 08 11 09 07 10 20 01 06
tool,0,4000,11 15 05 04 13 01 16 03 19 07 06 18 10 02 12 17 09 08 14 20
number,1,8000,15 10 01 04 09 17 07 14 13 08 03 19 11 02 16 20 12 06 00 05
number,0,6000,02 04 14 11 07 10 06 05 08 19 15 18 12 17 20 03 09 16 01 13
wordEF,0,6000,06 19 14 10 12 03 11 16 08 05 04 01 20 09 18 17 13 07 02 15
tool,0,4000,02 12 18 07 06 19 15 14 10 16 01 05 09 17 20 03 11 13 04 08
face,0,6000,16 08 15 04 14 10 18 07 01 20 13 06 19 05 03 11 17 09 02 12
house,1,6000,08 04 02 03 16 19 18 17 10 00 15 07 12 05 20 14 06 09 01 11
face,1,4000,02 12 19 07 20 14 11 04 01 00 09 18 06 17 03 08 16 13 15 05
wordC,1,8000,13 04 19 16 14 15 07 08 03 09 11 06 00 10 17 20 01 12 05 18
tool,0,6000,20 09 04 16 03 10 02 01 17 06 07 12 19 05 18 13 14 08 11 15
face,0,4000,07 11 16 05 09 14 20 04 08 15 12 03 19 13 01 10 02 18 06 17
tool,0,6000,18 12 13 03 14 02 01 04 16 06 08 11 07 15 19 10 20 05 09 17
body,0,4000,19 18 02 11 12 17 06 10 08 09 16 13 14 03 04 07 01 05 15 20
body,0,8000,04 18 01 02 07 11 20 14 06 09 16 03 10 08 19 17 12 05 13 15
number,0,8000,02 13 08 06 07 04 15 10 16 14 05 01 12 20 09 17 03 11 18 19
wordEF,0,4000,08 06 11 12 19 03 01 13 10 07 16 09 17 04 14 15 02 20 05 18
wordEF,0,4000,13 04 18 07 09 19 05 14 01 11 06 08 02 15 20 12 10 03 17 16
house,1,8000,14 16 20 02 03 12 11 18 04 13 08 00 06 19 07 09 10 05 17 15
face,0,4000,05 19 18 15 16 01 08 10 04 14 07 17 13 03 06 12 20 11 02 09
number,1,8000,07 01 18 08 15 05 00 11 19 02 20 13 16 14 09 04 17 03 06 10
face,1,6000,17 12 03 14 01 05 04 08 00 02 06 15 09 10 13 07 16 11 20 18
wordC,1,6000,13 19 08 11 03 07 16 04 01 15 14 20 00 10 02 12 17 05 18 06
emoji,1,6000,05 06 03 16 14 07 19 15 01 20 12 10 04 08 17 00 18 13 09 02
wordC,1,8000,16 17 18 07 03 12 00 09 11 05 08 10 04 13 20 14 19 15 02 06
house,1,4000,19 11 01 20 05 17 14 06 04 10 13 15 12 07 08 16 18 00 03 02
tool,0,8000,12 14 02 16 19 05 15 11 17 04 03 01 20 09 07 10 18 13 08 06
number,1,6000,05 03 19 04 17 02 00 14 16 11 07 06 08 09 15 12 20 13 01 18
tool,0,4000,19 01 04 20 07 05 08 09 17 11 06 03 18 02 12 16 13 10 15 14
emoji,1,8000,14 20 03 11 19 10 01 12 13 17 04 07 18 00 08 05 15 02 06 09
house,0,6000,16 10 20 09 15 06 03 08 12 04 02 05 01 19 14 13 07 11 17 18
emoji,0,6000,02 16 07 10 08 14 17 19 03 12 04 11 09 13 05 18 01 15 06 20
wordC,0,8000,08 11 19 10 01 18 02 03 09 12 06 15 16 05 13 14 07 20 17 04
body,0,6000,20 07 05 09 17 12 14 03 18 19 11 08 16 06 02 01 04 13 10 15
number,1,4000,18 08 10 17 04 01 14 12 05 16 11 09 00 13 19 06 02 15 07 20
house,0,6000,20 17 16 19 15 03 18 13 07 01 06 05 04 09 02 11 14 08 10 12
wordC,0,4000,09 12 01 16 08 03 13 14 07 10 05 11 18 04 15 19 17 02 20 06
emoji,0,6000,05 20 16 12 14 02 18 08 11 06 01 15 07 09 13 17 04 03 19 10
