cond,hasStar,rest,stim
house,0,6000,15 12 09 01 13 06 10 08 04 17 05 07 18 11 14 16 02 03 19 20
wordEF,0,8000,03 02 09 20 05 14 04 10 11 01 08 17 07 15 16 13 19 12 18 06
wordC,0,6000,14 03 08 06 18 04 19 12 20 09 07 15 02 17 10 13 01 16 05 11
number,1,8000,20 16 06 03 18 08 11 09 14 17 04 07 02 00 10 13 12 19 15 01
body,1,4000,18 08 04 19 14 16 03 17 12 05 02 06 10 07 01 09 00 13 15 11
house,0,6000,06 14 09 04 08 19 17 16 13 10 07 12 18 11 03 20 15 01 02 05
face,1,6000,04 20 06 13 09 10 08 15 11 14 07 18 19 05 16 02 12 17 00 01
wordC,0,4000,19 14 05 13 02 01 10 08 11 03 15 07 12 16 20 18 04 09 06 17
number,1,8000,19 14 13 10 20 05 17 12 01 15 04 18 09 16 02 03 00 11 08 07
wordC,0,4000,11 14 20 09 12 02 03 04 08 07 13 16 18 19 06 05 10 17 15 01
tool,0,4000,05 04 12 11 09 16 06 15 03 10 01 18 20 14 08 17 19 07 13 02
body,1,4000,08 07 05 01 06 16 11 13 17 18 03 02 12 19 10 15 14 09 04 00
tool,0,4000,20 11 19 05 10 14 16 04 08 06 03 01 07 15 13 18 17 12 02 09
emoji,0,8000,10 20 05 11 18 13 15 07 04 02 19 01 17 16 09 08 06 12 14 03
wordEF,0,4000,11 19 02 20 10 07 14 09 12 16 08 03 06 15 17 01 18 04 13 05
body,1,8000,01 04 18 03 02 12 15 08 16 00 11 19 06 10 05 07 17 14 20 09
wordEF,1,6000,11 17 10 04 16 20 01 12 14 18 09 05 00 08 07 02 19 15 06 13
wordEF,1,6000,02 08 20 12 16 06 15 07 09 19 18 04 14 17 10 13 11 00 05 01
number,0,8000,15 14 07 12 03 02 09 08 11 18 20 04 05 06 13 10 17 19 16 01
number,1,8000,03 15 09 18 02 00 10 19 04 01 20 14 07 12 11 08 06 05 17 16
wordC,0,8000,14 03 04 20 16 10 12 13 09 08 07 18 19 06 02 17 15 01 05 11
tool,0,4000,02 09 19 06 11 10 12 04 07 18 17 16 13 01 20 03 08 05 15 14
body,0,4000,12 08 20 07 02 18 09 05 19 03 11 06 16 04 01 14 10 17 15 13
emoji,0,6000,19 10 06 01 18 03 16 20 14 04 02 09 13 17 12 11 07 05 08 15
tool,1,4000,05 06 12 13 02 17 09 20 04 10 16 18 07 14 08 00 01 11 19 03
face,0,6000,07 16 20 17 02 08 19 06 14 05 18 13 10 03 15 01 11 04 09 12
face,0,4000,04 15 14 06 09 17 16 12 11 10 01 13 18 08 03 19 07 05 20 02
house,0,6000,11 20 02 17 18 03 06 09 19 15 14 16 04 07 05 10 08 13 12 01
wordEF,0,6000,07 18 09 04 11 19 08 16 02 01 03 15 17 06 13 14 05 20 12 10
face,0,6000,03 06 14 17 08 02 13 07 01 18 04 16 11 12 20 15 19 05 10 09
emoji,0,6000,16 19 18 20 11 14 15 01 05 04 08 07 17 02 03 13 09 12 06 10
emoji,0,6000,16 12 07 09 14 11 06 10 17 20 02 04 19 01 05 08 18 13 03 15
house,1,4000,04 07 08 18 02 17 11 01 00 19 16 06 03 09 15 14 12 05 10 20
body,0,4000,03 14 19 08 12 05 02 17 10 18 07 16 01 11 13 20 04 06 15 09
body,1,8000,08 09 12 16 07 17 19 11 03 02 04 10 05 06 15 20 00 13 18 14
wordEF,0,6000,12 07 18 08 10 04 19 06 01 09 02 03 14 11 16 05 15 13 20 17
emoji,0,6000,07 15 16 03 11 02 19 18 14 09 10 04 05 13 06 08 17 12 01 20
house,0,4000,14 13 20 08 06 17 09 11 05 19 16 04 12 18 10 01 15 02 03 07
number,1,8000,09 12 15 20 08 07 00 10 02 13 01 11 17 04 14 18 03 06 16 05
emoji,0,6000,13 15 05 18 12 20 06 07 17 01 10 03 11 14 02 09 19 04 08 16
tool,0,6000,16 12 15 18 05 19 02 07 10 09 08 14 11 13 03 04 06 17 20 01
face,0,8000,02 18 10 15 11 06 13 14 20 19 12 05 17 04 09 01 08 07 03 16
tool,1,4000,15 10 20 03 02 19 00 01 17 07 06 11 14 13 08 09 04 12 18 05
wordC,1,4000,20 08 11 15 17 10 14 05 07 02 13 03 00 12 16 04 09 18 01 06
number,0,4000,04 02 06 01 03 16 20 17 18 09 05 15 12 10 14 11 08 19 13 07
house,0,4000,12 17 03 16 05 02 20 18 01 11 10 04 07 19 15 14 13 08 06 09
face,1,8000,05 03 09 12 13 17 11 20 06 18 19 02 01 16 14 00 15 08 10 04
wordC,0,6000,07 02 04 01 10 18 20 14 12 05 16 08 15 11 19 03 09 06 13 17
