cond,hasStar,rest,stim
body,1,4000,19 01 09 18 16 05 00 15 13 10 14 12 02 07 20 08 17 04 03 06
face,1,6000,14 13 06 15 05 16 03 01 19 02 20 00 08 11 12 04 09 17 18 07
body,1,8000,17 15 02 20 06 00 01 09 11 19 05 14 12 03 10 18 16 08 13 04
emoji,0,4000,15 05 17 18 20 07 10 09 03 13 12 06 16 11 14 01 02 19 08 04
house,0,6000,16 14 12 01 20 05 09 08 02 13 11 15 06 10 19 03 17 18 07 04
emoji,0,4000,15 09 18 17 13 10 07 01 06 20 02 14 11 08 05 04 16 12 03 19
face,1,6000,02 13 20 09 12 07 18 08 11 17 03 15 16 14 05 04 00 06 19 10
face,1,6000,07 03 02 16 13 18 05 06 10 09 12 04 20 11 15 00 08 19 01 17
number,0,6000,06 15 19 12 09 11 08 02 04 10 17 07 20 05 13 14 18 01 16 03
wordC,0,6000,13 09 06 02 18 11 05 20 12 07 14 17 10 16 08 04 01 03 19 15
body,0,8000,18 02 16 15 01 06 08 05 19 12 17 04 13 20 11 10 03 09 07 14
face,0,4000,04 17 01 16 07 19 15 11 20 06 10 03 09 05 14 18 13 08 02 12
body,0,4000,11 01 04 14 02 20 03 07 12 10 18 06 13 16 05 15 17 19 08 09
wordEF,0,6000,07 16 17 15 05 08 04 11 19 10 01 18 13 02 09 12 06 20 03 14
house,1,8000,02 06 15 03 16 07 04 19 18 10 12 20 14 00 05 17 01 09 11 08
wordC,1,4000,05 09 17 12 04 14 16 11 20 01 08 19 10 03 15 02 18 07 00 13
wordEF,0,6000,03 19 05 12 07 13 08 11 20 09 14 16 18 15 17 01 10 02 04 06
number,0,8000,09 13 07 14 20 08 05 01 06 15 02 11 04 10 16 03 17 12 18 19
wordEF,0,8000,12 01 17 14 11 09 15 07 03 19 06 04 08 02 05 16 10 13 18 20
emoji,0,6000,04 02 07 08 16 18 06 10 13 15 20 03 14 05 19 11 12 17 09 01
house,0,8000,06 12 11 01 09 18 10 02 16 13 17 03 07 05 04 20 14 19 08 15
wordC,0,6000,01 03 14 02 18 13 05 06 20 11 09 19 15 12 16 07 08 04 10 17
number,0,6000,05 15 03 13 07 18 08 10 02 17 19 14 04 11 01 16 06 20 12 09
tool,0,6000,20 02 07 14 18 08 01 15 19 11 04 06 09 13 16 12 17 10 03 05
tool,0,4000,10 03 19 08 05 09 18 04 07 20 16 06 02 11 15 17 13 01 14 12
house,0,4000,09 05 03 16 08 15 20 11 12 14 13 02 06 19 10 01 18 07 04 17
wordC,0,4000,02 05 07 17 13 01 06 11 14 09 03 08 04 18 15 16 19 20 12 10
number,0,8000,11 05 09 15 19 01 20 03 14 07 10 12 17 08 02 13 16 06 18 04
wordC,0,6000,15 20 14 01 17 16 05 03 06 02 08 09 04 11 12 07 19 10 13 18
tool,0,8000,18 12 14 16 11 02 10 19 13 08 09 03 17 05 15 04 06 07 20 01
number,1,4000,19 12 05 16 09 17 18 14 03 06 10 08 13 20 01 11 00 15 07 04
emoji,1,4000,17 05 07 09 19 12 02 08 00 20 11 15 10 13 06 16 01 04 14 03
wordEF,0,6000,19 03 14 02 10 04 05 09 17 08 11 20 07 18 16 06 01 12 15 13
emoji,1,4000,17 02 18 14 20 12 01 03 19 13 06 08 00 11 04 09 07 10 16 05
number,1,8000,12 06 11 19 01 15 09 04 08 16 05 02 17 07 13 20 10 18 14 00
wordC,1,4000,05 02 14 20 11 16 06 04 01 09 15 12 10 19 17 00 07 18 08 03
wordEF,0,6000,12 13 18 08 01 11 20 16 09 03 06 14 04 15 17 10 02 19 05 07
wordEF,1,6000,07 01 18 04 09 20 11 00 16 02 19 06 05 15 13 10 17 08 14 03
face,0,8000,03 12 05 06 17 09 01 18 19 11 07 10 04 02 16 15 13 08 20 14
tool,1,8000,10 03 19 01 09 16 15 08 04 02 18 12 17 06 13 07 00 11 05 14
emoji,0,4000,11 07 10 19 12 14 18 02 05 06 20 09 08 15 04 16 17 01 03 13
body,1,8000,13 12 07 03 16 09 20 11 02 06 01 15 04 08 18 00 17 10 05 19
body,0,4000,06 15 16 14 07 01 11 19 10 12 18 20 03 04 09 02 17 05 13 08
tool,0,6000,01 18 10 16 11 07 17 20 15 14 02 12 03 04 06 08 13 09 05 19
face,0,4000,01 16 15 20 07 02 03 10 09 11 05 19 14 17 13 12 18 08 04 06
house,0,4000,13 12 14 10 17 09 19 08 01 03 06 04 20 16 07 18 05 11 15 02
tool,0,4000,15 18 04 02 07 06 16 08 03 11 09 19 12 05 17 10 14 20 01 13
house,1,6000,07 19 01 04 20 16 11 09 03 02 17 10 18 15 14 06 08 13 00 12
