cond,hasStar,rest,stim
tool,0,4000,06 09 15 14 11 04 12 10 01 07 02 13 16 18 08 05 20 03 17 19
emoji,0,8000,02 19 20 12 17 15 18 13 01 14 04 11 10 07 05 06 16 03 08 09
wordEF,0,8000,12 06 19 02 17 16 04 20 13 03 10 05 08 01 18 07 09 15 11 14
house,0,4000,05 01 08 20 02 18 17 04 14 15 10 09 13 03 12 11 07 16 06 19
wordEF,1,6000,13 03 06 20 17 10 16 19 09 07 15 01 00 02 05 11 08 12 14 04
face,1,6000,20 06 08 17 12 01 04 05 11 13 19 02 10 15 18 03 16 00 09 07
wordC,1,6000,07 13 08 05 14 02 00 09 20 03 11 19 01 16 12 10 17 06 18 15
body,0,4000,20 03 08 17 19 13 12 10 06 04 02 05 15 18 11 14 07 16 01 09
number,0,4000,17 09 02 15 03 16 07 12 14 20 11 10 04 18 06 08 01 19 05 13
body,1,6000,06 15 04 13 07 09 19 00 17 08 01 11 05 16 20 02 12 03 14 10
wordC,0,8000,09 08 17 20 14 16 04 11 15 07 13 01 06 02 19 12 03 18 10 05
number,0,6000,08 06 20 03 13 04 15 14 18 01 11 09 19 07 16 02 10 12 17 05
body,0,8000,18 03 06 10 05 01 11 15 16 20 13 19 07 14 08 12 02 17 09 04
number,0,4000,07 05 09 20 15 01 14 06 12 04 10 16 03 18 11 02 19 08 13 17
body,0,4000,01 20 18 04 12 15 13 09 11 10 19 08 03 02 06 05 16 17 14 07
house,0,4000,02 18 13 12 03 08 10 20 01 06 19 11 15 07 14 04 16 05 09 17
tool,1,4000,07 05 09 17 11 00 08 01 12 06 03 02 15 13 14 19 20 16 10 04
wordC,1,6000,02 06 14 18 09 10 13 00 19 12 05 08 20 11 15 07 16 03 04 01
wordEF,1,6000,06 11 18 12 07 05 17 15 09 01 00 03 19 16 20 04 14 02 13 10
tool,0,6000,01 11 13 12 17 10 02 08 06 20 16 04 05 19 14 18 07 15 09 03
wordEF,0,6000,05 10 06 07 03 11 16 14 08 17 19 12 18 01 13 09 15 20 04 02
face,1,6000,11 16 10 19 14 03 02 18 01 06 12 07 20 04 09 08 00 05 15 17
tool,1,8000,11 07 05 01 16 09 06 12 19 15 02 13 04 18 08 17 14 00 20 10
tool,0,6000,18 10 03 12 01 04 14 06 07 19 13 05 11 15 08 02 20 17 16 09
emoji,0,4000,06 08 12 09 18 16 13 14 15 20 02 04 07 01 19 11 05 10 03 17
wordC,0,4000,09 20 04 02 12 15 16 03 17 19 11 01 10 13 08 05 06 18 14 07
number,1,6000,05 14 02 15 07 18 20 03 17 00 12 13 01 06 11 08 04 09 16 10
house,0,8000,20 14 15 04 10 01 08 02 06 05 12 09 13 03 18 07 17 16 19 11
face,1,8000,17 07 16 10 09 15 03 19 06 20 02 12 05 11 00 08 14 13 04 18
body,0,8000,09 20 12 11 08 18 05 10 13 02 06 19 16 04 14 03 07 01 17 15
emoji,1,8000,17 08 13 06 14 16 10 03 19 07 09 18 05 15 12 01 02 00 04 11
wordEF,0,6000,10 12 02 03 13 01 08 19 07 16 14 17 05 09 04 06 15 18 11 20
face,1,4000,04 14 07 03 20 09 12 15 17 16 10 05 06 11 18 02 08 19 00 13
house,0,4000,17 06 07 03 09 08 14 19 11 15 02 05 20 16 12 18 10 04 13 01
face,1,4000,17 03 20 19 04 12 08 16 13 18 07 14 00 11 05 09 15 01 10 02
wordEF,1,6000,14 18 04 13 02 06 03 17 16 11 05 09 19 15 12 20 10 07 08 00
number,0,6000,19 03 07 13 14 08 09 05 02 10 17 16 15 06 04 18 01 20 11 12
body,0,4000,17 01 19 10 06 05 03 15 18 12 04 20 11 14 13 07 09 02 16 08
emoji,0,6000,01 08 06 07 11 03 20 16 14 02 10 09 04 05 12 19 15 18 13 17
wordC,0,4000,12 17 02 16 03 15 06 11 05 18 14 20 09 13 10 01 08 07 04 19
emoji,0,6000,14 08 20 07 01 06 10 05 15 19 16 17 12 09 18 04 11 03 02 13
house,0,8000,04 03 19 10 15 14 17 11 06 01 05 08 20 09 07 12 02 13 16 18
house,0,4000,08 12 01 15 20 04 10 02 16 07 06 14 19 11 03 17 13 05 09 18
emoji,1,8000,01 02 04 18 05 03 13 20 08 09 16 17 14 19 07 11 12 00 06 15
wordC,0,8000,01 11 17 05 19 03 13 12 14 16 08 02 06 10 20 04 15 07 18 09
tool,0,4000,19 12 03 18 08 15 14 07 04 17 02 20 13 10 09 05 01 06 16 11
face,0,4000,07 15 10 16 05 08 03 18 09 01 20 02 19 04 13 17 11 12 06 14
number,0,6000,17 12 19 03 01 11 10 05 14 07 18 13 02 08 20 04 09 16 15 06
