cond,hasStar,rest,stim
wordEF,0,4000,12 11 08 10 07 13 06 03 14 17 04 19 15 05 18 02 20 16 09 01
body,0,6000,14 12 15 13 18 17 03 20 11 01 19 09 16 04 02 05 07 10 08 06
tool,0,4000,14 16 05 17 09 18 10 19 03 15 11 12 01 02 20 08 07 06 04 13
tool,0,4000,08 14 12 04 15 09 01 17 02 11 18 06 19 10 05 20 07 16 13 03
emoji,1,8000,17 14 19 06 01 04 18 13 20 05 08 00 10 03 07 16 02 12 15 11
tool,1,4000,02 09 04 11 16 03 08 20 00 10 17 01 14 12 06 15 05 13 07 19
wordC,1,6000,20 04 07 12 15 16 17 13 19 14 05 02 09 10 08 01 03 00 18 11
house,0,6000,08 17 09 06 16 20 19 04 10 01 02 18 13 12 14 03 11 05 07 15
face,1,4000,17 10 19 11 16 02 04 18 00 06 13 14 05 12 20 03 01 15 07 09
house,0,4000,14 15 10 13 12 05 19 20 06 03 07 17 08 01 11 18 04 09 16 02
body,0,8000,10 16 08 07 15 01 02 13 14 12 09 11 04 17 20 18 05 19 03 06
house,0,4000,08 09 03 01 02 04 18 17 05 06 13 10 16 11 20 19 07 14 15 12
body,0,4000,18 15 01 12 19 11 17 03 13 09 04 02 16 05 20 08 10 06 07 14
wordC,1,6000,05 04 19 16 08 02 07 01 13 00 18 12 03 11 15 17 10 09 06 14
wordEF,1,6000,20 01 06 03 16 08 10 17 14 13 07 11 18 19 12 00 05 04 09 15
emoji,0,8000,16 11 02 18 04 15 20 01 05 08 14 13 07 12 06 09 10 17 19 03
body,0,6000,20 08 13 01 09 04 10 18 17 14 06 11 02 19 15 03 16 05 07 12
number,0,4000,13 05 10 20 11 06 08 02 14 07 01 15 18 19 17 12 04 16 09 03
tool,1,4000,17 09 15 03 20 12 01 10 06 13 07 00 04 08 05 16 11 14 18 02
wordEF,0,6000,09 18 13 16 01 20 17 15 04 03 19 06 14 10 12 05 02 11 08 07
face,0,8000,17 18 16 14 04 01 13 07 08 10 03 19 20 05 09 06 11 12 02 15
wordC,0,8000,03 04 09 11 06 17 07 18 12 15 02 14 01 10 20 19 13 05 16 08
wordEF,0,8000,09 19 11 03 14 02 20 04 12 06 16 17 01 15 07 13 18 05 08 10
face,0,4000,02 09 17 05 08 11 10 01 19 18 16 13 07 15 06 20 14 12 03 04
number,0,6000,04 02 01 16 17 06 10 09 05 11 03 12 08 18 19 14 07 15 20 13
house,0,8000,19 06 07 05 09 02 20 04 08 13 18 15 11 17 14 10 03 16 01 12
wordC,0,4000,08 12 09 02 20 11 17 19 13 01 14 05 04 03 10 15 07 06 16 18
wordEF,1,6000,06 05 14 20 11 13 02 08 19 12 09 17 03 01 10 00 07 16 18 04
wordC,0,4000,16 07 01 05 03 10 19 11 18 02 09 08 17 14 15 20 12 06 13 04
face,0,6000,01 06 11 02 17 16 08 04 20 18 14 12 05 10 13 09 15 19 03 07
number,0,4000,02 11 20 15 16 09 08 05 06 19 14 03 12 07 10 17 01 04 13 18
body,1,4000,09 16 04 14 13 05 03 12 02 06 11 01 07 18 10 20 15 00 19 08
number,0,8000,18 02 01 19 03 13 14 07 09 20 15 17 12 16 04 08 10 05 06 11
face,0,8000,02 08 09 17 14 01 03 20 12 11 16 18 05 04 10 13 06 15 07 19
emoji,0,6000,11 07 18 06 09 05 17 19 10 20 03 16 14 08 13 15 04 12 02 01
emoji,0,6000,11 17 12 03 14 07 20 04 13 05 08 19 18 09 16 01 06 10 02 15
tool,0,6000,07 09 06 12 13 11 20 19 02 01 08 03 16 18 15 10 04 14 05 17
emoji,1,8000,12 20 19 08 09 04 14 03 02 16 05 17 00 07 10 18 01 11 15 06
wordC,1,4000,07 04 05 06 13 14 15 17 20 19 03 00 11 12 18 08 02 09 01 16
wordEF,0,4000,01 03 20 07 18 19 13 12 06 10 11 16 17 09 04 14 02 15 08 05
house,1,8000,09 19 14 18 08 10 15 06 07 20 11 13 03 02 05 04 17 01 12 00
number,1,6000,13 05 03 16 19 00 12 14 18 09 08 04 02 11 06 01 15 10 20 07
tool,0,4000,17 04 16 03 10 07 20 19 11 01 12 02 18 14 05 15 13 06 08 09
number,0,6000,01 11 04 02 16 12 17 18 10 07 14 20 15 05 06 08 13 03 09 19
house,1,8000,10 19 11 02 16 12 17 13 20 15 18 09 00 14 03 04 08 01 06 07
face,0,6000,10 18 09 13 11 02 15 07 03 16 19 04 01 14 17 05 12 20 06 08
body,1,6000,14 05 19 16 17 00 09 07 15 20 13 18 01 10 04 12 06 08 11 02
emoji,1,6000,18 04 02 11 14 06 16 01 00 08 12 17 15 19 10 09 05 13 03 20
