cond,hasStar,rest,stim
body,0,6000,08 10 13 19 01 12 06 16 07 04 18 03 17 09 11 20 02 05 14 15
number,1,8000,12 09 13 11 04 19 02 20 00 06 07 01 14 17 18 03 10 08 05 16
face,0,4000,17 01 15 05 19 14 03 09 06 08 13 20 11 04 12 18 10 02 07 16
face,0,4000,13 02 20 14 18 08 04 03 16 15 19 09 07 11 06 10 17 01 12 05
wordEF,0,6000,07 12 13 05 15 18 04 02 19 01 20 17 08 10 09 16 03 06 11 14
face,0,4000,20 02 18 10 15 12 03 19 08 05 14 04 09 01 06 17 16 13 07 11
face,0,6000,07 12 20 03 18 13 06 02 10 08 19 09 01 16 05 17 04 15 11 14
house,1,6000,18 03 14 07 10 02 17 16 20 12 19 08 15 01 09 06 05 13 00 11
tool,0,6000,12 10 13 09 04 07 17 14 11 02 15 19 20 08 16 01 05 03 06 18
face,0,6000,03 10 04 18 01 07 05 14 02 13 12 20 11 09 19 08 16 15 17 06
house,1,4000,17 05 07 20 13 01 09 18 14 08 15 11 06 04 12 10 16 19 03 00
number,0,6000,07 10 12 16 02 15 18 06 13 19 20 08 03 17 09 04 05 11 01 14
tool,1,4000,13 20 14 06 04 15 05 09 19 16 02 10 17 11 03 08 18 12 00 07
wordEF,0,4000,04 12 03 18 17 19 08 16 10 13 09 15 01 02 07 06 14 20 05 11
emoji,0,6000,07 13 01 03 11 14 06 08 12 17 15 20 19 18 04 05 09 16 02 10
wordC,0,8000,09 08 15 11 14 16 18 06 17 02 20 03 05 19 12 04 10 01 13 07
body,1,6000,11 01 05 09 16 04 06 02 00 13 07 12 19 10 08 14 17 18 03 20
body,1,4000,18 10 03 06 02 07 13 20 09 15 14 05 12 19 16 00 08 11 01 17
wordC,0,8000,17 15 07 06 03 13 14 10 16 02 20 18 08 19 05 12 04 09 11 01
number,1,6000,03 17 12 09 16 10 00 18 13 06 11 07 02 14 05 04 19 01 15 08
wordC,1,6000,07 13 01 18 04 16 08 03 10 14 09 11 20 00 06 02 19 05 15 17
house,0,8000,05 08 20 13 14 02 12 17 10 07 04 06 11 19 03 09 15 18 01 16
emoji,0,4000,15 03 20 16 06 13 17 07 19 10 05 11 14 08 01 18 09 04 02 12
emoji,0,4000,08 17 20 12 02 19 16 15 03 14 06 01 13 04 10 11 07 09 18 05
body,1,8000,01 05 16 14 11 06 07 12 17 13 03 18 20 19 04 10 15 09 02 00
tool,0,6000,10 09 11 18 14 01 05 03 17 16 08 20 12 04 19 07 06 02 13 15
number,1,8000,16 18 13 04 06 11 03 14 01 12 19 10 00 08 05 20 09 02 15 07
wordEF,1,6000,14 13 20 02 10 06 04 01 08 15 12 07 09 03 17 16 00 11 18 19
tool,0,4000,19 05 03 08 07 02 13 18 20 12 15 06 17 14 11 09 01 16 10 04
emoji,1,4000,17 20 06 05 11 08 16 12 14 18 15 03 02 01 04 07 00 13 19 10
tool,0,6000,17 08 16 15 01 02 06 20 19 14 07 04 13 10 03 18 09 05 11 12
wordEF,0,8000,05 11 18 17 20 12 07 19 14 16 01 15 03 10 06 08 02 04 13 09
emoji,0,8000,08 03 06 19 07 02 14 13 05 04 17 12 20 10 01 11 15 18 16 09
house,0,4000,08 03 16 02 15 18 19 20 07 14 09 01 13 05 12 04 11 10 06 17
wordC,0,4000,16 07 17 01 05 02 18 19 04 10 15 12 09 14 11 20 06 13 08 03
house,0,4000,04 15 09 12 01 07 17 05 11 10 08 13 18 03 20 06 19 02 14 16
wordC,0,8000,13 06 10 09 17 12 19 11 04 05 02 01 08 20 03 14 15 18 16 07
wordEF,0,8000,10 06 18 19 14 07 05 02 20 17 12 13 01 04 15 11 03 09 16 08
wordC,1,6000,07 15 20 04 16 19 09 18 12 02 03 05 00 01 14 11 08 10 17 13
number,0,6000,05 10 14 16 09 15 01 17 20 02 07 12 11 19 13 08 06 18 04 03
body,0,8000,16 09 03 10 20 14 11 01 15 18 17 02 06 19 12 08 05 07 04 13
emoji,1,4000,08 18 06 17 14 20 11 00 19 04 02 05 09 16 07 01 15 12 03 10
face,0,4000,03 08 17 10 19 04 15 16 12 13 11 07 18 02 06 01 14 20 05 09
wordEF,1,4000,16 15 14 09 19 01 00 05 20 18 17 11 08 07 12 06 04 10 13 02
number,0,4000,05 08 16 02 13 17 19 14 12 18 15 20 07 11 10 01 04 06 03 09
house,0,8000,15 11 05 06 02 08 14 18 17 07 19 13 01 20 16 12 03 09 04 10
tool,0,6000,19 01 13 08 15 06 10 04 11 07 09 17 16 03 14 02 05 18 20 12
body,1,6000,18 11 13 01 15 03 02 05 10 14 06 17 19 08 20 04 16 09 07 00
