cond,hasStar,rest,stim
wordC,0,8000,13 18 19 06 02 10 14 11 01 05 20 04 09 17 16 15 08 12 03 07
wordEF,0,8000,20 12 19 11 02 04 14 13 07 18 06 17 03 15 08 05 10 09 16 01
wordC,1,4000,20 15 14 08 02 00 01 03 18 05 17 06 12 04 07 13 11 16 10 09
tool,1,4000,07 01 03 05 11 04 15 12 20 06 02 08 13 18 19 00 14 10 17 16
wordEF,0,6000,01 14 11 10 12 17 20 05 03 08 07 04 16 19 09 13 18 06 15 02
house,0,4000,20 06 04 02 08 03 18 10 16 07 17 13 12 09 15 05 01 19 14 11
tool,1,4000,08 19 04 18 10 00 07 13 01 06 09 05 16 12 03 15 20 17 02 11
emoji,0,6000,06 12 04 13 05 11 17 10 18 14 03 20 07 15 02 01 08 09 19 16
tool,1,6000,05 11 17 08 06 19 18 10 00 13 20 03 04 12 14 01 02 16 09 15
body,0,4000,20 06 04 18 12 07 03 16 13 05 09 17 08 19 14 10 15 02 11 01
house,0,8000,07 18 14 06 10 09 20 16 11 19 13 08 02 05 03 12 15 04 17 01
wordC,0,4000,14 17 05 11 20 12 09 03 06 13 07 16 04 01 08 10 19 15 02 18
emoji,0,4000,11 15 14 09 04 13 08 17 18 01 07 12 03 02 16 06 05 20 19 10
face,0,4000,19 07 15 06 11 20 17 10 18 01 12 13 16 02 05 08 09 14 03 04
emoji,0,8000,10 17 04 03 02 07 06 18 11 01 13 15 14 08 20 05 19 16 09 12
number,1,8000,18 07 08 20 02 10 13 14 03 11 17 05 06 16 12 15 04 19 09 00
number,0,8000,17 06 07 14 11 16 20 03 04 05 19 13 15 01 08 10 18 02 09 12
wordC,1,4000,07 03 01 04 20 19 14 10 08 02 05 15 09 13 00 17 12 16 06 11
number,0,4000,08 04 20 06 11 15 05 07 12 03 02 16 13 01 09 14 10 18 19 17
body,1,6000,07 19 15 01 13 12 02 08 03 00 20 09 04 10 18 06 17 16 05 11
wordEF,0,6000,09 10 03 07 11 12 17 04 20 02 08 14 06 01 15 13 19 16 18 05
face,0,8000,12 05 10 11 01 07 06 09 18 16 19 14 03 20 13 02 15 17 08 04
emoji,1,6000,20 19 07 14 10 09 04 16 15 03 05 13 12 01 06 08 17 11 18 00
wordC,1,6000,19 02 06 14 09 07 08 03 05 12 01 16 13 17 20 11 04 15 10 00
tool,1,8000,20 03 10 05 17 19 07 08 15 00 12 01 09 14 18 13 02 04 11 06
number,1,6000,18 15 14 06 13 20 10 16 05 12 00 08 02 01 03 11 07 09 17 19
face,0,6000,03 08 01 17 04 14 20 07 12 15 09 13 16 19 02 10 11 05 18 06
number,0,6000,16 13 08 02 12 04 11 18 03 17 15 05 06 09 19 01 20 07 14 10
house,0,4000,09 10 07 20 13 02 11 08 17 15 01 04 03 12 06 18 16 05 14 19
tool,1,4000,15 14 01 08 18 16 12 10 13 09 07 20 03 02 06 04 17 05 19 00
face,0,6000,02 15 07 03 14 05 11 17 10 08 13 16 09 18 19 20 01 04 12 06
wordEF,0,6000,06 16 09 15 02 13 07 20 18 14 19 08 17 05 12 10 11 01 03 04
house,0,4000,17 01 06 09 10 04 12 19 03 07 18 20 16 13 08 14 15 02 11 05
tool,1,4000,04 02 08 01 07 09 18 00 13 20 10 15 12 11 17 14 05 19 16 03
emoji,0,8000,15 20 19 12 01 03 09 08 11 10 06 17 07 13 02 16 14 05 18 04
wordC,0,8000,06 16 17 03 01 13 12 05 11 10 04 18 19 20 08 09 14 15 07 02
house,1,4000,06 04 19 09 12 03 17 11 15 10 08 07 02 00 14 13 20 01 05 16
face,0,4000,10 01 16 09 18 19 13 11 20 12 06 02 07 17 05 04 14 08 03 15
body,0,8000,15 16 10 08 18 11 06 20 14 03 19 02 05 17 09 04 07 12 13 01
number,0,4000,01 16 09 07 20 17 12 10 14 08 13 11 06 02 18 04 05 19 15 03
body,0,6000,11 05 17 01 08 15 16 13 14 02 07 09 04 18 10 19 20 03 06 12
body,0,4000,15 01 03 11 09 05 13 06 08 07 16 14 02 12 19 20 04 18 17 10
face,1,6000,04 13 15 14 12 08 19 20 03 10 16 18 09 06 02 01 11 07 00 17
wordEF,0,8000,04 09 11 05 18 19 06 12 10 14 13 07 15 02 17 03 16 20 08 01
body,0,6000,18 05 15 08 19 04 02 10 11 13 01 03 12 14 16 09 07 06 17 20
wordEF,1,6000,16 20 14 06 19 17 07 18 09 13 03 00 08 15 10 12 01 05 04 11
house,0,6000,13 11 01 04 18 10 03 20 06 15 12 02 19 07 05 14 16 08 09 17
emoji,0,6000,19 07 16 12 04 11 05 18 13 08 01 09 06 17 14 20 02 10 15 03
