cond,hasStar,rest,stim
body,1,6000,05 14 06 17 11 13 20 10 07 12 16 19 09 08 03 04 00 02 15 01
emoji,0,6000,06 03 14 11 10 08 13 16 12 07 17 04 05 20 18 01 09 19 15 02
emoji,0,4000,19 20 07 15 03 01 04 17 05 14 12 09 11 06 16 08 13 02 10 18
tool,0,8000,11 08 14 16 12 05 09 17 04 18 19 02 01 10 06 07 15 03 20 13
body,0,8000,09 19 11 07 18 04 12 02 17 15 13 05 16 03 10 08 06 20 14 01
wordEF,0,8000,16 13 12 08 09 10 02 07 01 20 17 19 05 04 15 14 03 06 18 11
emoji,0,6000,14 09 17 03 08 02 11 10 19 01 16 18 12 07 05 15 20 04 06 13
wordC,0,6000,15 16 19 01 17 12 10 02 04 20 07 11 06 13 03 08 09 14 05 18
emoji,0,4000,06 13 19 20 15 10 03 11 18 12 07 01 02 17 14 09 16 05 04 08
face,1,4000,15 14 03 07 18 00 11 05 01 20 09 06 10 04 19 08 17 02 16 12
number,0,6000,18 07 16 03 01 08 15 20 13 11 05 04 12 14 09 10 19 06 02 17
face,1,4000,15 02 04 12 03 13 18 19 16 14 06 20 01 08 00 09 07 10 17 05
tool,0,6000,07 16 10 14 13 09 06 11 05 15 18 02 04 17 03 19 20 12 01 08
wordC,0,8000,17 02 19 13 06 05 04 01 08 18 07 20 14 16 10 12 15 03 11 09
number,1,4000,19 12 14 16 05 06 03 20 07 09 01 18 13 08 15 00 02 04 17 11
body,0,6000,07 16 20 08 12 11 05 01 17 04 18 15 13 14 06 09 19 03 02 10
tool,1,6000,19 03 06 05 09 07 00 17 12 15 10 13 01 18 11 02 04 16 20 14
wordC,0,4000,13 08 11 18 12 07 14 06 02 05 01 16 15 19 04 20 09 10 17 03
face,0,8000,15 17 09 08 12 04 03 10 11 05 13 14 07 02 20 06 19 18 16 01
wordEF,0,6000,01 17 19 15 07 18 10 09 20 02 05 11 06 16 03 14 08 04 13 12
emoji,1,8000,18 01 16 15 14 17 03 08 13 12 05 20 11 10 09 02 07 06 19 00
house,0,4000,03 13 10 08 19 18 12 07 01 16 11 02 06 20 05 15 17 04 14 09
face,0,4000,01 07 19 10 03 18 13 05 17 02 14 04 06 16 11 15 20 08 12 09
number,0,6000,03 04 09 10 15 05 18 11 07 12 01 17 13 16 20 19 08 02 14 06
wordC,0,4000,16 09 12 14 17 08 20 13 11 19 07 18 05 04 01 06 03 10 15 02
house,1,6000,08 16 07 11 13 09 20 18 00 19 01 15 06 14 12 03 04 10 17 02
tool,0,6000,11 01 08 19 17 12 15 07 02 10 09 03 13 20 18 14 06 16 05 04
face,1,8000,07 12 09 18 01 15 02 05 19 10 03 13 00 11 20 14 04 16 06 17
house,0,6000,03 13 14 17 02 01 11 09 15 08 19 05 20 12 18 10 16 06 07 04
body,0,4000,14 11 17 12 16 06 02 07 04 09 01 18 13 15 08 05 20 10 19 03
number,0,8000,12 07 11 03 02 15 04 05 13 14 18 16 08 20 17 09 06 01 10 19
wordEF,1,6000,07 20 17 19 08 13 01 09 00 11 04 06 16 05 10 15 03 14 18 12
house,1,4000,20 16 14 19 17 04 15 02 03 18 12 01 05 11 07 13 10 08 00 06
number,1,4000,04 01 06 18 17 14 15 19 02 03 16 00 12 20 10 08 11 13 07 09
wordC,0,4000,07 09 03 04 12 13 08 17 14 16 02 01 20 11 10 18 15 19 06 05
body,0,8000,15 20 01 12 17 10 02 08 04 07 11 03 13 18 09 06 19 14 05 16
tool,0,8000,01 13 04 09 20 02 12 16 18 03 06 05 07 17 08 14 19 15 10 11
wordC,0,8000,04 02 18 15 08 06 19 03 05 12 11 17 20 10 16 14 07 09 01 13
tool,1,4000,13 06 08 05 17 20 19 16 10 07 03 15 01 11 04 14 12 00 18 09
house,0,4000,11 12 20 18 10 08 14 13 05 06 16 07 04 01 09 15 19 17 03 02
wordEF,1,4000,15 17 10 19 08 03 11 04 12 02 16 06 09 18 14 05 20 13 00 01
number,0,8000,03 13 02 06 10 11 15 14 17 08 05 07 20 01 12 16 19 18 09 04
wordEF,1,4000,12 10 19 01 05 11 02 15 04 00 20 06 08 17 16 07 13 18 09 14
body,0,6000,11 18 01 19 16 03 17 06 15 12 02 10 07 20 05 08 04 13 14 09
wordEF,1,6000,03 06 07 09 04 01 12 14 18 17 02 20 11 13 10 05 16 15 00 19
house,0,6000,19 18 10 02 15 20 04 01 05 03 14 16 13 17 09 08 07 11 12 06
emoji,0,4000,14 19 18 15 13 07 20 02 04 12 17 16 08 11 09 10 03 05 01 06
face,1,6000,12 13 20 16 14 03 07 04 08 05 17 10 11 02 00 18 06 09 19 15
