cond,hasStar,rest,stim
wordC,0,6000,01 14 17 06 05 10 19 18 07 04 15 13 09 08 02 16 11 12 03 20
tool,1,6000,10 03 14 09 12 11 08 02 05 15 04 01 17 06 19 13 18 00 20 07
number,0,8000,13 09 19 11 17 18 16 04 15 12 03 20 10 07 14 08 02 01 05 06
emoji,0,6000,08 04 17 11 09 01 02 06 16 19 10 18 05 07 20 03 15 12 13 14
wordC,0,4000,08 02 16 01 09 15 03 13 10 20 07 04 12 19 06 11 18 05 14 17
tool,0,6000,04 08 02 16 18 19 15 06 17 14 07 12 13 03 11 05 09 01 10 20
emoji,0,8000,10 03 05 14 18 08 01 15 19 13 06 20 02 09 17 04 12 07 11 16
house,0,4000,16 03 07 14 15 19 18 10 09 06 12 05 17 02 01 11 20 04 08 13
body,0,6000,04 05 09 02 10 03 17 08 14 01 19 16 20 13 06 11 15 12 18 07
face,1,4000,09 05 15 06 02 11 14 08 10 18 01 12 03 20 16 19 13 07 04 00
emoji,1,6000,04 03 06 02 05 19 16 00 14 08 01 17 20 13 09 18 15 11 07 12
wordC,0,8000,18 08 04 06 03 09 02 20 15 10 13 05 11 19 17 07 12 16 01 14
house,0,4000,08 16 04 02 17 05 09 07 19 15 10 01 13 03 11 20 14 18 06 12
tool,1,8000,16 17 09 13 07 04 12 03 20 06 10 00 14 08 19 01 05 11 15 18
face,0,6000,14 20 16 11 19 04 03 02 08 17 10 13 05 06 18 01 15 09 12 07
number,0,4000,03 11 12 04 09 06 08 10 02 13 01 16 17 18 20 07 14 19 05 15
wordEF,0,6000,05 02 15 09 03 14 16 10 12 19 11 17 04 20 08 06 18 01 07 13
emoji,1,8000,20 03 15 06 07 10 11 00 05 04 17 08 09 13 02 14 19 18 01 16
face,0,4000,10 03 09 06 01 15 02 05 07 08 04 18 13 12 17 11 16 20 14 19
wordC,1,4000,03 02 09 17 01 07 08 12 06 04 20 10 19 11 00 15 14 05 18 13
house,1,8000,19 13 10 14 03 20 04 15 08 07 17 12 05 01 06 02 00 16 18 11
number,0,4000,13 11 09 18 15 03 04 17 02 12 01 05 20 08 06 10 14 19 07 16
wordEF,0,4000,18 03 07 20 08 14 19 02 04 10 13 15 12 05 09 01 17 11 06 16
house,0,8000,15 17 16 05 12 09 14 18 13 19 02 01 07 03 06 08 10 04 20 11
body,0,6000,01 04 10 03 15 12 06 16 20 11 19 02 13 14 18 17 08 05 09 07
body,0,6000,06 19 20 11 12 13 05 16 14 15 03 07 01 02 08 09 18 10 17 04
house,1,8000,20 19 15 02 10 03 18 07 05 11 08 01 14 16 09 17 06 13 00 12
face,0,4000,15 14 09 05 04 03 02 16 11 10 18 06 13 08 20 19 07 12 17 01
tool,0,8000,08 06 14 01 12 13 16 20 15 03 18 07 17 05 04 10 19 02 09 11
tool,1,8000,20 19 12 13 16 09 10 08 17 14 02 03 04 06 15 00 07 01 18 05
wordEF,0,6000,13 06 10 17 20 11 02 08 07 03 16 04 19 18 15 09 12 01 14 05
face,1,4000,17 12 10 18 08 20 13 09 15 06 00 16 19 03 02 11 14 05 01 04
body,1,4000,20 09 12 04 11 15 13 14 18 05 02 07 00 17 08 01 16 19 06 03
wordEF,1,6000,03 09 14 06 08 07 05 12 19 04 18 17 20 02 00 11 16 10 01 15
tool,0,4000,18 10 01 20 14 04 12 03 13 08 05 16 19 11 02 07 09 17 06 15
number,0,6000,13 10 09 08 19 05 15 17 14 06 18 04 11 01 16 20 03 02 12 07
face,0,6000,04 05 19 14 13 02 06 18 09 12 03 11 20 16 17 10 15 01 07 08
body,0,6000,03 09 14 08 15 07 18 01 13 11 06 16 05 04 17 02 12 19 20 10
body,0,6000,15 16 19 03 05 04 11 08 12 07 14 17 13 06 09 01 18 10 02 20
wordEF,1,4000,17 01 13 10 16 11 02 09 14 07 15 20 06 04 19 03 00 12 05 08
emoji,0,4000,08 16 18 17 20 06 05 07 13 19 11 12 09 03 10 04 02 15 14 01
wordEF,0,8000,01 04 18 14 20 10 15 17 05 16 19 12 03 06 07 11 08 13 09 02
wordC,0,8000,11 17 19 04 14 13 02 03 06 10 18 09 05 01 08 20 16 12 07 15
house,1,4000,12 08 10 17 04 07 00 18 02 14 09 19 13 05 16 20 15 11 01 06
wordC,1,4000,11 04 06 18 14 17 01 03 10 20 13 07 12 02 19 16 15 08 09 00
number,1,4000,10 14 04 02 13 20 18 08 01 05 03 15 07 06 19 09 00 16 17 11
number,0,6000,11 18 12 17 08 02 01 19 20 07 03 05 13 06 14 04 10 15 16 09
emoji,0,6000,01 05 07 15 19 10 14 13 16 03 18 20 09 12 08 06 11 17 04 02
