cond,hasStar,rest,stim
house,0,4000,09 17 14 07 20 05 15 02 10 16 01 04 12 08 03 18 11 06 13 19
emoji,0,4000,16 10 12 03 08 15 02 19 17 20 07 05 14 13 01 04 11 18 06 09
face,0,8000,05 01 17 11 18 12 03 04 15 06 07 10 02 13 09 20 16 08 19 14
body,0,8000,14 20 09 17 11 03 08 02 18 06 16 10 01 15 13 19 04 07 05 12
emoji,0,4000,11 05 10 12 08 15 14 13 16 04 07 19 01 06 20 03 09 02 17 18
tool,0,6000,09 11 13 04 18 10 19 15 08 20 12 14 06 17 03 07 16 02 05 01
wordEF,0,6000,19 01 08 03 10 16 04 20 05 18 09 07 12 14 11 15 02 06 13 17
wordEF,1,6000,06 16 19 20 15 02 09 14 01 07 08 10 12 04 03 05 00 18 17 13
number,1,6000,15 05 02 14 20 10 00 03 19 09 04 16 18 17 13 12 06 07 01 08
wordC,1,6000,05 17 19 18 11 10 08 15 16 01 06 09 07 14 03 20 12 00 13 02
number,0,4000,03 11 13 08 07 02 10 16 01 15 04 18 09 19 17 14 05 12 06 20
tool,1,4000,13 16 20 06 12 08 17 19 14 09 04 02 18 11 00 15 10 05 07 01
tool,0,6000,13 19 12 03 16 09 18 02 15 06 11 05 07 01 08 14 17 20 04 10
house,1,4000,11 06 15 03 16 20 12 14 19 00 08 18 02 05 01 07 17 10 09 13
house,0,6000,11 06 09 18 03 10 13 17 20 02 12 19 15 04 01 14 16 07 05 08
wordC,0,4000,01 12 20 16 08 11 06 15 02 13 04 09 07 19 17 05 18 10 03 14
tool,0,4000,07 19 20 15 12 01 06 05 02 16 18 13 10 03 04 14 17 11 08 09
wordC,1,6000,15 11 05 01 04 02 03 17 18 10 12 09 13 07 19 08 14 20 16 00
body,1,8000,13 12 16 20 07 09 17 10 19 08 15 05 01 02 14 06 00 03 04 18
wordC,1,4000,04 11 17 05 12 16 00 13 15 09 14 07 02 08 03 19 18 06 10 20
house,0,8000,12 17 18 07 08 19 09 04 13 16 03 01 15 02 05 06 14 20 11 10
face,0,6000,11 17 06 03 12 16 20 10 14 09 02 13 01 15 19 18 08 05 07 04
number,1,6000,10 04 15 16 20 07 14 06 18 13 11 03 05 19 17 02 08 00 01 09
face,0,8000,15 19 11 09 01 07 06 04 03 05 20 12 13 18 02 17 16 10 14 08
face,0,8000,19 14 12 18 09 15 08 20 05 07 02 04 16 17 06 11 13 01 10 03
number,0,8000,20 03 02 04 17 14 16 09 06 11 07 19 15 08 13 12 01 05 18 10
face,1,8000,02 17 03 14 05 11 04 07 19 00 16 08 09 06 15 18 13 20 12 01
wordEF,1,6000,12 09 14 10 16 19 07 05 18 04 15 13 02 01 00 20 06 11 08 03
emoji,1,4000,10 18 07 17 20 12 15 09 04 16 14 13 00 08 01 11 19 06 03 02
number,0,6000,11 12 15 08 14 18 07 01 04 03 10 06 13 19 05 20 02 16 17 09
body,0,8000,19 11 20 06 09 07 14 02 04 08 16 05 17 03 13 18 10 15 01 12
emoji,0,4000,19 01 11 06 09 12 20 18 16 10 14 02 05 04 17 08 15 03 07 13
tool,0,4000,02 11 06 18 05 16 07 12 14 15 13 08 10 17 09 04 03 01 20 19
body,0,8000,19 06 07 18 05 16 12 20 02 11 08 17 01 04 09 15 14 10 13 03
tool,0,6000,20 02 11 18 13 16 09 14 03 06 08 19 04 12 05 01 15 17 07 10
emoji,0,6000,03 12 06 20 13 19 09 07 04 10 17 16 14 11 02 18 01 08 15 05
house,0,4000,17 07 09 19 20 12 11 01 04 06 08 14 02 18 13 05 16 03 10 15
wordEF,0,4000,13 04 11 09 05 10 17 15 19 06 14 18 20 02 07 03 12 01 08 16
wordEF,0,4000,06 19 16 10 08 05 14 07 13 09 15 17 01 02 18 11 20 12 03 04
house,0,4000,04 17 19 11 09 18 01 02 16 06 05 14 15 03 20 12 07 13 10 08
number,1,6000,11 10 13 14 18 08 19 00 17 06 03 02 01 09 20 05 04 16 07 15
body,0,4000,15 18 11 09 06 14 04 02 19 13 12 16 07 03 01 20 10 08 17 05
wordC,0,6000,14 17 05 01 18 02 09 16 12 08 19 10 04 03 07 06 15 11 20 13
emoji,0,4000,04 14 08 15 05 20 18 07 19 03 16 06 13 12 17 11 01 02 10 09
face,0,8000,10 17 14 07 13 16 06 09 19 15 01 11 20 04 05 18 08 03 12 02
wordC,1,8000,03 19 16 12 07 08 04 05 11 02 18 15 13 01 17 00 14 06 10 09
wordEF,1,6000,18 09 19 15 03 20 04 13 08 02 07 10 14 00 01 11 17 06 12 16
body,1,6000,13 20 15 17 10 12 06 16 04 02 08 09 11 00 14 18 07 05 01 03
