cond,hasStar,rest,stim
wordEF,0,6000,03 16 07 18 12 14 08 13 01 02 09 19 20 04 10 17 05 15 06 11
emoji,1,4000,11 05 20 06 09 16 04 10 12 03 01 02 15 19 14 17 08 13 07 00
wordC,1,4000,17 05 10 04 20 16 08 11 13 00 15 03 12 14 18 06 01 09 07 02
body,1,4000,05 19 07 06 17 02 08 20 01 15 04 09 14 03 13 18 00 11 10 16
face,1,6000,02 15 06 11 17 04 10 05 16 12 03 09 14 07 20 13 18 00 08 01
house,0,4000,01 02 19 20 13 12 10 07 05 03 17 11 09 08 15 18 14 16 04 06
face,0,8000,04 17 09 15 03 19 16 05 10 06 12 18 14 02 13 08 07 20 11 01
emoji,0,6000,10 11 20 12 18 04 03 19 02 05 16 17 07 08 06 14 09 01 15 13
emoji,0,6000,05 04 09 11 03 01 02 14 20 16 06 19 07 10 18 15 17 08 12 13
body,1,8000,17 12 05 20 09 11 03 14 00 06 16 13 15 04 19 07 18 08 01 02
body,1,4000,01 16 20 11 17 07 02 19 09 08 12 03 06 10 18 05 14 00 13 04
number,1,4000,10 11 15 06 02 14 19 04 09 00 12 16 13 18 01 08 03 17 05 20
emoji,0,6000,10 06 18 14 16 07 17 09 15 03 11 04 02 01 13 08 19 12 20 05
wordEF,1,4000,13 20 12 15 16 03 00 10 06 07 09 02 17 01 08 04 05 14 18 19
wordEF,0,4000,11 08 07 10 05 18 16 04 20 14 06 13 12 09 02 03 01 15 19 17
face,1,8000,07 12 20 15 19 01 10 05 13 14 06 18 02 16 09 03 00 11 17 08
wordC,0,8000,09 06 10 02 04 14 07 18 13 08 03 19 17 05 12 16 20 11 15 01
face,0,4000,02 03 09 20 16 14 07 17 06 08 10 11 12 01 18 15 04 05 19 13
body,0,6000,19 04 16 10 01 02 08 06 17 14 12 11 07 13 20 05 15 03 18 09
number,0,6000,06 13 09 14 17 19 01 18 16 20 10 04 11 12 03 07 15 05 02 08
emoji,0,8000,12 02 06 18 10 19 16 17 03 04 13 09 20 07 08 14 15 11 05 01
house,1,4000,16 14 12 06 09 19 11 08 18 00 13 01 15 04 17 07 03 05 20 10
number,0,8000,01 20 07 14 11 12 03 13 09 04 17 10 02 19 05 18 06 16 08 15
face,0,4000,20 02 09 14 13 12 15 08 17 18 19 01 04 05 16 03 11 10 07 06
tool,0,6000,16 07 02 11 18 06 20 19 17 03 15 04 13 09 08 10 05 12 14 01
body,0,8000,01 08 12 07 20 06 17 05 15 09 16 19 02 04 18 03 10 13 11 14
wordC,1,8000,03 09 06 10 19 04 13 00 01 15 16 14 02 07 17 18 05 12 20 08
house,0,4000,11 14 10 03 15 17 01 18 06 13 05 07 16 20 19 04 09 02 08 12
house,0,6000,19 17 09 05 13 20 08 14 04 02 06 01 12 11 07 15 10 03 18 16
wordC,0,6000,02 16 11 04 18 10 19 05 20 07 12 03 01 09 17 15 08 13 06 14
wordC,1,6000,10 13 09 15 04 12 07 08 11 14 17 06 18 16 01 19 00 03 02 05
emoji,1,8000,09 04 08 12 13 06 02 00 01 15 14 20 07 17 03 19 10 05 18 16
number,1,8000,06 09 10 12 15 14 07 18 16 00 05 19 03 20 01 11 02 04 08 13
tool,0,4000,08 01 07 03 15 20 11 05 10 14 12 13 09 16 06 18 17 02 19 04
wordEF,0,6000,12 10 01 03 19 17 04 05 06 15 11 13 08 18 09 02 14 16 07 20
wordEF,0,4000,14 07 11 03 01 09 20 19 17 15 13 12 08 02 18 04 06 16 05 10
face,0,4000,12 19 07 14 18 03 02 17 16 15 09 06 08 20 01 05 13 04 10 11
tool,0,6000,11 10 19 18 09 16 05 01 17 20 12 04 14 07 03 13 02 08 06 15
number,0,6000,08 10 18 17 03 06 01 13 05 16 04 20 11 02 09 15 19 07 14 12
wordEF,0,8000,20 14 09 05 08 15 06 03 18 12 11 04 02 07 16 17 13 19 01 10
tool,0,4000,06 10 14 09 04 11 05 08 07 16 13 12 17 19 18 20 03 01 02 15
tool,0,6000,20 09 17 13 11 02 10 06 15 19 08 05 14 16 07 12 01 03 18 04
number,0,6000,15 10 07 12 16 04 19 11 20 14 01 13 18 06 02 05 09 17 08 03
wordC,0,4000,03 04 19 01 05 11 09 15 13 20 17 14 07 10 08 12 06 02 16 18
tool,1,6000,09 16 20 04 07 19 14 18 11 06 17 05 01 02 00 08 15 10 13 03
house,0,8000,04 05 07 03 19 09 17 06 20 13 11 14 08 12 18 10 15 02 16 01
body,1,4000,05 03 10 16 13 09 20 04 18 08 12 17 07 00 15 02 01 14 06 11
house,0,6000,18 07 20 13 12 08 15 09 19 10 17 02 16 11 04 01 06 05 14 03
