cond,hasStar,rest,stim
house,0,6000,08 20 15 16 07 18 14 05 13 17 01 19 04 12 02 03 09 11 10 06
wordC,0,6000,05 13 16 06 04 03 17 02 08 09 18 07 10 12 01 11 15 19 20 14
house,0,8000,19 01 13 10 12 02 20 17 07 15 04 14 06 16 09 11 18 03 08 05
tool,1,6000,17 15 04 19 10 11 06 02 08 00 18 07 20 13 03 09 12 14 05 01
body,0,8000,18 10 20 12 11 02 01 04 16 17 13 07 15 03 06 09 05 08 19 14
emoji,1,6000,03 05 06 20 15 07 17 08 00 18 12 16 04 14 01 10 19 11 13 09
house,0,4000,17 14 20 03 18 07 04 16 02 09 12 06 15 10 19 05 08 13 11 01
number,0,6000,13 04 15 09 20 01 12 10 06 03 16 18 07 19 11 05 08 02 14 17
tool,0,4000,13 18 05 09 12 04 14 10 11 20 02 17 08 01 19 07 06 16 03 15
face,0,4000,05 09 17 15 18 16 10 06 03 08 19 04 12 07 20 14 02 13 01 11
emoji,1,6000,20 02 11 19 16 14 08 13 00 18 12 17 06 07 10 15 03 09 05 01
tool,0,6000,08 15 01 03 11 17 09 14 02 06 04 16 13 20 10 12 07 18 05 19
face,1,4000,14 12 15 19 01 08 02 06 20 07 00 03 04 13 11 17 05 18 16 10
emoji,1,6000,11 20 03 09 17 10 04 16 07 15 00 13 12 05 06 14 19 08 02 18
tool,0,6000,12 19 04 07 01 08 10 20 18 11 03 16 14 05 15 02 09 06 13 17
body,0,4000,08 13 10 14 07 15 04 09 17 20 18 19 12 03 06 11 05 01 02 16
face,0,8000,11 07 08 20 16 10 18 02 09 17 05 13 06 01 14 12 19 04 15 03
wordC,0,8000,08 14 02 17 16 13 18 07 20 09 06 12 05 03 19 01 10 15 04 11
house,0,6000,18 16 11 07 15 03 01 12 14 10 05 20 02 17 04 13 09 06 19 08
house,1,6000,19 14 02 18 01 13 03 00 11 12 05 16 08 10 06 04 20 07 17 09
wordEF,1,8000,20 14 07 12 06 08 15 05 18 11 09 13 02 00 04 16 19 03 17 10
number,0,8000,05 16 15 13 20 12 11 01 09 19 17 02 18 14 08 03 07 06 10 04
body,0,6000,08 02 03 11 20 01 17 18 10 14 05 15 04 06 09 19 13 16 07 12
face,0,4000,08 19 01 17 03 14 07 11 02 09 13 16 15 05 18 04 06 12 10 20
wordC,0,8000,13 11 20 16 02 08 15 12 10 18 04 14 06 03 07 09 17 19 05 01
wordEF,0,4000,13 05 01 16 17 09 19 11 12 15 02 20 14 03 04 18 08 10 06 07
face,1,6000,14 18 20 15 09 02 07 03 13 01 16 12 19 06 10 00 08 05 17 11
wordC,0,6000,19 17 15 12 16 04 09 06 10 13 02 01 03 08 11 05 07 18 20 14
wordEF,1,6000,03 14 20 15 05 16 18 12 06 08 02 07 11 04 01 00 19 10 17 09
body,1,6000,06 20 03 12 08 09 02 11 05 19 17 04 18 16 15 10 14 01 13 00
house,0,4000,03 11 02 01 17 04 10 19 12 06 20 16 07 13 15 09 14 18 08 05
wordC,1,4000,09 12 17 07 01 13 15 06 19 11 16 20 14 00 02 08 03 10 18 05
tool,0,4000,16 13 05 03 15 10 20 04 17 02 09 14 19 07 01 08 11 18 06 12
wordEF,0,4000,13 16 15 01 05 06 10 07 02 17 14 08 09 12 11 03 04 20 19 18
number,0,4000,14 03 12 04 11 20 13 07 19 17 01 06 18 05 09 15 02 08 10 16
emoji,1,4000,07 18 08 20 19 15 16 03 14 12 04 02 17 10 09 00 06 05 01 11
face,1,8000,20 17 14 16 19 15 02 00 06 04 05 09 12 03 01 13 18 08 11 07
wordC,1,4000,02 11 03 06 05 13 19 15 00 14 09 18 10 17 20 16 07 08 04 12
emoji,0,4000,19 13 14 03 05 08 20 09 11 16 15 18 04 01 06 07 12 17 02 10
body,0,4000,04 14 10 08 15 17 11 07 16 01 20 03 05 06 12 09 18 13 02 19
number,0,8000,02 10 07 03 08 09 18 04 05 19 14 17 16 12 01 13 11 20 06 15
emoji,0,4000,19 13 14 05 11 20 09 16 10 17 01 02 12 08 07 04 03 06 18 15
body,1,8000,12 19 04 03 15 11 07 14 08 16 18 05 17 09 06 00 20 13 01 02
wordEF,0,6000,04 20 19 08 06 05 16 15 10 12 18 11 13 01 14 02 03 17 09 07
number,0,8000,07 19 18 10 16 01 13 06 12 11 08 17 05 04 09 20 14 15 02 03
wordEF,0,4000,19 14 15 08 04 07 02 11 12 13 06 20 01 10 18 16 17 03 09 05
tool,0,8000,15 14 18 20 12 09 08 10 05 03 11 17 01 13 07 06 16 02 04 19
number,1,6000,03 20 07 14 17 16 06 00 05 09 18 13 19 01 04 02 15 08 12 11
