cond,hasStar,rest,stim
wordC,0,4000,08 18 19 02 16 13 12 06 20 05 01 07 11 17 15 04 14 10 03 09
wordC,0,4000,09 05 13 11 20 03 14 01 02 08 06 04 15 10 07 17 18 19 16 12
tool,1,8000,08 01 03 02 12 07 19 18 04 11 15 20 16 17 13 05 00 06 10 14
number,1,6000,09 17 12 16 04 03 18 11 05 00 19 20 02 15 14 08 07 01 10 13
house,0,6000,03 06 16 20 10 05 17 15 09 12 19 11 02 07 01 14 13 18 04 08
number,0,4000,04 16 01 10 15 03 14 13 12 09 02 11 20 18 07 05 17 08 06 19
house,1,6000,09 15 17 12 13 02 18 11 06 19 20 08 14 00 16 05 04 10 03 01
house,1,4000,11 02 03 08 12 05 09 01 18 07 06 04 14 00 16 20 15 17 19 13
number,0,8000,04 12 08 11 10 07 13 02 17 15 05 03 18 20 06 16 14 01 19 09
house,0,4000,04 12 09 17 15 11 06 14 20 19 08 02 13 01 03 07 16 10 05 18
wordC,0,4000,19 11 18 13 01 03 20 09 06 16 15 17 08 10 12 07 14 04 02 05
emoji,0,4000,06 11 07 01 17 14 09 04 19 02 10 18 20 16 05 08 12 03 13 15
number,0,4000,09 04 19 05 11 18 10 02 14 07 01 12 06 03 20 16 17 15 13 08
body,0,6000,10 02 14 05 18 11 17 13 01 08 07 03 19 06 09 04 12 15 20 16
body,0,6000,03 01 10 06 08 04 14 17 16 19 18 09 13 02 12 07 11 15 05 20
emoji,0,4000,04 07 17 10 13 09 14 08 02 20 18 11 06 03 16 05 01 19 15 12
wordC,0,4000,11 15 13 05 02 06 04 12 16 09 08 20 18 03 19 14 07 17 10 01
house,1,6000,14 11 05 09 15 13 07 06 20 19 02 12 17 16 08 01 04 00 18 10
tool,0,8000,12 01 16 11 04 05 09 14 18 08 19 06 02 17 03 15 20 13 10 07
body,0,6000,18 06 20 15 11 17 01 04 07 14 09 08 05 02 10 03 12 13 19 16
house,0,8000,20 11 18 17 16 03 14 02 19 06 08 09 13 10 01 15 07 12 04 05
emoji,1,4000,13 04 01 12 09 18 19 16 11 20 03 14 06 07 00 02 05 15 17 08
face,0,8000,12 18 13 03 17 06 16 05 15 04 19 08 09 10 11 20 14 07 01 02
tool,0,6000,07 18 10 02 12 11 20 04 17 19 16 06 03 14 05 08 01 13 15 09
wordEF,0,6000,03 17 06 20 19 10 18 13 04 16 12 14 02 09 07 01 05 08 15 11
emoji,0,6000,06 18 11 20 14 07 12 04 05 19 17 16 03 13 08 10 02 09 01 15
body,1,6000,10 17 18 03 07 06 15 20 19 02 16 11 09 08 05 00 01 14 04 12
emoji,1,4000,07 11 19 03 14 01 12 04 17 15 18 02 09 08 10 16 05 00 20 13
wordEF,0,8000,08 02 12 01 20 15 10 09 18 13 03 11 07 06 05 17 04 14 16 19
number,0,4000,16 20 05 01 10 15 12 17 13 11 09 06 18 07 03 02 14 04 08 19
emoji,1,4000,06 20 03 04 05 17 02 07 08 11 18 16 14 10 00 01 13 09 12 15
face,1,8000,05 17 04 08 06 02 03 11 01 18 15 20 09 19 13 10 16 07 12 00
face,1,4000,15 16 20 12 10 06 04 00 13 05 19 14 11 03 18 02 09 17 01 07
tool,0,6000,04 16 15 13 03 14 20 10 12 11 07 06 09 05 19 02 01 17 18 08
number,0,8000,17 14 07 04 15 19 16 13 10 20 09 06 02 03 01 08 18 11 12 05
wordEF,0,8000,19 10 17 05 13 06 07 18 03 15 14 12 01 02 20 16 09 08 11 04
tool,0,6000,06 03 11 10 08 12 02 19 17 04 01 18 13 16 07 20 14 09 05 15
face,1,6000,17 18 11 05 14 19 10 13 00 02 08 16 07 03 01 06 12 09 20 04
face,0,4000,14 10 07 18 01 12 03 08 16 06 09 20 13 15 04 11 02 19 17 05
face,1,6000,16 18 06 11 17 13 20 09 10 07 15 00 12 19 02 04 14 08 03 05
body,0,6000,04 10 11 02 15 13 17 14 06 09 07 01 12 16 20 18 08 19 05 03
wordEF,0,4000,16 17 20 04 02 09 19 06 10 13 11 03 15 08 14 07 12 05 01 18
wordEF,1,4000,09 07 14 18 20 11 01 00 16 06 02 15 04 13 19 08 17 12 10 05
wordC,1,8000,11 10 16 02 18 15 20 09 01 13 17 05 12 06 03 04 08 14 07 00
tool,0,8000,02 11 10 19 18 17 14 12 15 07 16 05 08 20 09 04 13 06 01 03
wordEF,0,8000,07 05 11 08 17 20 03 12 15 09 10 01 13 06 16 18 19 14 02 04
body,1,6000,13 03 05 17 06 19 11 10 08 01 14 20 18 15 12 07 04 09 02 00
wordC,0,6000,11 14 17 16 09 07 03 19 01 15 20 18 08 13 06 05 04 02 12 10
