cond,hasStar,rest,stim
wordC,0,6000,16 03 02 06 19 14 13 08 07 10 17 18 05 01 15 12 04 11 20 09
body,0,4000,02 11 01 05 18 12 07 13 09 03 16 04 14 10 06 08 19 15 20 17
tool,0,6000,01 14 07 20 11 12 16 09 13 18 19 02 04 08 15 06 03 05 17 10
tool,0,6000,09 07 10 19 17 02 15 06 16 04 12 05 01 14 11 03 20 13 18 08
house,0,8000,02 14 06 12 11 01 13 16 17 03 19 05 18 10 09 04 15 07 08 20
tool,1,6000,05 16 01 02 04 15 18 11 13 14 06 10 12 17 20 03 08 19 00 07
number,0,6000,03 01 10 19 09 17 12 08 20 14 07 02 05 15 04 13 16 11 18 06
house,0,4000,18 01 16 08 19 03 20 07 10 15 12 06 04 02 14 09 05 11 17 13
tool,1,6000,16 01 17 13 19 10 08 15 02 06 07 04 12 11 03 05 18 20 00 14
wordEF,0,6000,04 15 14 12 10 19 07 05 02 18 11 13 01 03 17 09 16 06 08 20
emoji,0,4000,18 02 01 10 15 07 04 14 16 11 05 20 09 17 03 06 19 13 08 12
face,0,8000,07 13 03 08 19 11 01 18 06 20 05 10 12 09 04 14 15 17 16 02
tool,1,4000,17 18 10 03 14 09 15 01 20 13 11 06 04 16 08 05 12 00 19 07
house,0,4000,04 11 17 06 13 18 08 03 12 20 09 10 15 19 16 14 02 07 01 05
emoji,1,6000,03 17 11 08 12 01 16 04 19 07 09 18 15 05 20 06 00 13 02 14
number,0,4000,08 05 17 19 12 09 11 20 06 01 13 14 07 10 04 18 02 16 15 03
wordC,0,8000,11 08 17 10 03 01 06 14 07 04 16 05 18 15 12 13 19 09 02 20
wordEF,0,4000,04 15 02 19 16 09 01 11 18 08 10 12 17 07 14 05 03 13 06 20
number,0,6000,05 17 16 15 03 06 13 20 19 11 08 02 07 01 04 10 09 18 14 12
number,0,8000,09 13 03 15 12 01 16 11 05 06 08 20 19 10 17 04 18 07 02 14
number,0,4000,17 16 05 07 01 08 19 10 14 18 13 06 12 20 09 02 04 03 11 15
tool,0,4000,02 08 04 18 14 17 09 13 11 03 16 19 06 01 20 15 07 10 12 05
wordEF,1,6000,20 04 09 16 12 19 02 15 06 00 18 01 13 11 07 08 14 03 10 17
face,0,6000,20 18 06 07 17 08 09 03 12 05 19 10 16 04 14 01 13 11 15 02
wordEF,1,4000,02 04 06 17 11 03 13 10 07 12 01 05 15 08 14 20 09 18 00 19
house,1,4000,07 15 05 09 14 18 11 08 04 06 20 03 17 00 01 13 10 12 02 16
body,1,8000,15 19 08 05 01 03 13 06 02 07 04 16 14 09 20 00 11 10 12 17
emoji,0,6000,03 14 17 13 02 09 05 19 16 06 10 18 08 07 15 04 11 01 12 20
emoji,1,4000,10 19 20 01 02 17 03 05 13 04 08 11 15 07 06 00 12 14 09 18
wordC,0,6000,10 04 02 05 03 07 09 06 11 19 18 08 01 20 15 14 13 16 17 12
house,1,4000,02 12 20 19 15 07 00 11 09 04 17 08 16 13 18 03 06 01 14 10
face,1,6000,17 06 07 12 19 10 14 18 01 02 11 08 04 03 15 16 13 05 00 09
wordC,1,4000,20 03 10 09 13 17 16 04 11 08 18 02 12 06 15 14 05 19 00 01
wordC,0,6000,11 15 01 13 18 20 04 14 02 09 03 06 08 12 19 17 07 10 05 16
house,0,8000,07 11 01 05 15 20 10 16 02 08 03 04 06 09 12 19 17 13 18 14
wordEF,0,8000,18 04 11 14 07 12 17 13 19 15 06 03 10 09 16 05 20 02 08 01
emoji,0,8000,08 02 01 09 19 14 18 06 12 11 10 16 03 13 15 05 17 07 04 20
wordEF,0,6000,05 18 06 01 09 12 13 15 19 14 10 02 20 08 04 07 03 11 17 16
emoji,0,4000,16 03 09 19 01 13 02 15 04 05 08 10 07 14 06 11 18 12 20 17
body,1,8000,13 05 16 04 06 10 20 01 17 02 12 18 19 09 00 15 03 08 11 14
face,0,8000,18 06 16 02 15 13 01 19 11 05 07 03 10 14 17 20 04 12 09 08
face,1,4000,06 17 15 07 10 02 13 09 12 01 20 03 08 00 14 19 18 05 16 04
number,0,8000,17 02 04 06 20 08 12 11 13 10 19 18 03 14 01 05 15 07 16 09
wordC,1,4000,07 05 10 13 12 03 11 01 14 15 20 19 17 00 09 04 02 08 18 16
face,0,6000,16 15 14 05 09 06 10 18 03 08 13 11 01 19 12 02 07 17 04 20
body,1,4000,17 19 07 12 11 01 03 16 00 02 15 04 20 10 13 18 14 09 08 05
body,0,8000,04 08 05 02 19 09 07 20 03 12 01 06 11 16 18 17 14 15 10 13
body,0,6000,20 12 02 07 05 09 08 14 06 18 11 04 16 13 03 19 15 10 17 01
