cond,hasStar,rest,stim
emoji,0,6000,05 02 13 07 18 16 01 17 20 12 03 10 15 08 11 19 09 04 14 06
wordEF,0,4000,17 18 14 11 04 03 09 10 16 12 06 15 13 08 20 19 05 07 01 02
wordEF,0,4000,06 18 17 12 13 14 11 03 05 04 16 09 19 02 20 10 15 01 07 08
house,1,6000,07 03 10 13 08 15 18 04 19 16 11 01 06 17 00 14 09 05 02 12
number,1,8000,20 18 06 07 04 02 11 05 16 14 19 15 01 13 00 17 10 09 12 03
face,1,4000,07 08 13 09 18 14 11 02 03 05 15 00 17 12 04 20 01 06 19 16
tool,0,4000,17 14 06 18 04 08 10 12 16 15 05 20 13 07 01 11 02 03 19 09
house,0,4000,09 06 20 14 18 01 16 03 05 15 17 08 13 10 19 04 02 12 11 07
house,0,6000,02 10 17 18 04 14 12 01 13 16 09 03 11 19 05 15 07 20 06 08
house,0,4000,17 03 05 18 04 08 19 07 16 11 06 09 01 10 02 14 20 13 15 12
body,0,6000,13 17 11 12 07 15 05 19 14 09 08 10 01 02 18 03 04 16 06 20
tool,1,4000,13 15 12 20 10 00 16 03 11 05 19 02 08 09 17 04 14 06 18 01
wordC,0,8000,16 03 09 14 20 06 08 01 12 15 18 11 07 02 04 19 10 17 05 13
emoji,0,6000,19 04 01 14 03 07 18 12 10 08 06 16 15 05 13 11 02 20 09 17
wordC,0,6000,20 01 19 06 08 13 05 18 04 09 03 17 12 14 15 16 02 10 11 07
tool,0,8000,19 17 20 18 13 14 06 09 12 11 10 15 02 03 08 05 16 07 04 01
number,0,4000,08 12 14 18 15 07 09 20 05 16 01 11 06 04 17 03 10 19 13 02
emoji,1,8000,11 15 04 07 09 16 00 19 05 18 13 14 08 01 06 10 20 03 02 12
wordC,0,4000,02 05 03 14 13 07 10 19 12 06 09 16 04 11 18 15 01 17 08 20
face,0,8000,12 10 08 18 11 04 05 03 09 20 02 14 19 01 06 15 16 13 07 17
tool,1,4000,05 20 16 06 11 03 07 19 13 10 08 01 18 02 09 15 14 04 00 12
tool,1,4000,18 19 16 09 05 03 08 04 07 17 12 14 00 11 02 06 13 01 15 20
wordEF,1,4000,02 04 06 17 09 18 05 15 01 12 00 14 13 20 08 11 07 10 03 19
emoji,0,4000,10 09 02 13 12 20 08 01 15 18 17 16 19 07 14 05 03 04 06 11
house,0,6000,09 06 20 17 18 03 07 14 05 16 04 13 19 15 11 01 10 02 12 08
face,1,8000,15 04 19 14 13 18 03 20 06 12 00 17 02 01 05 08 09 10 16 11
body,1,6000,13 08 16 07 04 15 00 11 12 14 17 10 01 20 03 02 06 09 05 19
house,0,6000,05 03 02 10 17 11 13 01 20 08 09 14 18 15 04 06 07 19 12 16
emoji,0,6000,02 11 13 10 17 04 03 07 12 14 08 09 16 05 15 18 20 19 01 06
tool,0,8000,13 08 10 18 12 09 15 01 11 04 20 02 14 03 06 19 05 07 16 17
body,0,6000,08 01 13 07 12 09 19 06 11 14 05 04 02 16 15 10 18 20 03 17
wordEF,0,4000,08 09 07 12 05 01 15 06 11 10 04 17 02 20 03 16 19 18 14 13
wordEF,0,6000,20 12 03 13 02 08 15 18 01 06 14 16 04 11 05 17 09 07 19 10
body,0,6000,15 01 19 09 07 04 03 14 06 08 20 10 18 02 13 16 12 17 11 05
face,1,6000,12 14 04 05 01 16 06 02 20 18 19 15 13 10 08 11 07 17 03 00
face,0,6000,12 20 18 16 07 01 02 14 04 06 13 17 08 03 05 11 10 19 09 15
wordEF,0,6000,04 01 07 16 05 18 11 19 14 08 06 02 17 09 15 13 20 10 12 03
body,1,8000,20 15 16 03 07 00 13 18 10 11 09 17 08 04 14 01 02 05 06 12
number,0,8000,02 08 03 13 16 05 11 12 20 09 17 19 01 07 04 15 10 18 14 06
number,0,4000,03 09 07 04 06 01 12 08 02 18 17 13 16 11 05 15 20 14 10 19
number,1,8000,05 08 15 19 02 18 01 10 00 07 06 12 04 03 14 11 16 20 09 17
wordC,0,4000,08 14 10 20 05 01 03 16 11 17 12 15 02 13 09 18 04 07 19 06
wordC,0,8000,09 07 10 11 08 20 17 02 06 14 19 18 04 13 05 01 12 03 15 16
wordC,1,4000,11 18 04 07 20 10 09 01 03 12 02 00 06 05 15 19 17 16 13 14
face,1,8000,19 20 02 03 13 14 04 12 00 08 18 06 01 16 09 17 05 10 15 07
body,0,4000,01 09 13 03 02 18 07 11 16 14 06 10 15 20 08 12 17 05 19 04
number,1,6000,20 03 08 05 11 09 15 02 00 14 01 12 06 07 17 16 18 13 19 10
emoji,0,6000,16 11 15 10 13 05 03 08 09 06 14 17 19 04 07 12 02 01 18 20
