cond,hasStar,rest,stim
face,0,6000,15 13 14 03 17 10 04 01 08 19 02 06 05 16 09 12 20 07 18 11
number,0,4000,17 05 20 16 14 10 07 03 12 15 01 02 09 06 18 13 11 19 04 08
emoji,1,6000,16 02 08 05 04 15 11 19 14 10 20 00 18 01 06 07 17 13 12 03
house,0,4000,13 01 17 05 19 07 11 09 10 12 04 06 18 08 20 15 16 14 02 03
tool,0,8000,13 10 12 18 15 01 16 19 03 08 04 02 07 20 17 05 09 11 14 06
tool,0,6000,01 03 05 08 14 15 20 07 10 06 11 09 19 13 18 04 16 02 12 17
wordEF,1,6000,18 09 08 13 17 06 16 12 10 11 00 05 03 02 04 07 15 01 20 19
emoji,0,6000,05 12 08 03 04 19 15 14 17 20 16 18 02 09 07 11 06 13 01 10
house,0,8000,20 18 19 09 04 08 07 01 06 15 05 03 12 11 02 14 13 10 17 16
body,1,8000,20 06 16 08 03 18 19 13 14 12 04 17 02 09 05 15 00 01 11 07
house,0,8000,03 15 14 01 18 11 12 06 07 20 19 08 17 02 16 10 05 13 09 04
wordEF,0,8000,13 09 17 18 15 10 06 14 12 11 08 05 04 01 07 16 20 02 19 03
tool,0,4000,10 08 19 20 06 09 16 04 03 18 11 01 02 05 13 15 07 17 12 14
wordC,1,4000,06 08 14 11 12 10 02 16 05 19 20 01 03 00 04 15 17 09 13 18
wordC,0,4000,14 12 20 11 07 01 18 06 10 02 04 13 05 08 09 16 03 17 19 15
body,1,8000,20 14 19 07 13 09 01 00 05 08 04 18 15 16 12 10 11 06 03 17
emoji,0,4000,18 07 20 13 11 02 01 15 03 19 14 05 17 09 12 10 16 04 08 06
face,0,6000,16 09 19 17 01 12 13 18 20 07 06 08 03 04 15 14 05 02 11 10
number,1,8000,09 17 18 05 11 14 15 00 16 08 07 06 01 12 20 03 02 13 10 04
face,0,4000,15 19 18 09 08 10 07 16 14 17 04 03 05 01 02 13 12 06 11 20
number,1,4000,15 11 16 01 06 10 20 02 18 13 14 12 19 08 00 17 07 05 04 03
wordEF,0,4000,05 03 10 18 07 11 09 19 17 14 06 01 15 20 12 16 13 04 08 02
wordC,0,4000,09 10 13 11 18 06 17 05 02 07 04 12 20 16 08 19 15 01 14 03
wordC,0,8000,16 11 09 03 13 15 02 04 14 05 10 17 01 06 12 08 07 20 18 19
wordEF,0,4000,10 05 11 16 20 13 15 19 02 06 01 14 18 09 03 08 07 04 17 12
face,0,6000,18 16 12 06 14 15 10 02 17 20 04 19 01 08 13 05 09 07 03 11
wordC,1,4000,04 01 20 06 10 08 17 05 00 18 14 03 15 19 13 12 02 07 11 09
face,0,8000,04 17 01 11 18 03 19 13 16 09 06 12 15 14 20 07 08 05 10 02
body,1,6000,01 19 02 06 03 18 07 05 11 04 13 00 16 17 20 09 12 14 08 10
emoji,1,8000,05 12 09 08 18 15 11 06 19 04 20 17 00 16 13 01 10 14 03 02
wordEF,0,4000,20 16 11 12 08 05 15 02 09 06 03 13 18 07 14 17 01 19 10 04
body,0,6000,20 01 03 10 19 08 07 11 05 09 16 14 18 04 17 13 02 06 15 12
body,1,6000,07 11 10 02 05 08 14 09 17 13 12 16 03 04 18 19 20 00 15 01
house,0,6000,17 14 18 09 16 20 03 11 02 07 19 05 08 06 10 12 15 01 13 04
house,1,6000,07 03 17 16 19 12 11 00 09 04 05 10 14 20 08 01 13 06 15 02
tool,0,8000,11 19 09 15 03 13 07 10 16 18 02 04 17 08 06 14 05 20 12 01
wordEF,0,6000,05 16 12 10 01 03 20 18 15 14 11 13 07 08 04 09 06 19 02 17
number,0,4000,09 02 13 05 11 04 14 16 15 20 12 10 07 01 19 06 17 08 03 18
tool,0,4000,07 01 09 11 04 16 19 03 12 05 10 08 13 02 20 17 18 06 14 15
house,1,6000,11 10 12 03 19 17 16 08 06 02 13 14 01 09 00 15 07 20 04 05
emoji,0,8000,10 15 13 16 02 09 20 18 17 04 14 03 11 08 07 12 05 01 19 06
wordC,1,6000,20 11 16 04 15 14 09 13 12 00 03 06 01 10 17 05 02 08 18 07
emoji,1,4000,20 13 06 09 04 02 08 19 14 15 03 18 05 10 11 16 12 00 01 07
number,0,4000,20 11 18 10 12 06 05 19 07 16 14 02 17 09 13 03 15 04 01 08
number,0,6000,14 08 19 04 06 01 18 12 11 13 10 16 07 09 17 02 20 05 15 03
face,0,4000,15 16 12 17 08 11 06 19 20 05 04 03 09 01 02 10 14 13 07 18
body,1,6000,18 02 15 20 19 09 04 14 17 01 05 06 10 07 03 00 12 11 16 08
tool,0,6000,11 15 09 12 04 20 05 18 14 07 13 10 03 19 01 17 08 02 16 06
