cond,hasStar,rest,stim
emoji,0,6000,04 02 16 19 03 13 10 06 01 08 15 18 14 17 20 09 11 12 07 05
tool,0,8000,19 06 17 01 05 16 13 14 18 10 08 20 03 04 11 02 15 07 12 09
wordEF,1,6000,17 18 10 09 14 08 01 03 06 19 05 04 11 00 02 16 13 20 07 12
house,0,4000,14 10 03 02 09 05 06 20 18 12 15 17 08 07 04 16 01 11 13 19
body,0,6000,03 20 14 16 08 10 05 09 01 07 17 06 18 12 15 13 19 11 04 02
face,0,4000,14 01 02 12 13 09 17 05 07 10 08 16 04 15 11 19 18 06 20 03
house,0,4000,04 17 05 15 16 06 12 11 10 19 03 02 07 13 01 20 18 14 09 08
face,0,4000,14 02 17 20 05 09 18 07 10 12 08 13 03 06 19 15 01 11 04 16
body,0,4000,12 06 16 08 11 02 13 07 04 20 15 17 03 18 14 10 09 19 05 01
wordC,0,6000,19 05 07 06 03 15 10 12 13 17 18 20 14 01 16 08 09 02 04 11
body,1,8000,12 18 01 04 20 00 09 02 06 17 13 15 19 16 10 14 11 05 03 07
number,0,8000,13 06 09 03 05 01 02 10 17 12 07 04 19 15 16 18 20 11 08 14
tool,0,6000,17 01 13 06 05 03 20 09 14 11 08 18 16 19 12 02 10 15 07 04
tool,0,4000,06 07 11 13 15 17 08 10 18 03 01 16 19 12 09 14 05 02 20 04
body,0,8000,18 02 06 05 10 09 03 01 20 08 04 13 15 11 19 07 17 12 16 14
face,1,8000,01 14 16 02 10 00 05 08 15 17 12 06 11 04 20 19 09 13 18 07
wordEF,0,4000,10 02 12 09 11 08 03 16 04 18 17 14 06 13 05 01 19 07 20 15
number,0,4000,14 15 10 03 20 11 18 13 16 17 07 09 08 06 04 12 05 02 01 19
house,0,8000,16 02 17 18 05 10 20 08 01 03 14 06 09 12 04 11 15 07 19 13
tool,1,6000,02 13 19 15 11 12 10 14 06 01 17 20 07 05 09 08 03 00 04 18
face,1,6000,20 13 05 12 11 04 15 18 03 02 16 17 00 10 06 19 14 09 01 08
tool,1,6000,17 08 07 19 12 01 02 20 14 18 11 00 04 05 16 13 15 06 09 03
number,0,4000,04 17 11 15 12 14 13 16 10 02 18 05 19 07 01 09 08 20 06 03
wordC,1,8000,02 11 13 03 05 14 06 17 20 15 16 12 07 01 04 08 18 09 19 00
wordEF,0,4000,15 18 03 08 07 04 13 19 09 02 06 12 10 05 14 16 20 11 01 17
face,1,4000,20 13 11 12 08 14 00 19 01 06 16 09 15 02 18 07 05 04 03 10
house,0,6000,19 15 10 16 01 18 13 12 17 14 07 11 06 20 05 08 09 02 03 04
house,1,6000,17 08 01 09 20 16 15 07 04 12 00 05 13 11 14 18 10 19 02 03
body,0,8000,14 19 11 09 05 04 17 13 15 03 02 01 07 20 12 18 10 08 06 16
wordEF,0,4000,11 02 10 05 18 13 09 16 06 12 19 03 04 15 17 07 08 14 20 01
wordC,0,4000,15 05 14 20 08 13 10 19 04 03 16 06 11 12 02 07 01 18 09 17
face,0,6000,18 17 12 03 08 16 11 07 04 20 15 13 01 19 09 14 05 06 02 10
wordC,0,4000,08 17 07 20 12 18 13 15 03 02 19 09 10 16 04 06 01 05 11 14
wordEF,0,6000,11 19 05 02 15 08 01 14 07 18 13 10 17 03 04 12 16 20 09 06
emoji,1,4000,09 16 11 08 19 15 05 00 12 17 14 03 01 04 20 10 06 02 07 18
number,0,6000,02 15 14 03 12 19 06 10 13 11 04 16 20 18 01 17 08 07 05 09
emoji,0,4000,13 19 07 17 11 03 09 14 18 08 01 04 05 10 16 02 20 12 15 06
emoji,1,8000,14 19 18 05 03 15 01 17 16 09 11 12 13 10 02 06 00 04 08 07
house,0,8000,12 14 16 08 10 07 20 04 19 18 13 02 01 15 06 11 09 17 05 03
emoji,1,8000,08 06 14 05 13 07 04 15 10 09 20 16 11 19 03 12 17 18 00 02
wordC,1,8000,04 19 17 07 15 10 14 09 20 12 18 05 03 01 11 00 06 08 16 02
emoji,0,6000,20 01 13 08 02 10 06 11 18 12 16 14 07 15 04 09 19 05 17 03
wordEF,1,6000,13 17 05 15 14 12 11 08 19 09 04 18 06 02 10 16 01 00 07 03
number,0,4000,05 11 10 19 14 12 16 18 08 20 03 09 06 04 13 01 02 17 15 07
tool,0,6000,11 13 05 01 04 14 09 18 15 16 06 07 20 08 19 17 03 02 10 12
body,1,6000,04 06 02 17 11 19 12 16 20 09 08 15 13 03 18 01 00 07 10 14
number,1,4000,04 08 07 12 13 20 10 09 00 16 06 17 03 02 15 05 19 01 11 18
wordC,0,6000,11 16 09 04 20 13 01 07 12 08 03 06 18 10 14 15 05 17 19 02
