cond,hasStar,rest,stim
body,1,6000,20 03 06 19 09 12 16 05 11 15 18 00 01 08 14 13 07 10 02 04
tool,0,4000,01 19 13 11 05 10 06 12 17 08 02 04 07 16 14 20 18 09 03 15
wordC,0,8000,04 06 16 07 01 17 08 13 19 18 11 12 15 03 09 14 10 05 02 20
number,0,8000,05 16 06 09 01 08 04 19 17 14 10 18 03 20 07 13 02 15 11 12
wordC,1,4000,11 06 08 17 19 13 15 16 07 12 14 03 05 10 02 09 20 00 01 18
body,0,8000,07 12 13 03 01 06 18 10 05 09 14 20 04 08 16 15 11 17 02 19
wordEF,1,6000,12 16 03 11 20 18 09 19 15 10 17 01 05 04 00 06 14 07 08 02
face,1,4000,09 12 05 10 19 02 03 13 07 15 04 20 00 06 14 18 17 01 11 16
number,0,4000,04 02 03 09 15 13 10 19 12 08 05 20 06 14 17 11 18 01 07 16
house,0,8000,02 08 12 11 14 07 01 17 03 05 18 13 15 19 06 04 10 09 16 20
face,0,4000,16 01 06 15 11 14 04 08 12 17 20 18 07 05 09 10 19 13 03 02
wordC,0,4000,14 20 03 18 17 15 19 10 02 05 12 06 11 01 09 16 07 04 08 13
body,1,6000,11 19 02 14 17 09 15 16 04 08 18 03 05 13 01 07 12 20 06 00
emoji,1,4000,07 12 20 19 01 04 17 05 16 02 09 11 00 13 06 14 15 18 08 10
wordC,0,6000,15 08 06 14 10 12 05 04 19 07 11 09 16 18 02 20 13 03 17 01
wordC,0,8000,06 17 02 03 16 20 10 05 09 01 11 19 04 14 07 13 08 15 12 18
emoji,1,4000,06 11 05 10 14 02 19 20 08 15 17 00 13 12 09 04 01 03 07 16
emoji,1,4000,17 04 15 05 13 16 10 11 07 01 18 08 12 20 02 00 06 19 09 14
wordEF,0,4000,17 01 16 06 12 13 18 05 08 09 07 02 20 11 10 04 03 14 15 19
number,0,6000,14 05 18 09 10 16 04 20 03 11 07 08 12 01 06 13 19 17 02 15
face,1,8000,15 19 12 16 04 06 20 09 02 11 17 07 08 00 18 14 13 05 03 01
tool,0,4000,11 03 15 08 12 05 04 13 10 06 16 02 18 07 09 01 20 14 19 17
emoji,0,6000,19 15 02 03 20 13 05 09 06 07 10 04 08 12 01 17 11 14 16 18
house,0,4000,09 15 03 11 20 06 16 12 14 07 01 02 19 17 18 04 10 13 08 05
body,1,8000,03 04 09 07 15 02 12 06 05 16 11 10 00 13 14 08 20 19 17 01
face,1,4000,06 10 13 07 09 12 05 15 20 08 18 16 11 03 02 14 01 19 17 00
house,0,4000,12 11 15 18 06 09 19 20 08 17 05 16 13 03 14 02 04 07 10 01
number,0,6000,12 16 17 15 01 11 20 05 10 06 14 18 09 03 08 02 13 04 19 07
body,0,8000,19 18 07 15 20 13 01 04 10 08 11 14 16 06 02 17 03 12 05 09
emoji,0,6000,01 13 16 04 09 05 14 10 15 18 19 17 12 02 11 20 03 06 08 07
wordC,0,8000,07 06 01 14 11 02 18 15 03 05 10 04 13 16 12 17 20 09 08 19
wordEF,0,4000,01 13 18 16 17 09 11 03 06 15 02 19 08 04 07 12 05 10 20 14
house,0,6000,18 17 08 12 20 13 07 06 10 02 15 11 01 16 03 09 05 19 04 14
tool,0,6000,04 01 19 06 13 03 18 07 09 14 16 02 08 05 10 20 11 17 12 15
tool,0,6000,02 03 05 17 06 04 13 12 18 07 10 09 20 19 11 08 01 15 16 14
house,1,6000,04 02 13 01 08 09 07 14 00 15 18 17 19 11 03 20 12 10 05 16
face,0,6000,15 13 07 04 18 02 09 08 03 14 05 10 19 12 06 11 01 16 20 17
body,0,6000,09 13 18 04 15 17 14 16 07 03 10 20 01 08 06 02 05 12 19 11
face,0,4000,13 16 02 01 12 19 03 10 15 06 14 17 08 09 04 20 07 05 18 11
tool,0,8000,15 10 05 13 11 08 20 18 01 17 03 06 09 19 12 04 14 02 16 07
number,1,6000,16 14 17 01 07 10 09 02 05 20 18 00 04 19 12 08 13 06 11 15
wordEF,0,4000,17 05 19 13 03 10 15 08 06 09 04 18 14 12 02 16 07 01 20 11
house,1,8000,15 20 03 07 13 01 02 10 00 04 17 12 11 06 16 19 14 18 09 08
number,0,8000,08 01 20 03 16 06 11 02 15 19 10 13 12 04 17 07 05 14 18 09
emoji,1,4000,20 13 14 16 04 08 01 15 17 06 18 09 05 03 02 00 12 19 11 07
wordEF,0,6000,12 05 08 18 10 06 20 13 09 11 16 15 01 14 17 07 19 02 03 04
tool,1,6000,08 17 02 10 09 14 12 19 03 13 20 07 15 01 04 05 06 16 00 18
wordEF,0,6000,14 19 16 09 03 06 20 04 02 05 15 07 08 13 10 01 18 11 17 12
