cond,hasStar,rest,stim
wordEF,1,6000,11 03 02 10 19 20 08 14 00 09 15 13 06 12 18 05 04 17 16 01
face,0,8000,12 16 19 17 10 07 11 14 02 08 06 18 04 20 01 05 15 03 09 13
number,0,4000,06 10 20 13 14 12 11 07 15 18 19 17 01 04 16 02 08 05 03 09
number,1,6000,02 03 09 16 17 04 19 11 01 10 20 13 07 18 00 08 12 14 15 05
number,1,8000,13 19 09 08 16 05 12 04 17 02 15 03 00 06 07 11 01 10 14 18
face,0,4000,14 03 09 05 04 12 20 01 17 07 16 02 15 18 06 13 10 08 19 11
tool,0,4000,08 09 19 13 12 10 01 03 15 18 16 11 14 04 20 02 17 07 05 06
face,0,4000,10 15 11 04 08 02 14 01 05 13 09 12 03 06 17 07 19 16 18 20
tool,0,4000,19 20 17 12 05 09 10 07 11 14 08 16 13 01 18 04 02 03 15 06
house,0,8000,08 01 05 16 07 09 13 12 18 04 20 17 10 19 06 03 14 15 11 02
wordC,1,6000,07 17 04 20 14 05 10 01 00 19 16 18 15 02 03 09 11 13 06 08
wordEF,0,6000,13 11 09 10 14 08 04 15 16 03 18 01 06 05 07 12 17 02 19 20
emoji,0,6000,04 10 11 15 13 16 01 17 20 02 03 07 19 12 18 14 09 05 08 06
emoji,0,6000,18 01 04 20 08 06 09 14 19 16 12 15 02 05 10 17 07 03 11 13
wordEF,0,6000,03 19 11 05 20 04 15 06 10 17 09 08 16 01 13 12 14 07 02 18
face,0,4000,10 18 13 17 20 08 04 05 02 16 01 15 12 09 03 14 07 19 06 11
wordEF,1,4000,10 12 06 14 04 09 17 03 20 18 16 01 02 05 08 13 07 11 00 15
tool,1,4000,02 10 06 16 07 14 05 03 12 08 00 19 13 17 11 20 01 15 04 09
tool,1,8000,03 15 07 18 01 02 19 14 12 05 08 13 06 11 17 00 20 10 04 16
face,1,6000,19 14 06 15 17 13 08 16 00 01 03 12 09 02 18 20 04 10 07 05
body,1,6000,18 09 08 02 15 11 16 20 01 05 06 14 17 07 00 13 10 03 04 12
wordC,0,4000,08 02 18 17 05 07 13 12 20 09 06 15 03 01 16 14 11 19 04 10
house,0,8000,03 20 10 06 16 08 11 09 07 15 01 02 19 13 18 14 12 04 05 17
emoji,1,8000,06 20 02 05 16 04 17 18 13 14 03 01 12 15 19 10 09 11 07 00
wordC,0,4000,02 13 03 11 01 17 20 04 05 14 15 06 08 18 09 16 19 12 07 10
emoji,0,4000,03 15 17 14 01 05 04 16 11 09 12 08 20 07 18 06 13 02 19 10
emoji,0,4000,15 02 01 18 04 09 16 10 06 11 07 03 12 19 13 14 05 08 20 17
house,0,8000,02 01 11 12 03 17 19 18 04 06 05 20 07 08 15 10 16 09 13 14
wordC,0,4000,11 12 20 06 13 15 07 08 02 17 18 09 16 01 03 05 14 04 19 10
body,1,4000,16 08 19 05 20 07 10 01 09 11 04 02 00 12 03 14 13 06 18 15
body,0,8000,17 10 03 15 01 04 16 11 18 05 13 07 12 09 02 20 06 19 14 08
house,0,4000,03 16 07 09 08 01 11 10 13 17 12 20 06 15 19 04 14 02 05 18
tool,0,4000,05 08 01 13 18 03 11 12 20 17 07 14 04 06 02 15 10 16 09 19
number,0,8000,14 04 15 20 05 01 12 13 09 02 03 06 10 19 08 17 18 16 11 07
wordC,0,6000,01 06 09 19 02 17 18 12 13 08 15 20 16 03 04 05 11 10 14 07
house,0,4000,06 05 18 15 14 20 13 04 16 07 11 17 08 19 10 02 01 03 12 09
emoji,0,6000,12 13 19 14 07 08 01 05 20 11 15 18 17 04 10 06 09 03 16 02
wordC,1,6000,09 15 17 19 12 20 13 02 10 00 01 04 05 14 18 08 11 06 03 16
body,1,6000,08 13 16 05 12 14 20 10 02 03 09 15 01 18 17 11 00 04 07 06
number,1,6000,04 05 02 15 13 19 10 03 18 09 08 12 01 17 20 14 16 07 00 06
number,1,8000,09 04 14 17 08 10 11 00 20 02 07 16 19 06 03 01 13 05 12 18
wordEF,0,6000,01 11 17 02 07 06 10 08 04 16 13 05 03 20 18 15 19 12 09 14
body,0,6000,14 09 20 12 02 06 16 01 18 03 13 08 17 10 15 19 07 04 05 11
tool,0,4000,02 12 20 07 05 08 04 11 09 06 19 01 16 17 10 13 03 14 15 18
body,1,6000,03 19 15 08 06 09 20 00 02 12 05 14 16 07 17 04 01 10 18 11
face,0,8000,03 20 19 10 15 04 08 11 13 12 14 16 01 07 18 06 09 02 05 17
house,0,8000,07 02 03 15 13 09 19 01 08 14 10 18 05 04 06 20 12 17 11 16
wordEF,0,6000,08 17 07 13 02 19 01 14 05 09 06 15 03 11 20 16 12 04 18 10
