cond,hasStar,rest,stim
number,0,4000,05 20 17 12 19 07 06 18 16 11 13 03 15 09 02 10 01 08 04 14
wordEF,1,6000,14 09 20 18 04 19 07 02 17 08 13 10 16 15 12 03 00 01 05 11
body,0,4000,20 15 06 16 14 08 11 03 17 12 13 18 10 07 09 01 04 05 19 02
face,0,4000,08 15 07 04 03 20 16 05 09 17 06 18 01 13 12 14 19 10 11 02
tool,0,8000,08 10 12 01 03 04 20 18 09 11 06 05 07 13 19 14 16 17 02 15
wordC,0,4000,15 06 16 03 20 01 04 07 12 10 14 11 02 13 08 05 17 19 09 18
wordEF,0,6000,01 05 14 15 09 03 16 13 17 04 02 08 10 18 20 11 06 19 07 12
wordEF,1,6000,14 08 17 19 20 13 07 09 11 01 03 16 10 04 02 12 06 00 05 15
emoji,1,4000,09 05 20 02 08 11 04 16 07 10 15 03 13 12 00 01 17 19 06 14
emoji,0,6000,17 03 08 09 14 15 06 10 02 07 16 11 12 05 04 01 13 18 19 20
face,1,4000,17 02 19 09 11 04 14 18 01 06 08 12 00 13 07 10 20 15 05 16
number,0,4000,01 15 20 11 18 07 13 12 19 08 04 06 02 17 05 10 09 14 03 16
number,0,4000,09 07 04 20 05 11 01 15 19 02 16 10 13 14 12 18 17 03 08 06
house,1,4000,11 05 02 10 08 18 12 15 04 03 01 16 17 09 13 19 20 07 14 00
body,0,8000,05 18 03 02 14 13 11 08 12 07 04 20 01 06 15 17 19 16 09 10
number,1,6000,08 01 10 18 02 07 06 19 04 11 13 12 15 16 05 17 14 03 20 00
wordEF,0,8000,11 09 17 19 08 03 12 02 04 13 06 01 16 18 10 05 15 20 14 07
body,0,8000,11 13 04 02 15 09 03 08 14 06 01 12 07 05 10 17 16 18 20 19
wordC,0,6000,12 01 03 07 08 10 15 11 19 14 18 05 16 02 20 06 04 13 17 09
face,1,6000,11 17 09 10 07 12 06 14 04 16 18 19 01 05 02 00 03 13 15 20
house,0,4000,06 15 07 20 13 16 17 09 11 08 18 10 04 02 03 01 14 12 05 19
tool,1,6000,10 09 12 03 04 11 00 02 01 05 13 08 16 20 07 14 15 17 18 06
house,0,4000,10 05 15 13 01 06 19 07 08 12 02 09 17 16 18 03 14 11 04 20
wordC,0,4000,09 03 01 19 13 07 08 11 05 04 12 06 16 14 10 02 18 17 15 20
tool,0,8000,09 10 01 18 07 08 02 19 05 13 12 17 06 15 04 11 14 16 20 03
body,0,4000,12 03 09 13 07 17 16 05 08 19 02 18 15 14 01 11 20 04 10 06
wordC,0,4000,18 02 09 16 10 05 01 15 08 04 06 17 03 13 12 20 19 07 14 11
number,0,6000,14 10 02 17 12 20 07 04 11 03 13 19 18 15 05 08 06 01 16 09
wordEF,0,8000,06 11 17 04 01 12 05 19 09 14 07 13 18 16 02 10 15 08 03 20
emoji,1,6000,11 17 19 07 20 13 08 14 09 01 00 04 02 10 15 12 05 18 16 06
emoji,0,6000,04 03 06 10 18 16 19 01 20 11 07 13 09 15 17 14 12 02 08 05
wordC,1,8000,03 02 11 16 13 08 14 20 07 05 17 09 00 04 18 12 06 01 10 19
body,0,6000,02 17 01 13 10 12 19 18 04 14 03 09 06 05 08 20 11 07 15 16
number,0,4000,11 01 13 06 14 03 16 12 20 19 17 07 18 04 10 09 02 15 08 05
house,0,6000,06 16 03 17 19 07 05 02 20 11 12 13 08 04 09 01 18 14 15 10
house,0,6000,15 14 07 18 20 10 12 09 06 04 11 16 17 02 05 03 01 19 08 13
tool,0,8000,06 20 13 16 02 05 19 09 15 12 01 17 03 14 07 11 18 04 08 10
body,0,6000,02 17 18 09 03 19 08 16 13 05 12 04 10 06 01 15 11 14 07 20
face,1,8000,10 04 20 03 11 06 05 08 15 01 14 07 18 02 16 19 00 17 13 09
tool,0,4000,01 10 16 18 15 17 12 11 09 19 05 14 07 13 06 04 02 20 03 08
emoji,0,6000,10 04 12 20 13 15 11 08 18 06 17 14 05 09 02 07 16 19 03 01
face,1,8000,07 06 01 09 14 10 15 19 11 16 18 17 05 13 00 03 08 04 12 02
tool,0,8000,14 16 19 07 08 15 20 09 18 12 13 10 04 11 05 17 01 03 06 02
face,1,4000,17 09 08 15 18 13 02 01 05 20 16 00 10 06 03 04 12 07 11 14
house,1,8000,08 04 01 09 11 18 10 13 15 07 19 20 16 05 03 06 12 14 17 00
wordC,1,6000,06 16 15 11 01 09 08 17 12 18 07 05 19 02 04 10 00 14 13 03
wordEF,0,4000,08 10 01 13 19 15 11 04 02 17 09 05 03 06 07 12 14 18 16 20
emoji,1,6000,14 18 19 01 17 07 08 20 12 06 10 04 00 16 05 13 15 03 02 09
