cond,hasStar,rest,stim
wordC,0,6000,02 18 05 12 13 14 06 01 07 09 11 20 19 08 17 03 15 16 04 10
wordC,0,6000,07 01 15 16 11 08 14 02 19 04 05 03 13 10 12 09 18 17 06 20
tool,0,4000,07 14 12 20 05 06 13 16 04 15 02 11 19 03 01 09 10 18 08 17
emoji,0,4000,06 12 18 20 17 08 01 19 03 02 07 05 16 11 15 09 14 04 13 10
emoji,1,6000,15 06 04 12 02 09 10 01 19 11 14 13 00 16 05 07 20 08 03 18
tool,1,6000,20 12 19 02 07 11 15 10 18 13 16 00 09 05 04 06 03 08 17 14
number,0,6000,15 17 09 18 01 11 02 19 12 10 13 08 14 16 03 07 06 05 04 20
wordEF,0,4000,18 13 06 11 10 01 03 19 14 04 17 12 05 15 08 02 16 07 09 20
body,0,8000,19 03 08 15 01 14 16 11 17 02 09 06 12 07 18 05 10 04 13 20
emoji,0,4000,01 18 12 08 04 14 15 02 05 16 10 17 13 19 07 09 06 20 11 03
wordC,1,4000,20 10 19 18 12 07 14 02 04 08 16 03 17 06 05 11 09 00 15 13
face,0,4000,15 09 17 07 03 18 01 20 05 19 10 16 04 13 11 08 12 06 14 02
emoji,1,8000,02 01 17 13 06 08 18 20 10 09 00 04 19 05 14 03 07 15 12 16
wordEF,1,8000,15 17 12 19 09 20 04 05 13 08 16 02 10 01 00 06 07 18 11 14
house,0,8000,16 04 03 09 17 10 14 12 02 05 20 18 08 19 13 15 11 06 01 07
number,0,4000,02 17 06 01 18 07 13 03 04 08 11 20 09 12 10 05 14 19 15 16
tool,0,6000,04 06 16 19 01 10 09 15 03 13 12 17 18 05 08 11 14 07 20 02
house,0,8000,11 02 16 08 05 18 04 17 09 03 19 07 01 13 10 06 20 12 14 15
face,0,4000,08 06 20 18 01 12 15 02 17 14 04 07 16 19 11 10 05 13 03 09
wordEF,0,6000,11 19 08 17 18 15 14 20 03 16 09 01 05 02 10 07 04 06 12 13
house,1,8000,09 18 06 12 08 00 01 14 07 20 17 19 13 05 11 10 04 15 03 02
body,0,6000,12 14 13 17 08 04 02 15 07 16 11 10 20 19 05 09 06 01 18 03
wordEF,0,6000,11 02 04 19 17 18 06 15 14 16 10 13 12 01 20 05 08 03 07 09
number,1,8000,20 03 11 04 05 19 18 13 00 10 06 02 09 15 08 14 07 12 17 16
wordC,0,4000,13 02 07 04 08 11 05 03 10 01 06 14 12 18 16 09 20 19 15 17
emoji,1,4000,02 10 05 18 06 15 11 19 13 20 04 09 07 16 03 12 14 00 01 08
house,0,6000,12 02 14 16 18 15 08 04 05 09 03 10 13 01 11 17 19 06 07 20
wordC,1,8000,19 14 08 10 03 18 04 09 20 02 17 07 13 06 12 05 00 16 11 15
body,0,6000,19 17 03 08 10 07 04 12 01 06 14 13 02 09 05 15 18 20 11 16
face,1,6000,16 08 20 05 14 11 03 15 01 06 09 19 00 17 12 13 02 04 18 07
body,0,4000,04 12 18 06 01 14 11 08 05 13 09 16 19 03 15 07 02 17 10 20
wordEF,1,6000,10 01 06 09 20 13 05 02 00 07 12 08 04 18 17 03 15 11 14 19
face,0,8000,09 16 17 12 10 01 11 15 18 03 07 02 08 04 20 06 05 13 19 14
face,0,8000,07 05 04 15 10 17 12 01 02 06 11 13 09 14 18 08 03 20 16 19
house,1,6000,20 13 16 19 03 09 00 08 14 17 11 12 10 06 02 15 07 01 05 18
emoji,0,4000,04 05 07 15 18 10 14 09 03 19 16 11 06 08 20 02 13 01 17 12
house,1,4000,08 09 01 16 19 06 11 00 20 17 18 05 07 10 12 13 15 04 03 02
number,0,8000,15 07 16 11 19 13 12 17 14 09 20 05 02 03 01 10 18 06 08 04
tool,0,4000,15 17 12 11 04 08 19 05 20 14 03 10 18 06 07 13 01 09 02 16
face,1,4000,01 18 14 05 07 12 17 13 16 08 11 03 00 06 02 20 15 19 09 10
body,0,6000,07 02 05 10 04 11 06 15 03 20 18 14 09 08 13 01 19 16 12 17
number,1,4000,19 10 18 07 17 00 16 11 08 14 09 15 04 06 05 13 12 02 01 20
wordEF,0,6000,15 17 16 12 08 02 20 03 13 18 09 11 04 14 19 01 10 07 06 05
body,0,4000,18 01 12 13 06 05 08 19 20 04 14 10 07 11 17 09 15 16 02 03
tool,0,8000,03 18 14 19 10 04 07 06 15 08 17 11 20 01 02 13 05 09 16 12
tool,0,4000,11 07 19 18 01 06 04 10 12 13 08 03 20 16 05 15 17 09 02 14
number,0,6000,09 17 11 20 16 10 04 18 02 06 05 08 14 01 12 15 13 03 07 19
wordC,1,6000,02 10 05 14 01 18 04 00 16 09 06 12 19 15 17 07 20 03 11 08
