cond,hasStar,rest,stim
house,0,6000,05 09 08 15 12 11 14 19 16 17 04 18 01 20 06 03 10 07 02 13
tool,1,4000,15 09 01 02 19 13 20 00 08 11 03 16 14 04 18 17 05 10 12 07
body,0,6000,09 04 06 01 05 03 12 08 07 11 14 19 15 02 13 16 17 20 18 10
number,1,8000,02 03 18 11 19 00 08 01 15 16 10 14 05 20 04 13 09 17 12 06
body,0,8000,17 15 20 18 09 08 14 19 03 02 04 13 01 10 16 06 05 07 11 12
number,1,6000,20 19 10 04 12 03 14 15 05 11 02 06 07 08 18 00 01 16 13 09
emoji,0,4000,11 07 04 09 01 16 08 15 14 06 12 03 20 10 17 05 02 18 13 19
body,1,6000,12 08 07 04 09 06 18 01 10 03 11 14 00 19 16 13 20 17 02 05
wordEF,1,4000,10 18 01 14 02 20 07 08 09 03 11 05 06 00 16 19 13 15 04 17
wordC,0,6000,18 15 12 05 10 13 17 02 03 09 20 06 14 16 07 01 08 04 11 19
house,1,8000,12 02 16 03 14 09 19 15 18 07 13 08 20 05 06 01 00 17 11 04
tool,1,4000,16 10 08 07 12 13 14 04 19 11 05 20 18 02 15 17 06 09 00 01
house,0,4000,10 14 08 17 11 05 13 06 04 09 16 18 20 07 12 19 03 02 01 15
face,0,4000,13 04 17 10 03 18 11 02 19 01 07 06 05 08 15 20 12 09 14 16
wordEF,0,4000,04 01 08 10 07 06 13 14 18 02 17 15 09 03 19 20 05 11 12 16
wordEF,0,6000,08 02 18 20 14 05 03 09 11 01 13 12 10 07 19 06 15 16 04 17
emoji,0,4000,03 18 10 14 05 09 19 07 08 04 02 15 11 12 16 06 01 20 17 13
face,0,8000,15 02 18 11 20 01 17 09 14 19 05 04 08 10 06 03 13 12 16 07
wordC,1,8000,03 04 19 12 02 16 17 14 06 07 01 15 09 10 00 20 08 11 18 13
wordC,0,4000,10 07 03 15 16 04 09 19 12 05 14 08 13 17 20 06 01 02 11 18
emoji,0,6000,07 20 02 18 14 06 16 08 05 09 11 10 19 12 17 03 13 04 01 15
house,0,6000,14 05 08 16 17 19 03 01 20 04 07 06 13 15 12 18 11 09 10 02
house,0,6000,02 14 12 18 04 19 01 10 05 03 17 08 20 07 16 13 15 09 11 06
wordC,0,6000,17 16 10 14 09 11 05 04 12 13 18 06 07 20 08 15 19 01 02 03
body,0,4000,18 19 12 08 05 06 01 17 04 14 09 20 13 02 15 10 11 07 03 16
number,0,6000,04 11 17 02 20 09 18 16 14 03 13 05 19 06 15 10 08 01 12 07
wordEF,0,4000,01 14 08 13 11 02 16 06 19 20 03 17 15 12 05 04 10 07 18 09
wordEF,1,4000,19 18 01 15 20 10 17 14 05 07 00 08 02 06 11 16 04 13 09 12
emoji,0,6000,03 09 19 16 18 15 12 07 01 14 05 17 11 08 20 06 10 13 04 02
tool,0,8000,12 07 06 09 18 16 08 02 04 17 11 14 20 19 10 05 13 15 03 01
body,0,8000,10 13 11 04 20 01 03 14 02 08 12 06 15 07 17 18 09 19 05 16
house,0,6000,19 20 14 18 17 01 08 12 03 04 13 10 16 09 05 11 06 15 02 07
face,1,6000,05 16 09 14 20 17 08 04 10 03 02 12 15 11 07 00 19 06 18 01
tool,0,4000,08 17 04 10 11 01 06 09 02 07 16 03 12 15 20 14 18 13 05 19
number,1,6000,11 04 15 16 08 19 07 14 03 20 02 01 12 18 13 17 00 10 06 05
wordC,0,8000,08 10 05 11 18 07 01 06 16 15 14 13 09 20 17 19 12 03 04 02
face,1,4000,20 06 10 13 12 02 05 16 14 03 07 15 18 11 04 19 01 00 09 17
emoji,0,4000,19 20 09 13 02 16 15 05 18 04 11 07 08 12 03 06 10 17 01 14
face,0,8000,09 11 07 18 03 05 17 06 02 19 14 01 04 12 15 20 10 16 13 08
emoji,0,8000,12 02 05 16 15 09 17 01 07 18 06 11 03 10 13 04 14 19 20 08
number,1,4000,15 01 12 09 05 11 20 04 07 00 16 18 03 08 02 17 19 14 06 13
tool,0,6000,14 10 08 18 07 11 02 17 09 04 03 12 01 16 13 05 19 15 20 06
tool,0,8000,07 12 06 04 09 19 13 14 01 18 08 17 05 15 10 03 02 11 16 20
body,1,6000,17 06 18 08 01 10 05 02 12 07 11 15 03 00 13 16 09 04 20 19
wordEF,1,8000,05 20 14 13 12 16 06 10 08 07 19 02 18 09 17 01 15 11 03 00
face,0,4000,09 17 08 18 13 03 04 01 07 05 12 02 10 15 11 20 06 16 19 14
wordC,0,4000,13 20 16 10 02 06 11 14 07 18 08 17 15 01 19 12 05 09 04 03
number,1,6000,09 12 15 08 19 01 07 13 10 16 06 17 00 20 14 03 02 05 18 04
