cond,hasStar,rest,stim
body,0,8000,13 08 19 09 02 04 18 10 06 14 01 16 15 17 07 11 20 12 05 03
wordC,0,4000,16 20 14 03 19 17 18 12 15 11 05 02 08 06 09 04 13 07 10 01
house,0,6000,11 03 19 09 01 02 13 10 08 18 07 16 05 15 20 17 06 12 14 04
face,1,6000,05 08 11 18 04 14 13 16 07 15 09 12 17 06 01 10 03 02 00 20
face,1,4000,07 03 14 06 08 11 01 17 05 20 16 18 10 00 02 12 19 09 04 15
wordEF,0,6000,08 03 20 10 12 15 01 07 17 14 16 06 19 13 09 18 02 05 04 11
number,1,4000,04 01 17 03 12 07 13 16 19 11 02 00 14 08 05 20 06 10 15 18
wordC,0,4000,07 17 18 06 08 19 20 15 16 13 02 12 11 05 14 04 09 03 01 10
tool,1,6000,20 07 17 10 01 00 06 05 13 14 16 11 19 03 08 15 12 18 09 02
body,1,4000,17 01 14 07 19 00 16 09 03 02 15 13 20 08 04 05 06 10 18 12
tool,0,6000,02 16 05 15 14 20 18 03 12 13 08 04 11 17 19 10 09 07 01 06
face,0,4000,19 17 05 09 10 04 16 02 14 07 12 18 20 13 08 15 11 01 06 03
wordEF,0,6000,08 11 06 12 20 15 02 09 18 19 17 14 13 07 01 10 04 03 05 16
house,0,6000,15 12 06 10 18 03 01 14 17 08 02 16 09 19 05 07 20 11 04 13
body,0,8000,13 17 12 03 04 19 20 05 01 15 11 08 09 10 07 14 18 02 06 16
body,1,4000,18 05 13 16 11 03 07 17 09 04 15 06 08 00 14 10 19 01 12 20
house,0,8000,17 11 16 10 01 15 04 19 03 13 14 09 06 07 12 20 08 05 18 02
wordEF,0,4000,09 11 14 17 04 05 03 01 06 10 07 20 02 19 08 18 13 15 12 16
body,0,8000,09 06 20 05 08 19 11 03 18 15 17 16 12 04 07 13 01 02 14 10
face,1,4000,03 14 01 02 10 18 16 15 07 06 05 20 17 04 00 12 19 09 11 08
emoji,0,6000,19 18 15 20 16 02 09 05 17 06 04 10 01 14 03 12 11 13 07 08
emoji,1,8000,15 07 01 12 10 04 20 14 05 03 18 09 11 08 16 06 19 17 02 00
wordC,1,6000,20 18 10 07 17 19 01 08 12 16 04 13 09 11 00 15 03 06 02 14
house,0,6000,05 06 20 16 07 17 08 12 10 18 13 03 19 14 09 04 02 01 11 15
emoji,0,4000,06 19 14 18 02 04 15 17 08 05 09 10 03 20 01 16 13 12 07 11
number,1,6000,11 03 08 19 15 14 05 09 16 04 18 17 01 20 10 12 02 00 13 07
tool,1,4000,05 10 02 14 11 13 06 00 12 03 09 15 08 18 04 16 01 20 17 07
house,0,4000,13 19 11 01 05 10 04 02 20 07 09 16 18 15 03 14 17 06 12 08
number,0,4000,16 04 20 18 02 17 06 11 03 05 08 12 07 09 13 19 14 15 01 10
house,1,6000,14 06 11 03 16 05 02 10 08 04 12 09 18 13 19 20 15 01 00 17
wordC,0,4000,10 16 12 14 06 08 09 20 11 02 04 15 18 05 03 13 19 01 07 17
face,1,6000,18 08 06 16 20 15 03 14 04 12 13 19 01 07 00 05 11 17 02 10
tool,0,8000,10 17 16 08 18 14 13 01 11 20 02 19 07 04 06 03 15 09 12 05
wordEF,0,4000,20 14 05 16 01 04 08 03 15 11 02 13 18 12 07 17 09 19 10 06
wordEF,1,4000,15 11 04 18 14 02 19 07 06 01 10 05 17 09 16 03 20 08 12 00
emoji,0,6000,04 07 01 14 16 19 05 17 18 20 13 03 12 09 08 11 15 02 06 10
emoji,0,8000,12 05 14 18 20 11 10 09 06 13 16 17 07 02 15 19 08 03 01 04
emoji,0,6000,10 14 02 16 18 03 20 07 11 15 04 17 05 19 06 13 01 08 12 09
wordEF,1,6000,07 08 03 15 14 20 01 00 09 18 02 11 19 10 12 04 05 06 17 13
wordC,0,4000,17 04 06 14 16 01 13 12 20 09 05 08 07 03 19 11 10 18 02 15
number,0,6000,20 12 03 01 02 06 05 18 17 10 09 15 19 13 04 07 11 08 16 14
number,0,8000,04 01 03 20 14 02 10 16 05 09 18 11 15 13 17 06 19 07 12 08
wordC,0,8000,06 13 09 08 02 20 01 11 12 15 18 03 04 14 05 10 19 16 07 17
body,1,8000,04 02 17 18 07 14 15 05 06 01 20 08 03 12 11 16 10 19 09 00
tool,0,4000,10 19 15 07 03 18 08 12 13 01 05 09 11 06 20 04 14 02 16 17
number,0,8000,12 02 14 01 06 13 11 18 15 08 03 10 07 19 16 05 20 04 17 09
face,0,8000,03 10 05 04 09 07 16 17 12 20 15 13 19 14 11 18 06 01 08 02
tool,0,6000,01 12 11 10 04 17 08 05 15 06 09 18 07 14 16 19 13 20 02 03
