cond,hasStar,rest,stim
emoji,1,6000,10 06 19 05 11 01 02 15 08 17 00 13 14 12 18 16 04 07 03 20
number,0,4000,15 02 14 03 09 20 17 10 11 08 01 04 19 05 12 16 06 18 13 07
wordC,0,6000,02 08 03 20 01 11 05 14 10 04 13 16 15 07 12 09 18 19 17 06
face,0,6000,16 03 17 11 05 13 10 14 20 15 02 08 04 06 07 01 19 18 12 09
tool,1,4000,20 10 02 12 15 11 17 19 00 06 08 16 14 09 07 13 18 03 04 01
tool,0,8000,09 03 04 18 15 06 16 07 01 05 02 11 14 17 12 20 10 19 08 13
house,0,4000,04 08 07 15 05 18 03 12 11 13 02 01 17 09 10 16 14 06 19 20
number,1,4000,08 02 18 07 20 19 09 04 14 00 10 15 13 16 06 11 05 01 12 03
emoji,1,6000,05 19 14 17 03 20 02 12 11 07 06 15 13 00 09 18 10 08 16 04
house,0,8000,20 04 10 13 14 15 06 09 17 19 11 08 07 01 05 02 12 16 03 18
wordEF,0,8000,08 17 04 19 15 13 03 02 12 05 09 14 07 16 11 06 10 18 20 01
body,0,6000,16 14 04 07 09 11 12 03 10 08 02 15 17 19 05 18 01 06 20 13
tool,0,6000,06 05 01 18 08 17 03 12 14 10 07 11 04 16 09 19 15 13 20 02
wordC,0,4000,03 07 02 06 17 12 16 08 05 04 11 18 10 09 13 14 19 01 20 15
number,1,4000,09 08 05 11 18 06 13 16 00 03 19 15 07 10 02 20 12 14 01 17
wordEF,0,8000,01 17 11 12 07 14 02 19 18 13 03 05 10 04 08 09 06 20 15 16
emoji,0,8000,10 06 08 15 18 12 20 13 09 17 03 19 05 01 14 04 16 07 11 02
face,1,6000,13 07 08 06 11 16 04 15 00 02 12 03 18 20 14 05 17 10 09 01
wordC,1,8000,03 11 07 15 09 16 19 01 02 12 10 08 17 13 06 20 00 04 14 05
wordEF,0,8000,07 14 19 18 17 01 05 20 09 12 15 03 10 06 16 11 13 04 08 02
emoji,0,8000,20 05 15 02 14 17 07 18 19 16 06 01 09 13 10 04 12 08 11 03
wordEF,0,4000,04 12 10 06 16 01 07 09 03 14 17 20 11 13 15 05 02 19 18 08
tool,0,4000,04 02 20 01 09 07 08 05 06 19 10 14 17 03 15 16 18 11 12 13
house,0,6000,02 08 18 14 12 09 19 10 06 04 11 01 03 07 20 16 05 13 15 17
tool,1,6000,02 20 08 16 18 03 06 15 04 12 17 00 01 13 11 19 14 05 07 09
body,1,6000,20 02 12 03 04 17 18 05 00 06 19 01 07 14 09 13 16 10 15 11
house,0,6000,12 05 18 16 04 17 07 02 10 15 19 08 01 06 09 03 14 11 20 13
wordEF,0,4000,17 20 14 12 02 03 16 11 15 10 09 06 04 19 13 07 01 05 08 18
wordC,0,8000,09 08 16 18 06 20 15 14 05 19 04 02 11 10 03 01 13 12 17 07
wordC,1,4000,17 13 01 11 06 09 16 05 08 15 10 12 20 07 04 03 00 19 14 18
body,0,4000,10 07 09 15 19 11 20 05 17 06 02 08 16 01 18 13 14 04 03 12
face,0,6000,14 10 13 05 01 08 07 17 19 16 06 18 12 09 20 15 02 04 11 03
emoji,0,4000,11 16 17 19 08 20 18 15 05 01 10 04 09 06 03 14 02 12 07 13
wordEF,1,4000,10 02 11 08 15 09 13 00 12 18 20 05 16 03 04 17 07 14 06 19
house,0,6000,19 05 08 10 04 12 17 16 06 20 09 03 18 13 15 14 01 11 02 07
wordC,1,4000,03 09 17 01 15 10 12 08 18 19 14 11 04 00 20 07 16 05 06 02
emoji,0,6000,19 09 10 07 11 04 02 16 03 15 06 14 20 08 17 01 12 13 18 05
number,0,8000,12 10 16 17 13 14 11 08 09 05 02 07 03 01 04 18 20 06 19 15
face,0,6000,07 06 17 12 15 04 14 08 05 19 10 03 01 20 18 16 13 02 09 11
body,1,8000,15 10 09 04 02 00 03 16 18 07 13 20 12 01 05 08 14 17 11 06
tool,0,8000,20 17 16 10 08 19 06 13 04 18 02 12 05 01 03 14 15 07 09 11
body,1,4000,03 19 15 09 04 16 14 00 10 05 02 08 12 20 18 17 07 11 06 01
face,0,4000,08 15 06 10 02 17 07 18 13 03 11 14 01 12 19 09 16 20 05 04
house,0,6000,17 04 16 18 20 12 09 08 03 05 19 07 15 01 02 13 11 14 10 06
number,1,4000,09 20 15 04 05 06 16 00 03 11 18 12 07 08 14 19 17 10 02 01
body,0,6000,09 05 18 10 06 04 11 07 01 02 16 12 08 14 20 19 03 17 13 15
number,1,4000,11 09 20 10 01 03 14 00 17 15 19 12 02 04 16 07 05 06 13 08
face,0,6000,16 02 04 18 01 15 19 12 07 13 10 06 05 08 03 20 14 11 17 09
