cond,hasStar,rest,stim
house,1,8000,18 01 08 05 10 06 15 00 16 11 07 19 17 03 13 04 12 20 09 14
wordC,0,4000,12 02 16 10 05 18 20 17 01 04 07 11 06 15 14 19 03 08 13 09
wordC,0,6000,14 06 17 02 05 09 10 07 19 08 04 12 11 13 03 15 18 01 16 20
body,0,6000,02 03 12 16 15 10 06 18 05 19 04 11 14 07 09 17 20 08 01 13
tool,0,4000,20 01 11 08 05 04 15 16 13 03 06 10 09 18 14 07 02 17 12 19
emoji,1,8000,02 08 10 13 06 15 16 11 03 01 09 20 19 18 12 05 17 07 04 00
number,0,4000,07 02 10 01 16 15 04 17 11 06 19 13 09 08 12 03 20 14 18 05
wordC,0,6000,10 01 11 07 17 19 08 02 09 14 03 12 04 20 06 13 15 16 05 18
face,0,6000,11 04 17 14 15 09 13 06 16 20 10 02 03 19 05 12 07 01 08 18
tool,1,4000,01 20 19 09 10 16 14 15 12 17 18 08 00 04 05 03 02 11 06 13
wordEF,0,6000,20 07 09 12 08 14 04 16 11 02 15 13 19 10 05 17 06 01 18 03
number,0,4000,04 20 01 18 12 15 19 08 06 17 16 05 07 14 09 10 13 02 11 03
face,0,6000,16 11 20 07 03 08 02 10 13 09 06 14 15 05 17 04 18 12 19 01
house,1,4000,09 08 14 03 05 06 12 15 01 10 13 20 07 17 16 18 04 00 11 19
house,0,8000,10 08 05 11 01 06 14 18 12 04 09 17 07 03 20 02 13 16 19 15
number,0,6000,17 13 15 06 08 10 01 18 12 07 02 11 19 03 04 16 20 14 09 05
body,1,4000,15 14 11 09 02 03 20 13 04 12 17 07 19 10 01 06 05 08 00 16
wordEF,0,8000,20 13 03 12 11 15 09 06 08 17 14 19 01 10 05 16 02 04 07 18
tool,0,6000,09 10 02 15 04 20 05 17 16 08 13 11 07 18 12 14 06 19 01 03
number,1,6000,09 15 06 07 18 11 17 01 10 05 04 14 19 08 16 12 00 02 13 20
emoji,1,8000,09 02 06 04 19 07 01 18 10 17 00 20 11 16 13 03 12 14 05 08
wordEF,0,6000,15 13 01 14 06 16 09 02 08 07 05 10 18 12 20 04 17 03 19 11
face,0,4000,14 07 18 16 01 10 02 20 12 19 15 06 09 04 08 11 05 17 13 03
wordC,0,4000,18 04 07 09 17 11 16 06 05 13 02 20 03 08 14 10 15 12 19 01
tool,0,8000,14 12 15 05 16 09 18 06 01 10 02 07 13 04 20 11 19 17 03 08
tool,1,4000,20 16 06 13 19 11 02 10 15 05 01 07 09 04 17 03 00 18 08 12
body,1,8000,14 04 12 05 20 08 02 01 11 03 18 09 06 13 16 15 10 07 00 17
emoji,1,8000,14 10 08 18 13 00 03 16 15 04 17 19 11 07 02 20 06 01 09 05
wordC,0,8000,11 03 18 19 02 05 10 17 16 09 14 08 01 13 06 12 07 04 15 20
face,1,6000,07 17 16 19 09 00 02 04 01 20 10 08 18 03 06 12 05 15 13 14
emoji,1,4000,07 19 03 16 06 15 04 12 00 18 01 10 11 14 02 08 05 20 13 17
face,0,4000,05 14 18 12 07 13 01 16 11 06 09 15 20 17 08 02 03 10 04 19
wordC,0,4000,09 14 10 08 07 16 13 06 18 05 11 04 12 19 15 03 17 20 01 02
house,0,6000,09 17 03 08 07 05 01 02 14 19 20 04 15 10 06 18 13 12 16 11
wordEF,0,4000,07 04 09 02 13 17 05 01 08 18 19 14 16 11 15 20 12 10 03 06
number,0,8000,16 05 15 12 20 14 08 18 10 11 07 19 09 13 01 03 06 17 02 04
number,0,4000,15 18 12 06 11 20 17 05 01 02 13 16 19 04 14 08 09 10 03 07
tool,1,4000,04 17 03 20 11 05 15 01 06 12 19 08 14 00 07 10 16 18 13 09
emoji,0,4000,01 09 11 04 02 08 13 07 10 15 16 05 14 20 17 06 18 12 03 19
body,0,6000,01 20 06 03 13 19 17 04 16 11 10 07 09 05 12 18 02 08 15 14
wordEF,1,8000,12 11 01 18 05 14 08 16 20 17 00 06 13 02 09 04 19 10 03 15
emoji,0,6000,15 20 19 18 16 05 17 14 04 08 03 12 11 09 13 01 10 06 02 07
house,0,8000,11 09 17 14 12 05 19 04 06 10 18 15 03 02 16 13 01 07 20 08
face,0,6000,18 13 05 17 15 11 07 01 12 14 03 08 04 09 16 20 19 02 10 06
house,1,6000,20 14 08 02 03 01 16 11 04 05 10 15 09 06 13 19 18 17 00 07
body,1,4000,15 03 16 13 10 18 00 11 19 06 07 14 09 17 02 08 12 20 05 04
wordEF,0,6000,14 05 03 16 04 01 12 11 15 13 07 19 17 02 09 10 20 06 18 08
body,0,6000,07 02 03 01 19 06 10 04 14 15 11 08 16 20 12 05 17 18 13 09
