cond,hasStar,rest,stim
wordC,0,8000,13 01 06 02 14 08 18 03 19 20 17 04 15 11 16 12 07 05 10 09
wordC,0,6000,16 13 03 15 11 10 12 05 20 02 06 19 09 04 01 07 08 17 18 14
emoji,1,8000,17 07 03 19 16 14 05 08 01 04 11 00 13 09 18 15 20 10 06 02
wordEF,0,4000,12 17 10 09 02 04 16 20 19 07 06 13 03 15 18 05 14 01 11 08
wordC,1,4000,07 09 03 08 15 19 17 01 13 16 12 10 02 20 06 00 11 04 14 05
tool,0,6000,08 03 09 15 16 14 20 05 07 18 01 12 17 10 06 04 11 19 13 02
tool,0,4000,12 01 19 15 17 18 07 10 04 11 14 08 06 02 03 09 20 05 16 13
tool,0,6000,02 07 18 09 03 19 06 17 04 12 01 14 05 11 15 20 10 13 08 16
number,1,4000,06 19 03 13 11 15 12 20 00 05 07 09 18 10 04 16 01 17 14 02
number,1,4000,16 19 03 10 17 08 02 06 01 12 04 18 00 07 05 11 15 14 13 20
body,0,6000,07 09 20 11 05 10 19 04 13 16 18 15 01 02 03 08 14 06 12 17
body,1,4000,12 05 20 06 09 19 07 04 16 03 13 14 00 11 02 01 17 18 08 15
house,1,6000,03 18 10 01 16 08 20 19 11 12 14 09 15 02 00 04 13 07 06 17
body,1,6000,16 05 14 13 04 15 07 17 10 06 09 19 02 08 18 12 11 20 03 00
emoji,0,4000,15 08 06 19 18 01 11 03 04 02 13 09 07 16 17 05 14 12 10 20
tool,0,6000,13 15 11 07 08 01 17 03 05 16 19 09 02 20 04 12 06 10 14 18
number,1,6000,09 07 15 12 16 19 17 08 11 18 06 13 14 02 01 03 20 04 10 00
face,0,4000,02 13 11 08 09 01 04 20 12 19 06 17 10 16 15 03 05 18 07 14
face,1,4000,13 05 10 09 17 15 02 19 03 14 04 00 12 06 16 18 08 20 01 07
wordC,0,8000,19 12 07 16 13 11 18 06 14 03 01 05 17 04 09 08 15 02 20 10
emoji,0,4000,03 05 09 01 10 13 20 08 17 02 12 07 11 16 18 19 14 06 04 15
wordC,0,6000,06 20 02 11 14 19 18 08 10 01 03 07 12 09 16 05 17 13 04 15
wordEF,0,4000,06 09 14 04 07 02 08 13 18 20 10 16 05 11 17 19 01 12 03 15
number,0,8000,15 07 09 13 14 02 11 20 04 01 12 16 17 19 08 05 06 03 18 10
emoji,0,6000,16 01 03 15 10 20 08 04 06 07 05 14 11 09 02 19 13 17 18 12
tool,0,4000,10 14 03 06 20 19 18 13 15 07 11 08 09 01 05 04 02 12 17 16
house,1,8000,15 14 08 17 05 09 00 04 18 03 13 16 06 01 07 12 19 02 20 11
tool,0,4000,15 16 10 14 07 19 03 05 09 01 08 06 12 13 04 02 11 17 20 18
body,0,4000,03 18 12 06 15 13 02 10 19 09 04 14 01 05 11 08 20 17 16 07
face,0,6000,08 02 20 19 15 11 05 17 04 10 12 09 14 06 03 16 18 01 13 07
emoji,0,8000,11 01 02 10 18 07 14 04 16 15 19 05 12 03 17 13 08 06 09 20
body,0,8000,06 05 09 19 11 20 12 08 18 07 10 17 03 04 02 14 16 15 01 13
number,0,6000,03 08 16 01 13 07 19 15 20 04 11 09 06 17 05 14 10 18 12 02
face,0,8000,07 05 17 06 10 12 11 16 19 01 18 02 20 13 09 04 08 15 03 14
house,1,8000,01 17 03 08 04 10 11 16 20 09 07 18 00 05 12 19 15 06 14 13
face,0,8000,19 14 16 13 12 08 04 05 09 18 15 02 17 03 01 07 06 11 20 10
wordC,0,8000,11 18 12 06 15 19 04 17 16 13 05 02 03 10 08 09 07 14 01 20
house,0,4000,13 05 20 06 17 12 11 04 09 15 18 16 14 19 01 10 02 07 03 08
house,0,4000,11 17 18 19 03 13 12 05 09 10 08 07 15 16 06 04 14 20 01 02
emoji,1,6000,09 08 19 02 03 20 15 13 05 01 18 16 17 12 04 11 07 06 00 14
number,1,4000,12 01 19 08 11 03 09 20 14 18 13 04 02 16 05 06 15 10 07 00
face,1,6000,13 02 01 09 17 07 16 06 08 12 18 05 00 11 03 10 15 04 20 19
wordEF,1,6000,17 18 20 06 12 15 19 14 04 08 09 03 13 07 00 01 05 11 10 02
body,0,4000,14 18 16 20 17 08 05 15 13 01 03 07 10 02 12 06 04 09 19 11
wordEF,0,8000,07 12 10 11 06 18 19 01 13 09 04 03 20 02 14 15 05 17 08 16
wordEF,0,6000,11 06 13 10 15 08 04 01 18 17 05 19 12 16 07 03 02 09 20 14
wordEF,1,6000,18 06 19 12 09 14 04 13 01 03 16 08 05 11 15 10 17 07 00 20
house,0,6000,13 16 09 08 02 14 12 11 07 03 18 10 19 06 20 01 05 17 04 15
