cond,hasStar,rest,stim
tool,0,4000,02 04 10 15 09 07 01 14 11 20 05 17 13 16 03 18 08 19 06 12
number,0,6000,01 08 19 11 15 10 05 03 14 16 12 06 17 07 13 04 09 18 02 20
body,0,4000,16 04 14 08 07 13 06 19 20 12 15 01 10 18 03 05 17 09 02 11
house,1,6000,09 07 06 03 17 13 14 19 12 16 15 10 08 18 04 00 01 05 20 11
number,0,6000,20 13 17 02 14 16 03 01 05 10 09 07 04 06 19 18 11 08 15 12
emoji,1,6000,03 10 09 15 06 17 05 04 19 16 08 11 14 02 12 01 20 00 18 13
body,0,8000,03 16 15 09 13 06 18 04 20 08 02 01 07 12 14 10 05 11 17 19
wordEF,0,4000,14 01 06 10 12 03 17 07 18 13 19 20 02 11 08 04 05 15 09 16
body,1,4000,14 05 17 10 04 09 06 19 12 16 15 20 02 01 13 03 11 00 18 07
tool,1,8000,03 14 19 11 12 17 15 06 10 01 07 08 00 04 09 13 20 02 18 16
face,1,4000,16 19 11 02 12 20 09 07 05 03 18 04 08 15 01 17 06 00 10 13
wordC,1,8000,15 12 04 14 02 01 18 20 06 07 17 16 00 13 05 11 08 09 19 10
wordC,1,8000,07 11 01 20 12 06 08 18 00 14 09 04 03 19 10 02 15 13 16 05
number,0,6000,15 12 10 04 08 20 11 01 19 05 06 13 03 14 17 09 02 07 18 16
wordEF,1,8000,06 16 03 18 14 04 02 07 11 05 19 20 17 10 09 15 12 00 08 13
emoji,0,6000,19 06 05 14 15 18 04 20 09 13 07 12 08 17 16 01 03 02 10 11
house,0,4000,03 18 05 10 19 06 02 04 09 14 12 20 17 07 11 01 15 13 08 16
wordC,0,8000,01 14 17 15 04 12 03 19 02 10 05 07 18 16 13 06 11 09 08 20
body,0,4000,10 07 18 14 19 03 12 05 02 11 20 15 01 09 17 06 13 08 16 04
tool,1,4000,15 16 12 03 17 07 02 05 01 18 09 00 06 14 04 11 13 10 19 08
body,0,8000,11 16 15 19 20 02 05 13 10 08 18 01 03 07 04 14 12 09 06 17
face,0,6000,04 16 09 02 12 20 13 19 07 10 01 03 18 06 05 15 14 11 17 08
wordC,0,6000,13 04 09 07 08 14 16 18 01 11 20 10 17 05 15 19 03 12 06 02
house,0,6000,08 03 09 11 18 14 02 06 01 07 10 05 17 19 16 04 13 20 12 15
number,1,8000,15 18 16 03 07 08 13 02 20 09 04 12 14 01 17 10 19 00 11 05
wordC,0,4000,10 06 13 16 08 09 04 12 07 05 11 20 02 01 19 14 15 03 18 17
face,0,6000,06 18 15 16 20 13 19 09 17 02 07 05 08 12 03 11 01 04 10 14
house,1,4000,13 05 10 08 19 17 06 14 20 07 03 16 11 04 02 12 09 00 01 15
emoji,0,8000,09 05 19 18 15 07 03 04 16 08 02 14 13 01 10 20 17 11 06 12
emoji,1,4000,10 03 18 14 19 04 00 01 15 06 12 02 07 20 17 05 16 11 08 13
number,0,4000,08 19 20 07 10 18 13 06 14 11 03 16 01 02 09 05 17 15 04 12
wordEF,0,6000,05 15 06 01 02 04 13 10 11 17 18 09 08 19 12 16 07 03 14 20
emoji,1,6000,01 19 11 08 13 07 20 02 14 05 18 17 00 09 06 10 04 16 12 15
tool,0,8000,14 06 20 11 18 17 19 15 16 08 02 12 09 13 07 10 04 05 01 03
number,0,6000,08 07 06 01 05 20 02 17 19 18 04 13 09 03 15 14 16 12 11 10
house,0,6000,12 05 16 17 09 02 07 14 15 11 18 19 06 20 04 01 10 13 08 03
wordEF,0,4000,15 06 05 20 11 18 04 10 14 07 13 03 01 02 19 17 08 16 12 09
tool,0,6000,03 13 09 15 14 16 06 17 04 07 08 11 19 18 12 01 05 10 20 02
emoji,1,6000,06 10 18 01 12 15 03 07 14 04 09 08 11 05 20 17 00 13 19 02
wordEF,0,4000,13 01 09 15 19 20 07 08 11 02 17 04 18 14 16 10 12 05 03 06
tool,0,8000,11 12 05 19 10 07 09 08 06 04 16 15 20 02 18 01 17 13 03 14
body,0,8000,15 07 14 01 13 16 12 10 17 09 18 05 19 04 11 08 20 02 06 03
wordEF,1,4000,19 17 11 15 08 01 07 09 13 02 06 03 04 10 18 16 05 20 14 00
house,0,6000,20 05 11 17 15 08 14 07 12 09 06 10 18 16 04 01 03 02 13 19
face,0,4000,06 15 10 09 07 17 12 01 02 14 11 04 20 08 05 18 19 03 13 16
wordC,1,4000,03 02 01 05 14 19 07 11 04 06 15 12 10 17 20 00 16 08 18 09
face,0,4000,11 18 07 08 05 17 10 06 01 02 20 03 14 09 16 15 04 19 12 13
face,0,6000,03 17 19 15 16 05 13 12 20 09 06 02 08 10 14 04 01 11 07 18
