cond,hasStar,rest,stim
emoji,1,4000,12 17 15 10 13 02 00 18 01 05 04 11 14 08 09 06 16 19 20 07
face,1,6000,16 02 04 15 09 00 11 12 17 07 13 01 08 03 19 20 18 06 05 10
wordC,0,6000,14 05 03 12 08 11 18 19 13 15 20 04 06 16 07 09 10 01 02 17
body,1,4000,07 14 08 18 17 12 19 00 02 09 05 04 16 15 03 13 10 06 20 11
number,1,6000,13 02 09 15 16 14 11 07 17 12 03 18 19 20 10 01 04 08 00 06
emoji,0,6000,04 13 19 07 18 05 08 03 14 20 10 06 09 01 15 02 17 16 12 11
number,0,6000,11 12 17 02 09 18 03 15 08 01 16 19 10 05 07 06 04 20 13 14
wordC,0,4000,06 20 12 14 19 17 11 03 07 16 10 08 13 09 18 02 05 01 15 04
tool,1,8000,05 01 12 19 15 00 04 11 16 03 14 09 18 07 13 02 08 06 20 10
house,1,4000,09 05 03 12 15 04 14 17 13 18 16 08 11 06 19 01 07 20 00 02
face,0,8000,18 10 20 11 15 16 14 05 06 08 02 12 19 07 13 03 04 01 09 17
number,1,4000,02 04 20 08 06 11 01 00 13 05 14 16 07 09 17 03 18 15 10 12
tool,0,4000,20 01 05 16 12 08 11 19 07 06 03 10 14 02 13 18 09 04 17 15
wordC,0,8000,11 20 08 04 15 16 14 03 02 18 13 09 05 07 12 01 17 06 19 10
house,0,4000,05 17 14 01 06 19 07 10 04 16 03 11 18 12 20 15 02 08 09 13
face,0,6000,12 03 15 19 10 09 14 20 18 04 13 01 17 05 08 16 06 07 11 02
wordC,0,4000,08 14 10 03 09 15 05 06 19 07 02 12 13 01 20 17 04 11 16 18
wordEF,0,4000,07 10 18 12 16 01 02 03 04 08 13 15 19 11 09 20 05 06 17 14
emoji,0,6000,07 12 10 04 02 14 09 11 13 03 16 01 19 08 05 18 17 15 20 06
emoji,1,6000,20 15 19 14 09 08 12 01 00 13 18 06 03 05 02 10 11 07 04 17
tool,0,4000,10 02 04 07 01 06 14 11 03 18 17 19 12 09 05 16 20 08 15 13
wordC,0,6000,08 13 05 12 15 17 16 09 03 20 02 06 11 18 19 10 14 04 07 01
emoji,0,6000,20 09 11 10 02 13 17 15 16 14 18 04 06 12 01 19 05 08 07 03
house,0,8000,10 16 04 17 18 13 15 01 07 09 02 20 06 14 12 08 11 05 03 19
wordEF,0,8000,06 10 12 16 08 09 14 11 04 01 13 05 07 18 20 17 19 02 03 15
tool,1,4000,07 16 12 20 11 19 13 04 14 06 10 08 00 03 05 18 01 15 09 02
house,0,4000,20 06 09 14 17 02 13 11 08 07 19 15 10 04 18 16 12 05 01 03
house,1,6000,20 02 03 18 04 17 16 09 00 08 15 12 11 01 10 13 14 07 05 19
wordEF,0,8000,01 15 19 06 02 03 07 04 11 14 09 18 17 12 10 16 05 20 13 08
body,0,8000,18 01 04 16 02 19 06 09 14 10 07 17 20 11 13 08 12 03 15 05
house,0,4000,07 11 04 03 18 09 10 02 01 15 17 16 20 06 14 05 08 12 19 13
number,0,8000,09 15 07 14 16 04 20 17 06 02 03 08 05 12 19 01 13 11 18 10
tool,1,8000,19 15 20 14 17 07 04 11 06 01 09 02 12 13 00 08 03 05 10 18
wordEF,0,6000,12 14 10 13 01 19 11 16 06 03 09 20 08 15 04 18 17 05 02 07
body,1,4000,17 07 18 19 04 08 03 20 12 11 01 14 02 00 16 15 05 10 06 09
emoji,0,8000,05 02 16 18 06 17 14 12 19 09 11 15 08 04 10 03 20 01 07 13
body,0,6000,04 06 07 15 01 16 09 14 17 03 19 20 11 05 12 02 13 10 08 18
wordEF,0,6000,18 09 11 14 16 01 15 07 06 12 19 03 17 02 05 04 08 10 13 20
body,0,6000,18 12 09 06 02 05 16 13 01 04 17 19 14 10 03 07 08 15 11 20
body,1,4000,04 08 14 07 20 00 02 13 19 09 18 05 01 12 06 10 11 15 03 16
wordEF,1,8000,16 13 11 10 18 15 01 02 20 06 03 09 04 14 08 07 12 05 19 00
face,0,4000,04 12 05 11 01 19 03 06 08 10 16 18 02 15 17 09 14 20 13 07
face,0,4000,02 20 08 09 06 14 04 13 16 05 10 17 15 11 07 12 01 19 18 03
number,0,8000,05 13 17 02 11 06 10 14 08 12 04 20 03 07 16 15 09 19 01 18
wordC,0,6000,12 13 07 15 06 04 09 20 14 19 02 05 01 17 08 18 03 11 16 10
tool,1,4000,06 15 01 13 14 11 03 17 09 05 19 12 10 18 20 00 02 07 16 08
face,1,6000,17 13 11 01 12 14 02 06 04 16 19 03 00 08 09 18 10 20 15 05
number,0,6000,16 15 01 17 19 07 06 12 13 08 14 02 10 09 20 05 11 18 03 04
