cond,hasStar,rest,stim
wordC,0,6000,13 17 10 05 20 07 11 08 09 06 18 19 04 01 15 14 12 16 02 03
wordC,0,4000,14 17 01 09 06 13 18 08 05 16 04 20 02 07 15 19 03 12 11 10
emoji,0,4000,02 11 17 20 08 15 19 07 10 14 13 04 12 03 06 01 05 09 16 18
wordEF,1,6000,09 01 10 11 20 16 03 04 05 17 07 18 15 12 19 08 00 02 14 06
face,0,4000,01 13 07 11 15 19 02 17 08 12 20 09 10 04 18 14 06 16 05 03
wordC,0,4000,06 07 03 14 11 17 20 01 19 18 15 12 04 02 05 16 09 08 13 10
tool,0,6000,14 07 12 19 15 08 20 11 02 09 04 06 01 13 17 05 16 18 10 03
house,0,4000,12 03 13 20 17 16 01 15 11 10 05 07 08 18 14 04 06 02 19 09
body,0,4000,03 14 10 01 16 15 08 13 12 20 18 07 06 17 02 09 04 11 19 05
wordEF,0,4000,03 12 15 20 13 14 06 04 07 02 19 01 10 05 18 17 11 09 08 16
house,1,8000,11 01 19 07 02 14 03 12 13 20 08 10 04 05 16 00 17 18 09 06
emoji,0,6000,03 18 10 14 17 06 13 02 19 07 16 04 01 15 12 05 11 20 08 09
number,1,8000,04 01 13 19 10 00 18 17 14 02 16 20 08 12 07 11 06 03 05 15
wordC,1,6000,12 10 19 11 13 06 01 02 20 17 18 07 16 09 14 04 15 00 03 05
wordC,1,4000,12 09 05 20 15 03 00 06 04 01 10 16 19 07 18 02 17 14 11 08
wordEF,1,4000,14 07 18 02 05 16 19 11 20 00 03 08 17 15 04 01 13 12 09 10
face,1,8000,01 03 13 04 10 06 20 18 09 11 14 19 00 12 08 05 16 15 07 17
face,0,4000,05 03 10 06 02 20 12 16 08 15 17 01 14 19 18 04 11 13 07 09
emoji,1,8000,14 19 02 16 18 11 09 05 00 20 03 07 10 04 17 12 06 15 13 01
face,1,8000,17 08 19 06 14 15 09 11 02 05 00 12 03 13 20 04 10 16 18 01
house,0,8000,15 07 08 16 05 03 10 09 13 20 04 06 12 01 14 18 11 19 02 17
tool,0,8000,15 13 06 04 03 02 07 09 12 16 08 01 18 10 11 20 05 17 14 19
house,0,8000,06 09 16 15 19 10 14 11 05 12 07 08 03 13 01 04 17 20 02 18
tool,0,8000,05 17 15 02 03 13 11 20 01 12 16 10 18 07 19 04 09 08 14 06
number,0,4000,19 06 16 01 13 05 20 17 15 08 03 11 04 12 02 18 07 14 09 10
number,0,4000,01 07 20 15 08 18 02 09 05 12 13 03 19 06 16 10 11 14 04 17
emoji,1,6000,12 10 19 17 16 09 05 02 20 04 00 07 14 08 11 06 15 18 03 13
tool,0,4000,04 18 06 08 07 09 16 10 05 12 17 19 01 20 03 13 15 02 11 14
body,0,4000,08 10 11 05 20 03 01 13 04 15 18 07 02 09 19 14 16 06 17 12
number,0,6000,01 16 04 02 10 17 07 09 15 14 11 20 18 08 13 05 06 19 03 12
number,0,8000,08 18 09 10 03 01 12 06 17 16 04 07 13 20 02 05 11 15 19 14
body,0,6000,13 05 12 16 19 14 03 04 11 18 06 08 20 10 17 15 09 01 02 07
house,0,6000,08 06 14 18 12 07 05 13 19 11 02 16 01 03 20 15 04 09 10 17
wordEF,1,6000,15 11 03 05 20 07 19 14 13 02 18 12 06 09 04 16 00 08 17 10
wordEF,0,6000,18 17 20 01 11 05 16 10 06 07 08 13 02 03 12 04 19 09 15 14
tool,0,8000,18 11 14 07 08 01 12 02 17 04 06 19 09 15 10 03 16 20 13 05
number,0,4000,09 06 17 15 07 04 16 02 10 19 08 05 14 12 18 11 20 03 13 01
face,1,6000,04 11 15 14 13 01 18 16 00 03 02 20 09 12 19 05 17 06 07 08
tool,0,6000,06 18 01 16 02 11 03 12 15 13 09 10 17 14 04 20 19 05 08 07
body,1,4000,14 05 16 01 08 07 15 20 06 03 02 04 10 18 17 12 13 11 00 19
body,0,6000,01 02 18 05 09 04 14 17 07 15 20 19 08 12 11 06 10 13 03 16
emoji,1,6000,15 14 05 09 03 19 10 18 07 02 20 12 00 11 13 16 01 04 08 17
body,1,4000,16 01 12 04 05 20 09 17 13 19 06 02 15 07 18 00 11 08 10 03
wordEF,1,6000,17 05 07 03 02 20 09 11 14 06 04 18 10 01 08 19 13 00 15 16
emoji,0,4000,15 03 14 19 13 05 02 06 17 18 20 07 09 12 08 16 01 04 10 11
wordC,0,8000,07 03 05 12 18 15 09 20 11 02 13 08 01 16 14 19 10 06 17 04
face,0,6000,20 15 19 12 18 14 08 17 07 09 04 05 02 01 16 10 06 03 13 11
house,0,6000,02 16 11 08 20 18 03 10 13 15 17 09 19 04 05 07 14 06 12 01
