Pseudoword,Word,Lemma,Levenshtein_Distance,prs,n_morphemes,Length
pinald,pinard,pinard,6,"(0, 1, 0)",1,6
pilyle,pilule,pilule,7,"(0, 1, 0)",1,6
piloli,pilori,pilori,6,"(0, 1, 0)",1,6
pirier,pilier,pilier,6,"(0, 1, 0)",1,6
piewse,pieuse,pieux,7,"(0, 1, 0)",1,6
piètle,piètre,piètre,7,"(0, 1, 0)",1,6
pielre,pierre,pierre,7,"(0, 1, 0)",1,6
phlase,phrase,phrase,7,"(0, 1, 0)",1,6
phoqwe,phoque,phoque,6,"(0, 1, 0)",1,6
ordwre,ordure,ordure,5,"(0, 1, 0)",1,6
olbite,orbite,orbite,6,"(0, 1, 0)",1,6
olacle,oracle,oracle,6,"(0, 1, 0)",1,6
opiner,opinel,opinel,6,"(0, 1, 0)",1,6
opélas,opéras,opéra,6,"(0, 1, 0)",1,6
opaqwe,opaque,opaque,5,"(0, 1, 0)",1,6
ogngle,ongle,ongle,5,"(0, 1, 0)",1,6
oiseay,oiseau,oiseau,6,"(0, 1, 0)",1,6
offelt,offert,offre,6,"(0, 1, 0)",1,6
octloi,octroi,octroi,6,"(0, 1, 0)",1,6
océagn,océan,océan,6,"(0, 1, 0)",1,6
occile,occire,occire,6,"(0, 1, 0)",1,6
obscyr,obscur,obscur,4,"(0, 1, 0)",1,6
mymphe,nymphe,nymphe,7,"(0, 1, 0)",1,6
ngylon,nylon,nylon,6,"(0, 1, 0)",1,6
prasma,plasma,plasma,7,"(0, 1, 0)",1,6
praise,plaise,plaise,7,"(0, 1, 0)",1,6
praine,plaine,plaine,7,"(0, 1, 0)",1,6
plaign,plain,plain,7,"(0, 1, 0)",1,6
pitogn,piton,piton,6,"(0, 1, 0)",1,6
pistom,piston,piston,6,"(0, 1, 0)",1,6
pistir,pistil,pistil,7,"(0, 1, 0)",1,6
nguage,nuage,nuage,6,"(0, 1, 0)",1,6
nowgat,nougat,nougat,6,"(0, 1, 0)",1,6
gnouba,nouba,nouba,5,"(0, 1, 0)",1,6
motion,notion,notion,5,"(0, 1, 0)",1,6
gnotes,notes,note,6,"(0, 1, 0)",1,6
ngonne,nonne,nonne,5,"(0, 1, 0)",1,6
poingg,poing,poing,6,"(0, 1, 0)",1,6
pogmon,pognon,pognon,5,"(0, 1, 0)",1,6
poggne,pogne,pogne,6,"(0, 1, 0)",1,6
poègne,poème,poème,6,"(0, 1, 0)",1,6
podiym,podium,podium,5,"(0, 1, 0)",1,6
plongb,plomb,plomb,6,"(0, 1, 0)",1,6
pleuls,pleurs,pleurs,6,"(0, 1, 0)",1,6
pleime,pleine,plein,7,"(0, 1, 0)",1,6
ngocif,nocif,nocif,6,"(0, 1, 0)",1,6
gnoble,noble,noble,6,"(0, 1, 0)",1,6
niveay,niveau,niveau,6,"(0, 1, 0)",1,6
gnièce,nièce,nièce,6,"(0, 1, 0)",1,6
nicker,nickel,nickel,7,"(0, 1, 0)",1,6
neveyx,neveux,neveux,6,"(0, 1, 0)",1,6
neutle,neutre,neutre,6,"(0, 1, 0)",1,6
poteay,poteau,poteau,5,"(0, 1, 0)",1,6
porgno,porno,porno,5,"(0, 1, 0)",1,6
polche,porche,porche,6,"(0, 1, 0)",1,6
porlen,pollen,pollen,6,"(0, 1, 0)",1,6
mégoce,négoce,négoce,6,"(0, 1, 0)",1,6
nectal,nectar,nectar,6,"(0, 1, 0)",1,6
ngéant,néant,néant,6,"(0, 1, 0)",1,6
navile,navire,navire,6,"(0, 1, 0)",1,6
ngavet,navet,navet,6,"(0, 1, 0)",1,6
mature,nature,nature,5,"(0, 1, 0)",1,6
ngasse,nasse,nasse,6,"(0, 1, 0)",1,6
naparm,napalm,napalm,7,"(0, 1, 0)",1,6
pléfet,préfet,préfet,7,"(0, 1, 0)",1,6
plécis,précis,précis,7,"(0, 1, 0)",1,6
poytre,poutre,poutre,6,"(0, 1, 0)",1,6
powpée,poupée,poupée,6,"(0, 1, 0)",1,6
poymon,poumon,poumon,5,"(0, 1, 0)",1,6
powlpe,poulpe,poulpe,6,"(0, 1, 0)",1,6
pourie,poulie,poulie,6,"(0, 1, 0)",1,6
poting,potin,potin,6,"(0, 1, 0)",1,6
gnabot,nabot,nabot,6,"(0, 1, 0)",1,6
mababs,nababs,nababs,7,"(0, 1, 0)",1,6
ngythe,mythe,mythe,7,"(0, 1, 0)",1,6
ngutin,mutin,mutin,7,"(0, 1, 0)",1,6
mwséum,muséum,muséum,6,"(0, 1, 0)",1,6
myseau,museau,museau,6,"(0, 1, 0)",1,6
mwffin,muffin,muffin,7,"(0, 1, 0)",1,6
mourin,moulin,moulin,6,"(0, 1, 0)",1,6
plojet,projet,projet,6,"(0, 1, 0)",1,6
plofit,profit,profit,7,"(0, 1, 0)",1,6
profir,profil,profil,7,"(0, 1, 0)",1,6
ploche,proche,proche,7,"(0, 1, 0)",1,6
plocès,procès,procès,7,"(0, 1, 0)",1,6
plison,prison,prison,6,"(0, 1, 0)",1,6
plince,prince,prince,7,"(0, 1, 0)",1,6
prînes,prîmes,prendre,7,"(0, 1, 0)",1,6
plière,prière,prière,7,"(0, 1, 0)",1,6
preyve,preuve,preuve,7,"(0, 1, 0)",1,6
plêtre,prêtre,prêtre,7,"(0, 1, 0)",1,6
pleste,preste,preste,7,"(0, 1, 0)",1,6
moyise,mouise,mouise,6,"(0, 1, 0)",1,6
ngotte,motte,motte,6,"(0, 1, 0)",1,6
gnotif,motif,motif,6,"(0, 1, 0)",1,6
ngorve,morve,morve,6,"(0, 1, 0)",1,6
molose,morose,morose,5,"(0, 1, 0)",1,6
ngorne,morne,morne,6,"(0, 1, 0)",1,6
norgue,morgue,morgue,5,"(0, 1, 0)",1,6
pyéril,puéril,puéril,7,"(0, 1, 0)",1,6
pwblic,public,public,7,"(0, 1, 0)",1,6
plopre,propre,propre,6,"(0, 1, 0)",1,6
plopos,propos,propos,6,"(0, 1, 0)",1,6
plompt,prompt,prompt,7,"(0, 1, 0)",1,6
prongo,promo,promo,6,"(0, 1, 0)",1,6
pronet,promet,promettre,7,"(0, 1, 0)",1,6
nongol,mongol,mongol,4,"(0, 1, 0)",1,6
gnonde,monde,monde,5,"(0, 1, 0)",1,6
ngomie,momie,momie,6,"(0, 1, 0)",1,6
ngoite,moite,moite,6,"(0, 1, 0)",1,6
gnoine,moine,moine,6,"(0, 1, 0)",1,6
moeuls,moeurs,moeurs,5,"(0, 1, 0)",1,6
moerle,moelle,moelle,6,"(0, 1, 0)",1,6
ngodem,modem,modem,6,"(0, 1, 0)",1,6
quélir,quérir,quérir,6,"(0, 1, 0)",1,6
quatle,quatre,quatre,7,"(0, 1, 0)",1,6
qualtz,quartz,quartz,7,"(0, 1, 0)",1,6
pyjana,pyjama,pyjama,6,"(0, 1, 0)",1,6
pwzzle,puzzle,puzzle,7,"(0, 1, 0)",1,6
pytois,putois,putois,6,"(0, 1, 0)",1,6
ngoche,moche,moche,6,"(0, 1, 0)",1,6
mobire,mobile,mobile,6,"(0, 1, 0)",1,6
gnixte,mixte,mixte,7,"(0, 1, 0)",1,6
mitald,mitard,mitard,7,"(0, 1, 0)",1,6
misser,missel,missel,7,"(0, 1, 0)",1,6
milage,mirage,mirage,7,"(0, 1, 0)",1,6
nioche,mioche,mioche,7,"(0, 1, 0)",1,6
mimeur,mineur,mineur,4,"(0, 1, 0)",1,6
ngince,mince,mince,6,"(0, 1, 0)",1,6
ladeau,radeau,radeau,6,"(0, 1, 0)",1,6
lacket,racket,racket,7,"(0, 1, 0)",1,6
lacine,racine,racine,7,"(0, 1, 0)",1,6
labbin,rabbin,rabbin,7,"(0, 1, 0)",1,6
labais,rabais,rabais,7,"(0, 1, 0)",1,6
qyinte,quinte,quinte,7,"(0, 1, 0)",1,6
quirle,quille,quille,7,"(0, 1, 0)",1,6
qwidam,quidam,quidam,7,"(0, 1, 0)",1,6
milold,milord,milord,6,"(0, 1, 0)",1,6
gnille,mille,mille,7,"(0, 1, 0)",1,6
mirice,milice,milice,7,"(0, 1, 0)",1,6
gnicro,micro,micro,6,"(0, 1, 0)",1,6
ngétro,métro,métro,6,"(0, 1, 0)",1,6
gnétis,métis,métis,7,"(0, 1, 0)",1,6
gnétéo,météo,météo,6,"(0, 1, 0)",1,6
memtor,mentor,mentor,4,"(0, 1, 0)",1,6
nenthe,menthe,menthe,6,"(0, 1, 0)",1,6
ngêmes,mêmes,même,7,"(0, 1, 0)",1,6
memble,membre,membre,7,"(0, 1, 0)",1,6
gnelon,melon,melon,6,"(0, 1, 0)",1,6
lapace,rapace,rapace,7,"(0, 1, 0)",1,6
lançon,rançon,rançon,5,"(0, 1, 0)",1,6
rangce,rance,rance,6,"(0, 1, 0)",1,6
laison,raison,raison,6,"(0, 1, 0)",1,6
laisin,raisin,raisin,7,"(0, 1, 0)",1,6
lagoût,ragoût,ragoût,6,"(0, 1, 0)",1,6
lagots,ragots,ragots,6,"(0, 1, 0)",1,6
lafiot,rafiot,rafiot,6,"(0, 1, 0)",1,6
raffyt,raffut,raffut,6,"(0, 1, 0)",1,6
rafare,rafale,rafale,7,"(0, 1, 0)",1,6
gnégot,mégot,mégot,6,"(0, 1, 0)",1,6
nédium,médium,médium,6,"(0, 1, 0)",1,6
ngèche,mèche,mèche,7,"(0, 1, 0)",1,6
nécène,mécène,mécène,7,"(0, 1, 0)",1,6
nazout,mazout,mazout,5,"(0, 1, 0)",1,6
mawdit,maudit,maudit,7,"(0, 1, 0)",1,6
lecord,record,record,6,"(0, 1, 0)",1,6
lécifs,récifs,récifs,7,"(0, 1, 0)",1,6
lebuts,rebuts,rebut,7,"(0, 1, 0)",1,6
lavier,ravier,ravier,6,"(0, 1, 0)",1,6
lauque,rauque,rauque,6,"(0, 1, 0)",1,6
lation,ration,ration,6,"(0, 1, 0)",1,6
râteaw,râteau,râteau,6,"(0, 1, 0)",1,6
lapide,rapide,rapide,7,"(0, 1, 0)",1,6
legret,regret,regret,7,"(0, 1, 0)",1,6
légion,région,région,6,"(0, 1, 0)",1,6
légime,régime,régime,7,"(0, 1, 0)",1,6
leggae,reggae,reggae,7,"(0, 1, 0)",1,6
legard,regard,regard,7,"(0, 1, 0)",1,6
lefuge,refuge,refuge,7,"(0, 1, 0)",1,6
leflet,reflet,reflet,7,"(0, 1, 0)",1,6
leçues,reçues,reçu,7,"(0, 1, 0)",1,6
lecrue,recrue,recrue,6,"(0, 1, 0)",1,6
ngatch,match,match,7,"(0, 1, 0)",1,6
maswre,masure,masure,6,"(0, 1, 0)",1,6
mastel,master,master,6,"(0, 1, 0)",1,6
maltyr,martyr,martyr,6,"(0, 1, 0)",1,6
ngardi,mardi,mardi,7,"(0, 1, 0)",1,6
malbre,marbre,marbre,7,"(0, 1, 0)",1,6
malais,marais,marais,7,"(0, 1, 0)",1,6
maqwis,maquis,maquis,7,"(0, 1, 0)",1,6
nganif,manif,manif,6,"(0, 1, 0)",1,6
ngamie,mamie,mamie,7,"(0, 1, 0)",1,6
marade,malade,malade,7,"(0, 1, 0)",1,6
majeul,majeur,majeur,4,"(0, 1, 0)",1,6
maîtle,maître,maître,7,"(0, 1, 0)",1,6
maingt,maint,maint,7,"(0, 1, 0)",1,6
naigre,maigre,maigre,7,"(0, 1, 0)",1,6
gnagma,magma,magma,7,"(0, 1, 0)",1,6
résidy,résidu,résidu,6,"(0, 1, 0)",1,6
réseay,réseau,réseau,6,"(0, 1, 0)",1,6
reqyin,requin,requin,7,"(0, 1, 0)",1,6
lépond,répond,répondre,6,"(0, 1, 0)",1,6
lepens,repens,repentir,7,"(0, 1, 0)",1,6
remnes,rennes,rennes,6,"(0, 1, 0)",1,6
lenard,renard,renard,6,"(0, 1, 0)",1,6
rerief,relief,relief,7,"(0, 1, 0)",1,6
lelais,relais,relai,7,"(0, 1, 0)",1,6
nadone,madone,madone,6,"(0, 1, 0)",1,6
gnaçon,maçon,maçon,6,"(0, 1, 0)",1,6
maboyl,maboul,maboul,5,"(0, 1, 0)",1,6
rutins,lutins,lutins,7,"(0, 1, 0)",1,6
lwette,luette,luette,7,"(0, 1, 0)",1,6
rucide,lucide,lucide,7,"(0, 1, 0)",1,6
ligide,rigide,rigide,7,"(0, 1, 0)",1,6
lideau,rideau,rideau,6,"(0, 1, 0)",1,6
rictys,rictus,rictus,6,"(0, 1, 0)",1,6
rhunge,rhume,rhume,7,"(0, 1, 0)",1,6
révoru,révolu,révolu,6,"(0, 1, 0)",1,6
levers,revers,revers,7,"(0, 1, 0)",1,6
rétime,rétine,rétine,7,"(0, 1, 0)",1,6
lessac,ressac,ressac,7,"(0, 1, 0)",1,6
résoru,résolu,résoudre,6,"(0, 1, 0)",1,6
loytre,loutre,loutre,6,"(0, 1, 0)",1,6
loulde,lourde,lourd,6,"(0, 1, 0)",1,6
lowlou,loulou,loulou,4,"(0, 1, 0)",1,6
lotiom,lotion,lotion,5,"(0, 1, 0)",1,6
roquet,loquet,loquet,6,"(0, 1, 0)",1,6
logngs,longs,long,5,"(0, 1, 0)",1,6
roisir,loisir,loisir,5,"(0, 1, 0)",1,6
roggia,loggia,loggia,6,"(0, 1, 0)",1,6
rivide,livide,livide,7,"(0, 1, 0)",1,6
ripide,lipide,lipide,7,"(0, 1, 0)",1,6
limgot,lingot,lingot,5,"(0, 1, 0)",1,6
lingon,limon,limon,6,"(0, 1, 0)",1,6
linbes,limbes,limbes,7,"(0, 1, 0)",1,6
rièvre,lièvre,lièvre,7,"(0, 1, 0)",1,6
riesse,liesse,liesse,7,"(0, 1, 0)",1,6
lococo,rococo,rococo,5,"(0, 1, 0)",1,6
lipper,ripper,ripper,6,"(0, 1, 0)",1,6
lielre,lierre,lierre,7,"(0, 1, 0)",1,6
richen,lichen,lichen,7,"(0, 1, 0)",1,6
ribido,libido,libido,7,"(0, 1, 0)",1,6
rézard,lézard,lézard,7,"(0, 1, 0)",1,6
rettre,lettre,lettre,7,"(0, 1, 0)",1,6
régume,légume,légume,7,"(0, 1, 0)",1,6
légiom,légion,légion,6,"(0, 1, 0)",1,6
rowsse,rousse,roux,6,"(0, 1, 0)",1,6
rotwle,rotule,rotule,6,"(0, 1, 0)",1,6
roting,rotin,rotin,6,"(0, 1, 0)",1,6
roseay,roseau,roseau,5,"(0, 1, 0)",1,6
losbif,rosbif,rosbif,6,"(0, 1, 0)",1,6
roqwet,roquet,roquet,6,"(0, 1, 0)",1,6
rognce,ronce,ronce,5,"(0, 1, 0)",1,6
romams,romans,roman,6,"(0, 1, 0)",1,6
ronane,romane,romane,6,"(0, 1, 0)",1,6
sarami,salami,salami,7,"(0, 1, 0)",1,6
sarade,salade,salade,7,"(0, 1, 0)",1,6
saisom,saison,saison,6,"(0, 1, 0)",1,6
saignt,saint,saint,7,"(0, 1, 0)",1,6
safram,safran,safran,7,"(0, 1, 0)",1,6
safali,safari,safari,7,"(0, 1, 0)",1,6
sabold,sabord,sabord,6,"(0, 1, 0)",1,6
sabres,sables,sable,7,"(0, 1, 0)",1,6
rystre,rustre,rustre,7,"(0, 1, 0)",1,6
ryraux,ruraux,ruraux,6,"(0, 1, 0)",1,6
rymeur,rumeur,rumeur,5,"(0, 1, 0)",1,6
régale,légale,légal,7,"(0, 1, 0)",1,6
leadel,leader,leader,6,"(0, 1, 0)",1,6
ravabo,lavabo,lavabo,7,"(0, 1, 0)",1,6
rascar,lascar,lascar,6,"(0, 1, 0)",1,6
larnge,larme,larme,7,"(0, 1, 0)",1,6
lalcin,larcin,larcin,7,"(0, 1, 0)",1,6
rarbin,larbin,larbin,7,"(0, 1, 0)",1,6
rapsus,lapsus,lapsus,6,"(0, 1, 0)",1,6
laping,lapin,lapin,7,"(0, 1, 0)",1,6
langye,langue,langue,5,"(0, 1, 0)",1,6
ranges,langes,lange,6,"(0, 1, 0)",1,6
lanpes,lampes,lampe,7,"(0, 1, 0)",1,6
laitwe,laitue,laitue,6,"(0, 1, 0)",1,6
laïqye,laïque,laïque,6,"(0, 1, 0)",1,6
rabour,labour,labourer,4,"(0, 1, 0)",1,6
satwre,satyre,satyre,7,"(0, 1, 0)",1,6
satign,satin,satin,7,"(0, 1, 0)",1,6
sapign,sapin,sapin,7,"(0, 1, 0)",1,6
saphil,saphir,saphir,6,"(0, 1, 0)",1,6
sanedi,samedi,samedi,7,"(0, 1, 0)",1,6
sangba,samba,samba,7,"(0, 1, 0)",1,6
labeul,labeur,labor,5,"(0, 1, 0)",1,6
kargna,karma,karma,7,"(0, 1, 0)",1,6
kalaté,karaté,karaté,7,"(0, 1, 0)",1,6
jwstes,justes,juste,7,"(0, 1, 0)",1,6
jwnior,junior,junior,4,"(0, 1, 0)",1,6
jwngle,jungle,jungle,6,"(0, 1, 0)",1,6
séjowr,séjour,séjour,3,"(0, 1, 0)",1,6
seclet,secret,secret,7,"(0, 1, 0)",1,6
séagnt,séant,séant,7,"(0, 1, 0)",1,6
sclibe,scribe,scribe,7,"(0, 1, 0)",1,6
scègne,scène,scène,7,"(0, 1, 0)",1,6
savong,savon,savon,6,"(0, 1, 0)",1,6
savewr,saveur,saveur,5,"(0, 1, 0)",1,6
sawmon,saumon,saumon,6,"(0, 1, 0)",1,6
joyjou,joujou,joujou,3,"(0, 1, 0)",1,6
jetong,jeton,jeton,6,"(0, 1, 0)",1,6
jeangs,jeans,jeans,7,"(0, 1, 0)",1,6
jaunge,jaune,jaune,6,"(0, 1, 0)",1,6
jasmim,jasmin,jasmin,7,"(0, 1, 0)",1,6
shélif,shérif,shérif,7,"(0, 1, 0)",1,6
sévèle,sévère,sévère,7,"(0, 1, 0)",1,6
sernon,sermon,sermon,6,"(0, 1, 0)",1,6
sélail,sérail,sérail,7,"(0, 1, 0)",1,6
sérect,sélect,sélect,7,"(0, 1, 0)",1,6
serect,select,select,7,"(0, 1, 0)",1,6
jargom,jargon,jargon,6,"(0, 1, 0)",1,6
jaldin,jardin,jardin,7,"(0, 1, 0)",1,6
jangbe,jambe,jambe,7,"(0, 1, 0)",1,6
jagual,jaguar,jaguar,6,"(0, 1, 0)",1,6
ivoile,ivoire,ivoire,6,"(0, 1, 0)",1,6
intlus,intrus,intrus,5,"(0, 1, 0)",1,6
imtact,intact,intact,6,"(0, 1, 0)",1,6
imstit,instit,instit,6,"(0, 1, 0)",1,6
injwre,injure,injure,4,"(0, 1, 0)",1,6
sralom,slalom,slalom,6,"(0, 1, 0)",1,6
siphom,siphon,siphon,6,"(0, 1, 0)",1,6
simpre,simple,simple,7,"(0, 1, 0)",1,6
sirlon,sillon,sillon,6,"(0, 1, 0)",1,6
signar,signal,signal,7,"(0, 1, 0)",1,6
siècre,siècle,siècle,7,"(0, 1, 0)",1,6
imfect,infect,infecter,6,"(0, 1, 0)",1,6
inelte,inerte,inerte,6,"(0, 1, 0)",1,6
ingdic,indic,indiquer,6,"(0, 1, 0)",1,6
ignpôt,impôt,impôt,7,"(0, 1, 0)",1,6
ingper,imper,imper,6,"(0, 1, 0)",1,6
inpact,impact,impact,7,"(0, 1, 0)",1,6
idyrle,idylle,idylle,7,"(0, 1, 0)",1,6
icônge,icône,icône,7,"(0, 1, 0)",1,6
hymgne,hymne,hymne,7,"(0, 1, 0)",1,6
hyègne,hyène,hyène,7,"(0, 1, 0)",1,6
hwmour,humour,humour,4,"(0, 1, 0)",1,6
soride,solide,solide,6,"(0, 1, 0)",1,6
soreil,soleil,soleil,6,"(0, 1, 0)",1,6
sordes,soldes,solde,6,"(0, 1, 0)",1,6
sordat,soldat,soldat,6,"(0, 1, 0)",1,6
sodiwm,sodium,sodium,5,"(0, 1, 0)",1,6
srogan,slogan,slogan,7,"(0, 1, 0)",1,6
hunide,humide,humide,7,"(0, 1, 0)",1,6
huneur,humeur,humeur,5,"(0, 1, 0)",1,6
humbre,humble,humble,7,"(0, 1, 0)",1,6
hwître,huître,huître,7,"(0, 1, 0)",1,6
huires,huiles,huile,7,"(0, 1, 0)",1,6
hwblot,hublot,hublot,6,"(0, 1, 0)",1,6
howsse,housse,housse,6,"(0, 1, 0)",1,6
howrra,hourra,hourra,6,"(0, 1, 0)",1,6
holmis,hormis,hormis,6,"(0, 1, 0)",1,6
hoqyet,hoquet,hoquet,6,"(0, 1, 0)",1,6
hongte,honte,honte,5,"(0, 1, 0)",1,6
honard,homard,homard,6,"(0, 1, 0)",1,6
hilale,hilare,hilare,7,"(0, 1, 0)",1,6
hétélo,hétéro,hétéro,7,"(0, 1, 0)",1,6
hermie,hernie,hernie,7,"(0, 1, 0)",1,6
soulce,source,source,6,"(0, 1, 0)",1,6
soupre,souple,souple,6,"(0, 1, 0)",1,6
soypir,soupir,soupir,5,"(0, 1, 0)",1,6
sounet,soumet,soumettre,6,"(0, 1, 0)",1,6
soufle,soufre,soufre,6,"(0, 1, 0)",1,6
soyche,souche,souche,6,"(0, 1, 0)",1,6
stéléo,stéréo,stéréo,7,"(0, 1, 0)",1,6
sténgo,sténo,sténo,6,"(0, 1, 0)",1,6
statwt,statut,statut,6,"(0, 1, 0)",1,6
stangd,stand,stand,7,"(0, 1, 0)",1,6
stabre,stable,stable,7,"(0, 1, 0)",1,6
sqyare,square,square,7,"(0, 1, 0)",1,6
sphimx,sphinx,sphinx,7,"(0, 1, 0)",1,6
sphèle,sphère,sphère,7,"(0, 1, 0)",1,6
spelme,sperme,sperme,7,"(0, 1, 0)",1,6
spasne,spasme,spasme,7,"(0, 1, 0)",1,6
hérium,hélium,hélium,6,"(0, 1, 0)",1,6
hérice,hélice,hélice,7,"(0, 1, 0)",1,6
hébrey,hébreu,hébreu,6,"(0, 1, 0)",1,6
hasald,hasard,hasard,7,"(0, 1, 0)",1,6
halpon,harpon,harpon,6,"(0, 1, 0)",1,6
halpie,harpie,harpie,7,"(0, 1, 0)",1,6
haleng,hareng,hareng,7,"(0, 1, 0)",1,6
hanmam,hammam,hammam,7,"(0, 1, 0)",1,6
haneau,hameau,hameau,6,"(0, 1, 0)",1,6
hagnac,hamac,hamac,7,"(0, 1, 0)",1,6
hartes,haltes,halte,7,"(0, 1, 0)",1,6
swisse,suisse,suisse,7,"(0, 1, 0)",1,6
syccès,succès,succès,7,"(0, 1, 0)",1,6
subtir,subtil,subtil,7,"(0, 1, 0)",1,6
sybite,subite,subite,7,"(0, 1, 0)",1,6
styres,styles,style,7,"(0, 1, 0)",1,6
stydio,studio,studio,7,"(0, 1, 0)",1,6
stlict,strict,strict,7,"(0, 1, 0)",1,6
stless,stress,stress,7,"(0, 1, 0)",1,6
haigne,haine,haine,7,"(0, 1, 0)",1,6
hagald,hagard,hagard,7,"(0, 1, 0)",1,6
habire,habile,habile,7,"(0, 1, 0)",1,6
guirde,guilde,guilde,7,"(0, 1, 0)",1,6
gyerre,guerre,guerre,7,"(0, 1, 0)",1,6
glotte,grotte,grotte,7,"(0, 1, 0)",1,6
glosse,grosse,gros,7,"(0, 1, 0)",1,6
tailai,tairai,taire,7,"(0, 1, 0)",1,6
sygnpa,sympa,sympathie,7,"(0, 1, 0)",1,6
sverte,svelte,svelte,7,"(0, 1, 0)",1,6
sutule,suture,suture,6,"(0, 1, 0)",1,6
sulsis,sursis,sursis,7,"(0, 1, 0)",1,6
syreau,sureau,sureau,6,"(0, 1, 0)",1,6
surtan,sultan,sultan,7,"(0, 1, 0)",1,6
glives,grives,grives,7,"(0, 1, 0)",1,6
glenat,grenat,grenat,7,"(0, 1, 0)",1,6
gredim,gredin,gredin,7,"(0, 1, 0)",1,6
glatin,gratin,gratin,7,"(0, 1, 0)",1,6
glasse,grasse,gras,7,"(0, 1, 0)",1,6
glappe,grappe,grappe,7,"(0, 1, 0)",1,6
glanit,granit,granit,7,"(0, 1, 0)",1,6
glange,grange,grange,7,"(0, 1, 0)",1,6
gramde,grande,grand,7,"(0, 1, 0)",1,6
taydis,taudis,taudis,7,"(0, 1, 0)",1,6
talots,tarots,tarots,6,"(0, 1, 0)",1,6
taring,tarin,tarin,7,"(0, 1, 0)",1,6
tagnte,tante,tante,6,"(0, 1, 0)",1,6
tangin,tanin,tanin,6,"(0, 1, 0)",1,6
tagngo,tango,tango,5,"(0, 1, 0)",1,6
tamour,tamoul,tamoul,5,"(0, 1, 0)",1,6
tagnis,tamis,tamis,7,"(0, 1, 0)",1,6
talong,talon,talon,6,"(0, 1, 0)",1,6
tarion,talion,talion,6,"(0, 1, 0)",1,6
goysse,gousse,gousse,6,"(0, 1, 0)",1,6
goulou,gourou,gourou,4,"(0, 1, 0)",1,6
goulds,gourds,gourds,6,"(0, 1, 0)",1,6
goulde,gourde,gourde,6,"(0, 1, 0)",1,6
gowjat,goujat,goujat,5,"(0, 1, 0)",1,6
gosiel,gosier,gosier,5,"(0, 1, 0)",1,6
gomima,gomina,gomina,6,"(0, 1, 0)",1,6
ggnons,gnons,gnons,5,"(0, 1, 0)",1,6
ggnome,gnome,gnome,5,"(0, 1, 0)",1,6
gngôle,gnôle,gnôle,6,"(0, 1, 0)",1,6
grotte,glotte,glotte,7,"(0, 1, 0)",1,6
groria,gloria,gloria,7,"(0, 1, 0)",1,6
gloile,gloire,gloire,6,"(0, 1, 0)",1,6
graive,glaive,glaive,7,"(0, 1, 0)",1,6
graise,glaise,glaise,7,"(0, 1, 0)",1,6
gisemt,gisent,gisent,7,"(0, 1, 0)",1,6
thègne,thème,thème,7,"(0, 1, 0)",1,6
teltre,tertre,tertre,7,"(0, 1, 0)",1,6
tengpe,tempe,tempe,7,"(0, 1, 0)",1,6
tecker,teckel,teckel,7,"(0, 1, 0)",1,6
gilafe,girafe,girafe,7,"(0, 1, 0)",1,6
gigoro,gigolo,gigolo,6,"(0, 1, 0)",1,6
gibiel,gibier,gibier,6,"(0, 1, 0)",1,6
gernes,germes,germe,7,"(0, 1, 0)",1,6
gengou,genou,genou,4,"(0, 1, 0)",1,6
gendle,gendre,gendre,6,"(0, 1, 0)",1,6
geingt,geint,geint,7,"(0, 1, 0)",1,6
géagnt,géant,géant,7,"(0, 1, 0)",1,6
tonate,tomate,tomate,6,"(0, 1, 0)",1,6
titagn,titan,titan,7,"(0, 1, 0)",1,6
tinide,timide,timide,7,"(0, 1, 0)",1,6
tholax,thorax,thorax,7,"(0, 1, 0)",1,6
gazong,gazon,gazon,6,"(0, 1, 0)",1,6
gayles,gaules,gaul,7,"(0, 1, 0)",1,6
gawche,gauche,gauche,7,"(0, 1, 0)",1,6
gâteay,gâteau,gâteau,6,"(0, 1, 0)",1,6
galrot,garrot,garrot,6,"(0, 1, 0)",1,6
galage,garage,garage,7,"(0, 1, 0)",1,6
gamgue,gangue,gangue,5,"(0, 1, 0)",1,6
gamign,gamin,gamin,7,"(0, 1, 0)",1,6
galong,galon,galon,6,"(0, 1, 0)",1,6
toulte,tourte,tourte,6,"(0, 1, 0)",1,6
toulbe,tourbe,tourbe,6,"(0, 1, 0)",1,6
toypie,toupie,toupie,6,"(0, 1, 0)",1,6
toypet,toupet,toupet,6,"(0, 1, 0)",1,6
towffe,touffe,touffe,6,"(0, 1, 0)",1,6
towbib,toubib,toubib,6,"(0, 1, 0)",1,6
tortwe,tortue,tortue,5,"(0, 1, 0)",1,6
tolero,torero,torero,6,"(0, 1, 0)",1,6
tondle,tondre,tondre,5,"(0, 1, 0)",1,6
garant,galant,galant,7,"(0, 1, 0)",1,6
gaigne,gaine,gaine,7,"(0, 1, 0)",1,6
gadoye,gadoue,gadoue,5,"(0, 1, 0)",1,6
futong,futon,futon,6,"(0, 1, 0)",1,6
futire,futile,futile,7,"(0, 1, 0)",1,6
fytaie,futaie,futaie,7,"(0, 1, 0)",1,6
fysain,fusain,fusain,7,"(0, 1, 0)",1,6
fultif,furtif,furtif,7,"(0, 1, 0)",1,6
fwgace,fugace,fugace,7,"(0, 1, 0)",1,6
trayma,trauma,trauma,7,"(0, 1, 0)",1,6
tlappe,trappe,trappe,7,"(0, 1, 0)",1,6
